order,????,??,type,slotRole,relativeDifficulty,chains,width,height,score,coverage,openers,packs,levelId,sourceAsset,exportAsset,exportMeta,qualityFlags,portableQuality
318,??,1,shape_character,Shape,Novelty,126,30,42,333,0.983,18,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,Levels/318_shape_character_r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall.asset,Levels/318_shape_character_r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall.asset.meta,rel:VeryHard:ShapePeak:Shape:Character:animals-mascots:character:main,Normal
319,??,1,lock,Recovery,Recovery,115,22,41,145.7,0.973,24,direct_normal_candidates,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset,Levels/319_lock_direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset,Levels/319_lock_direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset.meta,ok,ok
320,??,1,section,Normal,Normal,114,23,36,162.4,0.983,17,direct_normal_candidates,direct_normal_18_direct_normal_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset,Levels/320_section_direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset,Levels/320_section_direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset.meta,ok,ok
321,??,1,maze,Recovery,Recovery,108,23,38,162.1,0.982,15,direct_normal_candidates,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,Levels/321_maze_direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,Levels/321_maze_direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset.meta,ok,ok
322,??,1,dense,Normal,Normal,101,21,37,166.0,0.978,15,direct_normal_candidates,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,Levels/322_dense_direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,Levels/322_dense_direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset.meta,ok,ok
323,??,1,shape_ocean,Shape,Novelty,124,36,44,333,0.975,17,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,Levels/323_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistin.asset,Levels/323_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistin.asset.meta,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:transition,Normal
324,??,2,section,Pressure,Hard,186,26,44,147.5,0.985,15,direct_advanced_candidates,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,Levels/324_section_direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,Levels/324_section_direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset.meta,ok,ok
325,hole,1,hole_rescue,HoleRescue,Mechanic,66,26,28,256,0.982,9,hole_combined_20260613,hole_candidate_044_std_26x28_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset,Levels/325_hole_rescue_hole_candidate_044_std_26x28_dense.asset,Levels/325_hole_rescue_hole_candidate_044_std_26x28_dense.asset.meta,hole10_v4:DenseWeave:keep,hole10_v4_keep
326,??,1,lock,Normal,Normal,104,22,35,171.8,0.975,10,direct_normal_topup_candidates,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,Levels/326_lock_direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,Levels/326_lock_direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset.meta,ok,ok
327,??,1,shape_landmark,Shape,Novelty,131,38,52,327,0.976,18,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,Levels/327_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelan.asset,Levels/327_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelan.asset.meta,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
328,??,2,section,Pressure,Hard,165,24,43,171.1,0.980,16,direct_polish_hard_candidates,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset,Levels/328_section_direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset,Levels/328_section_direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset.meta,ok,ok
329,??,4,lock,Peak,RelativeExtreme,263,30,54,101.3,0.981,26,direct_advanced_candidates,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,Levels/329_lock_direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,Levels/329_lock_direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset.meta,ok,ok
330,??,1,section,Normal,Normal,113,23,38,154.2,0.986,13,direct_normal_candidates,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,Levels/330_section_direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,Levels/330_section_direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset.meta,ok,ok
331,??,1,sweep,Recovery,Recovery,147,21,44,154.3,0.972,23,direct_pure_topup_slice08_candidates,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,Levels/331_sweep_direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,Levels/331_sweep_direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset.meta,ok,ok
332,??,1,dense,Normal,Normal,118,20,37,141.8,0.969,17,direct_polish_clean_candidates,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset,Levels/332_dense_direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset,Levels/332_dense_direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset.meta,ok,ok
333,??,1,shape_ocean,Shape,Novelty,131,34,50,323,0.98,18,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,Levels/333_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxy.asset,Levels/333_shape_ocean_r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxy.asset.meta,rel:Hard:ShapePressure:Shape:Ocean:diving-gear:equipment:transition,Normal
334,??,2,lock,Pressure,Hard,207,28,46,150.7,0.980,19,direct_advanced_candidates,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,Levels/334_lock_direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,Levels/334_lock_direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset.meta,ok,ok
335,hole,1,hole_rescue,HoleRescue,Mechanic,67,30,24,257,0.98,4,hole_combined_20260613,hole_topup_049_topup_wide_30x24_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_049_topup_wide_30x24_maze.asset,Levels/335_hole_rescue_hole_topup_049_topup_wide_30x24_maze.asset,Levels/335_hole_rescue_hole_topup_049_topup_wide_30x24_maze.asset.meta,hole10_v4:MazeLongChain:keep,hole10_v4_keep
336,??,4,section,Peak,RelativeExtreme,216,28,48,151.9,0.986,17,direct_advanced_candidates,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,Levels/336_section_direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,Levels/336_section_direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset.meta,ok,ok
337,??,1,maze,Recovery,Recovery,103,23,36,175.6,0.984,18,direct_normal_candidates,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,Levels/337_maze_direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,Levels/337_maze_direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset.meta,ok,ok
338,??,1,shape_landmark,Shape,Novelty,134,36,50,332,0.98,19,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,Levels/338_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelan.asset,Levels/338_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelan.asset.meta,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
339,??,1,lock,Normal,Normal,110,23,37,173.9,0.980,16,direct_normal_topup_candidates,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,Levels/339_lock_direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,Levels/339_lock_direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset.meta,ok,ok
340,??,1,section,Normal,Normal,110,23,36,160.1,0.981,13,direct_normal_candidates,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,Levels/340_section_direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,Levels/340_section_direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset.meta,ok,ok
341,??,1,sweep,Recovery,Recovery,154,24,40,157.3,0.971,23,direct_pure_topup_slice08_candidates,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,Levels/341_sweep_direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,Levels/341_sweep_direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset.meta,ok,ok
342,hole,1,hole_rescue,HoleRescue,Mechanic,67,24,30,257,0.974,10,hole_combined_20260613,hole_topup_026_topup_std_24x30_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset,Levels/342_hole_rescue_hole_topup_026_topup_std_24x30_dense.asset,Levels/342_hole_rescue_hole_topup_026_topup_std_24x30_dense.asset.meta,hole10_v4:DenseWeave:keep,hole10_v4_keep
343,??,1,shape_art,Shape,Novelty,135,30,42,342,0.979,19,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,Levels/343_shape_art_r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportrai.asset,Levels/343_shape_art_r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportrai.asset.meta,rel:Hard:ShapePressure:Shape:Art:studio:character:main,Normal
344,??,2,section,Pressure,Hard,286,31,56,105.0,0.983,23,direct_advanced_candidates,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset,Levels/344_section_direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset,Levels/344_section_direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset.meta,ok,ok
345,??,1,sweep,Recovery,Recovery,115,22,40,172.2,0.984,18,direct_normal_candidates,direct_normal_105_direct_normal_rect_sweep_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,Levels/345_sweep_direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,Levels/345_sweep_direct_normal_105_direct_normal_rect_sweep_g4_v11.asset.meta,ok,ok
346,??,1,dense,Normal,Normal,112,20,40,144.3,0.990,17,direct_normal_candidates,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset,Levels/346_dense_direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset,Levels/346_dense_direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset.meta,ok,ok
347,??,4,lock,Peak,RelativeExtreme,189,27,45,148.1,0.979,17,direct_polish_hard_candidates,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset,Levels/347_lock_direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset,Levels/347_lock_direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset.meta,ok,ok
348,??,1,shape_landmark,Shape,Novelty,132,36,50,333,0.983,18,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,Levels/348_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodata.asset,Levels/348_shape_landmark_r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodata.asset.meta,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
349,??,2,maze,Pressure,Hard,347,36,61,127.7,0.978,19,direct_polish_extreme_long_candidates,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,Levels/349_maze_direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,Levels/349_maze_direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset.meta,ok,ok
350,??,1,section,Recovery,Recovery,120,20,38,163.0,0.978,21,direct_polish_clean_candidates,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset,Levels/350_section_direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset,Levels/350_section_direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset.meta,ok,ok
351,hole,1,hole_rescue,HoleRescue,Mechanic,70,30,26,259,0.976,8,hole_combined_20260613,hole_candidate_080_wide_30x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_080_wide_30x26_dual.asset,Levels/351_hole_rescue_hole_candidate_080_wide_30x26_dual.asset,Levels/351_hole_rescue_hole_candidate_080_wide_30x26_dual.asset.meta,hole10_v4:DualZone:keep,hole10_v4_keep
352,??,2,lock,Pressure,Hard,154,23,43,159.9,0.971,17,direct_pure_topup_slice10_candidates,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset,Levels/352_lock_direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset,Levels/352_lock_direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset.meta,ok,ok
353,??,1,shape_magic,Shape,Novelty,141,36,50,352,0.614,20,shape_final_with_supplement,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,Levels/353_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagickni.asset,Levels/353_shape_magic_r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagickni.asset.meta,NoRisk|yellow_replacement:BottleneckHeavy|GrindyLowClear,Normal
354,??,1,section,Recovery,Recovery,126,22,36,160.1,0.985,23,direct_polish_clean_candidates,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset,Levels/354_section_direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset,Levels/354_section_direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset.meta,ok,ok
355,??,1,dense,Normal,Normal,108,22,40,161.6,0.982,13,direct_normal_candidates,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset,Levels/355_dense_direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset,Levels/355_dense_direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset.meta,ok,ok
356,??,2,section,Pressure,Hard,148,22,41,167.0,0.984,17,direct_pure_topup_slice10_candidates,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset,Levels/356_section_direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset,Levels/356_section_direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset.meta,ok,ok
