"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","targetWidth","targetHeight","plannedWidth","plannedHeight","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax"
"284","29","384","Main/Level_Main_284","normal","特别困难","Pressure","","OriginalNonTarget","direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L284_direct_pure_topup_07_22_direct_polish_hard_pure_re.asset","direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L284_direct_pure_topup_07_22_direct_polish_hard_pure_re.asset","","","","","27","40","","","","","","","","","",""
"285","29","385","Main/Level_Main_285_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_topup_025_topup_std_24x28_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L285_hole_topup_025_topup_std_24x28_maze.asset","hole_topup_025_topup_std_24x28_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L285_hole_topup_025_topup_std_24x28_maze.asset","","","","","24","28","","","","","","","","","",""
"286","29","386","Main/Level_Main_286","normal","普通/恢复","Normal","","OriginalNonTarget","direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L286_direct_normal_topup_39_direct_normal_topup_rect_qu.asset","direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L286_direct_normal_topup_39_direct_normal_topup_rect_qu.asset","","","","","22","38","","","","","","","","","",""
"287","29","387","Main/Level_Main_287","normal","极难","Peak","Peak","ReplacedStrict0910","c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12c/c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain.asset","direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L287_direct_advanced_35_direct_advanced_veryhard_rect_c.asset","strict152","PressurePeak","mixed_chain","Peak","27","50","27","36","0.988","9","7","4","0.848","0.208","6","6"
"288","29","388","Main/Level_Main_288","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb07_02_main_knighthelmet","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L288_r2_outer_strong_005_r2_006_a401_maskonlyb07_02_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb07_02_main_knighthelmet","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L288_r2_outer_strong_005_r2_006_a401_maskonlyb07_02_mai.asset","","","","","36","44","","","","","","","","","",""
"289","29","389","Main/Level_Main_289","normal","困难","Pressure","Hard","ReplacedStrict0910","campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","direct_normal_38_direct_normal_rect_stair_push_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L289_direct_normal_38_direct_normal_rect_stair_push_g3_.asset","raw_rescue","","","Hard","21","40","23","31","0.966","11","3","3","0.875","0.182","7","6"
"290","29","390","Main/Level_Main_290","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_normal_82_direct_normal_rect_section_unlock_g2_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L290_direct_normal_82_direct_normal_rect_section_unlock.asset","direct_normal_82_direct_normal_rect_section_unlock_g2_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L290_direct_normal_82_direct_normal_rect_section_unlock.asset","","","","","22","39","","","","","","","","","",""
"291","30","391","Main/Level_Main_291","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain.asset","direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L291_direct_normal_topup_43_direct_normal_topup_rect_de.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","21","37","22","30","0.973","9","6","5","0.889","0.187","6","6"
"292","30","392","Main/Level_Main_292_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_028_std_24x26_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L292_hole_candidate_028_std_24x26_section.asset","hole_candidate_028_std_24x26_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L292_hole_candidate_028_std_24x26_section.asset","","","","","24","26","","","","","","","","","",""
"293","30","393","Main/Level_Main_293","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb02_04_large_potionbottle","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L293_r2_outer_strong_005_r2_006_a401_maskonlyb02_04_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_04_large_potionbottle","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L293_r2_outer_strong_005_r2_006_a401_maskonlyb02_04_lar.asset","","","","","36","47","","","","","","","","","",""
"294","30","394","Main/Level_Main_294","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_normal_155_direct_normal_rect_sweep_g3_v16","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L294_direct_normal_155_direct_normal_rect_sweep_g3_v16.asset","direct_normal_155_direct_normal_rect_sweep_g3_v16","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L294_direct_normal_155_direct_normal_rect_sweep_g3_v16.asset","","","","","23","36","","","","","","","","","",""
"295","30","395","Main/Level_Main_295","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset","direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L295_direct_normal_topup_53_direct_normal_topup_rect_du.asset","strict152","FlowPatch","patch_chain","NormalFlow","22","37","20","27","0.98","8","6","5","0.883","0.174","7","5"
"296","30","396","Main/Level_Main_296","normal","特别困难","Pressure","Hard","ReplacedStrict0910","c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset","direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L296_direct_pure_topup_10_02_direct_polish_hard_pure_re.asset","strict152","PeelMid","rail_chain","Hard","23","44","25","33","0.981","10","5","4","0.868","0.169","5","5"
"297","30","397","Main/Level_Main_297","normal","普通/恢复","Normal","","OriginalNonTarget","direct_normal_128_direct_normal_rect_stair_push_g0_v13","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L297_direct_normal_128_direct_normal_rect_stair_push_g0.asset","direct_normal_128_direct_normal_rect_stair_push_g0_v13","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L297_direct_normal_128_direct_normal_rect_stair_push_g0.asset","","","","","22","38","","","","","","","","","",""
"298","30","398","Main/Level_Main_298","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb09_10_main_rocketvarianta","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L298_r2_outer_strong_005_r2_006_a401_maskonlyb09_10_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_10_main_rocketvarianta","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L298_r2_outer_strong_005_r2_006_a401_maskonlyb09_10_mai.asset","","","","","34","44","","","","","","","","","",""
"299","30","399","Main/Level_Main_299","normal","极难","Peak","Peak","OriginalTargetMissingStrict","direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L299_direct_diff120_138_direct_diff_veryhard_room_gate_.asset","direct_diff120_138_direct_diff_veryhard_room_gate_double_room_lock_g4_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L299_direct_diff120_138_direct_diff_veryhard_room_gate_.asset","","PressurePeak","mixed_chain","Peak","29","46","26","34","","","","","","","",""
"300","30","400","Main/Level_Main_300","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L300_direct_normal_110_direct_normal_rect_maze_long_cha.asset","direct_normal_110_direct_normal_rect_maze_long_chain_g4_v11","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L300_direct_normal_110_direct_normal_rect_maze_long_cha.asset","","","","","20","41","","","","","","","","","",""
"301","31","401","Main/Level_Main_301_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_highchain_extra_012_hc2_28x30_lock_a","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L301_hole_highchain_extra_012_hc2_28x30_lock_a.asset","hole_highchain_extra_012_hc2_28x30_lock_a","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L301_hole_highchain_extra_012_hc2_28x30_lock_a.asset","","","","","28","30","","","","","","","","","",""
"302","31","402","Main/Level_Main_302","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","OriginalTargetMissingStrict","direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L302_direct_normal_topup_51_direct_normal_topup_rect_de.asset","direct_normal_topup_51_direct_normal_topup_rect_dense_weave_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L302_direct_normal_topup_51_direct_normal_topup_rect_de.asset","","FlowCurve","curve_chain","NormalFlow","20","39","20","27","","","","","","","",""
"303","31","403","Main/Level_Main_303","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb06_08_main_virtualpetkeychain","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L303_r2_outer_strong_005_r2_006_a401_maskonlyb06_08_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb06_08_main_virtualpetkeychain","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L303_r2_outer_strong_005_r2_006_a401_maskonlyb06_08_mai.asset","","","","","34","44","","","","","","","","","",""
"304","31","404","Main/Level_Main_304","normal","普通/恢复","Normal","","OriginalNonTarget","direct_normal_138_direct_normal_rect_stair_push_g1_v14","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L304_direct_normal_138_direct_normal_rect_stair_push_g1.asset","direct_normal_138_direct_normal_rect_stair_push_g1_v14","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L304_direct_normal_138_direct_normal_rect_stair_push_g1.asset","","","","","23","40","","","","","","","","","",""
"305","31","405","Main/Level_Main_305","normal","特别困难","Pressure","Hard","ReplacedStrict0910","c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w10smh/c5nep_w10smh_34_nutation_strict_mixed_hard_v1_rect_s31_o305_v01_strictmixedhard_mixed_chain.asset","direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L305_direct_advanced_19_direct_advanced_veryhard_rect_c.asset","strict152","PeelMid","rail_chain","Hard","25","44","25","33","0.992","10","5","5","0.877","0.174","6","6"
"306","31","406","Main/Level_Main_306","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L306_direct_diff120_101_direct_diff_hard_long_spine_sna.asset","direct_diff120_101_direct_diff_hard_long_spine_snake_spine_g0_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L306_direct_diff120_101_direct_diff_hard_long_spine_sna.asset","","","","","22","41","","","","","","","","","",""
"307","31","407","Main/Level_Main_307","shape","困难","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb05_13_large_pear","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L307_r2_outer_strong_005_r2_006_a401_maskonlyb05_13_lar.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_13_large_pear","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L307_r2_outer_strong_005_r2_006_a401_maskonlyb05_13_lar.asset","","","","","36","47","","","","","","","","","",""
"308","31","408","Main/Level_Main_308","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_53_nutation_mixed_neutral_v1_rect_s31_o308_v01_neutralmixed_mixed_chain.asset","direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L308_direct_pure_topup_05_15_direct_normal_pure_rect_du.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","21","37","22","30","0.983","9","5","4","0.891","0.16","6","5"
"309","31","409","Main/Level_Main_309","normal","极难","Pressure","Peak","ReplacedStrict0910","c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12a/c5nep_w12a_22_nutation_strict_mixed_hard_v1_rect_s31_o309_v05_strictmixedhard_mixed_chain.asset","direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L309_direct_advanced_41_direct_advanced_veryhard_rect_l.asset","strict152","PressurePeak","mixed_chain","Peak","24","51","26","34","0.985","10","5","3","0.907","0.113","5","5"
"310","31","410","Main/Level_Main_310","normal","普通/恢复","Normal","","OriginalNonTarget","direct_normal_58_direct_normal_rect_stair_push_g5_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L310_direct_normal_58_direct_normal_rect_stair_push_g5_.asset","direct_normal_58_direct_normal_rect_stair_push_g5_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L310_direct_normal_58_direct_normal_rect_stair_push_g5_.asset","","","","","23","37","","","","","","","","","",""
"311","32","411","Main/Level_Main_311","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedStrict0910","campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L311_direct_pure_topup_06_16_direct_normal_pure_rect_ma.asset","strict152","FlowRail","rail_chain","NormalFlow","21","35","20","27","0.996","10","5","3","0.865","0.188","7","7"
"312","32","412","Main/Level_Main_312","normal","特别困难","Pressure","Hard","OriginalTargetMissingStrict","direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L312_direct_pure_topup_09_22_direct_polish_hard_pure_re.asset","direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L312_direct_pure_topup_09_22_direct_polish_hard_pure_re.asset","","PeelMid","rail_chain","Hard","22","39","23","31","","","","","","","",""
"313","32","413","Main/Level_Main_313","shape","普通/恢复","Shape","","OriginalNonTarget","r2_outer_strong_005_r2_006_a401_maskonlyb02_02_main_apple","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L313_r2_outer_strong_005_r2_006_a401_maskonlyb02_02_mai.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_02_main_apple","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L313_r2_outer_strong_005_r2_006_a401_maskonlyb02_02_mai.asset","","","","","34","38","","","","","","","","","",""
"314","32","414","Main/Level_Main_314","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedStrict0910","campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","direct_normal_101_direct_normal_rect_outer_shell_g4_v11","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L314_direct_normal_101_direct_normal_rect_outer_shell_g.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","22","41","22","30","0.985","9","5","5","0.895","0.188","7","6"
"315","32","415","Main/Level_Main_315","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L315_direct_normal_topup_80_direct_normal_topup_rect_sw.asset","direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L315_direct_normal_topup_80_direct_normal_topup_rect_sw.asset","","","","","22","41","","","","","","","","","",""
"316","32","416","Main/Level_Main_316","normal","极难","Peak","Peak","ReplacedStrict0910","c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L316_direct_advanced_18_direct_advanced_veryhard_rect_d.asset","strict152","PressurePeak","mixed_chain","Peak","28","51","27","36","0.99","10","4","4","0.854","0.138","6","4"
"317","32","417","Main/Level_Main_317_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_053_std_28x28_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L317_hole_candidate_053_std_28x28_maze.asset","hole_candidate_053_std_28x28_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L317_hole_candidate_053_std_28x28_maze.asset","","","","","28","28","","","","","","","","","",""
