order,assetPath,levelId,assetName,type,levelType,difficulty,stage,width,height,chains,arrowCells,validationStatus,validationFlags,shapeId
456,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06.asset,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,direct_advanced_48_direct_advanced_veryhard_rect_section_unlock_g1_v06,section,普通,2,451-500,28,50,224,1379,Green,None,
457,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,sweep,普通,1,451-500,23,40,117,903,Green,None,
458,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411.asset,r2_outer_strong_005_r2_006_a401_procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall,procmask_03_onion_maskproceduralvertical_30x42-mainpinetreetall_20260611_110411,shape_nature,普通,1,451-500,30,42,86,619,Green,BottleneckHeavy,shape_main_pine_tree_tall
459,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02.asset,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,section,普通,3,451-500,24,47,180,1095,Green,None,
460,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,lock,普通,1,451-500,25,39,156,953,Green,None,
461,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,sweep,普通,2,451-500,25,41,168,1010,Green,None,
462,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,dense,普通,1,451-500,21,40,135,828,Green,None,
463,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540.asset,r2_outer_strong_005_r2_006_a401_procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall,procmask_28_onion_maskproceduralvertical_30x44-mainirontowertall_20260611_110540,shape_landmark,普通,1,451-500,30,44,86,624,Green,None,shape_main_iron_tower_tall
464,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08.asset,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,lock,普通,2,451-500,22,38,111,826,Green,PeakTooFlat,
465,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03.asset,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03,sweep,普通,3,451-500,28,48,213,1314,Green,None,
466,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,section,普通,3,451-500,26,40,166,1015,Green,None,
467,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset,hole_topup_031_topup_std_26x26_maze,hole_topup_031_topup_std_26x26_maze,hole_rescue,hole,1,451-500,26,26,63,591,Green,None,
468,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348.asset,r2_outer_strong_005_r2_006_a401_procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall,procmask_supp_11_onion_maskfinalsupplement_30x42-maintoolwrenchtall_20260611_124348,shape_toolui,普通,1,451-500,30,42,84,614,Green,None,shape_main_tool_wrench_tall
469,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01.asset,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,direct_polish_extreme_long_03_direct_polish_extreme_rect_hui_spiral_g9_v01,maze,普通,4,451-500,38,62,366,2285,Yellow,BottleneckHeavy|GrindyLowClear,
470,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,section,普通,1,451-500,25,38,149,920,Green,None,
471,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,sweep,普通,1,451-500,22,38,106,824,Green,None,
472,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,section,普通,4,451-500,28,51,231,1395,Green,None,
473,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754.asset,r2_outer_strong_005_r2_006_a401_procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall,procmask_32_onion_maskproceduralvertical_30x42-mainpyramidtall_20260611_110754,shape_landmark,普通,1,451-500,30,42,82,606,Green,None,shape_main_pyramid_tall
474,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06,dense,普通,1,451-500,26,44,178,1124,Green,None,
475,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05.asset,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05,section,普通,3,451-500,24,51,195,1207,Green,None,
476,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_136_direct_normal_rect_core_burst_g1_v14.asset,direct_normal_136_direct_normal_rect_core_burst_g1_v14,direct_normal_136_direct_normal_rect_core_burst_g1_v14,lock,普通,1,451-500,23,41,126,926,Green,None,
477,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset,hole_candidate_032_std_24x28_dense,hole_candidate_032_std_24x28_dense,hole_rescue,hole,1,451-500,24,28,60,588,Green,None,
478,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215.asset,r2_outer_strong_005_r2_006_a401_procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall,procmask_supp_02_long_maskfinalsupplement_32x42-mainspaceufoicontall_20260611_124215,shape_space,普通,1,451-500,32,42,86,743,Green,None,shape_main_space_ufo_icon_tall
479,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,section,普通,3,451-500,25,44,185,1086,Green,None,
480,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05,sweep,普通,1,451-500,21,43,141,884,Green,None,
481,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13.asset,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13,maze,普通,1,451-500,22,38,108,824,Green,None,
482,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10.asset,direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10,direct_pure_topup_10_22_direct_polish_hard_pure_rect_core_burst_g12_v10,lock,普通,1,451-500,22,43,150,917,Green,None,
483,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802.asset,r2_outer_strong_005_r2_006_a401_procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall,procmask_34_long_maskproceduralvertical_30x42-mainwindmilltall_20260611_110802,shape_landmark,普通,1,451-500,30,42,82,727,Green,None,shape_main_windmill_tall
484,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_103_notch_24x28_section_b.asset,hole_candidate_103_notch_24x28_section_b,hole_candidate_103_notch_24x28_section_b,hole_rescue,hole,1,451-500,24,28,62,554,Green,None,
485,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06.asset,direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06,direct_advanced_44_direct_advanced_veryhard_rect_dual_zone_g1_v06,section,普通,2,451-500,25,46,189,1133,Green,None,
486,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01,sweep,普通,3,451-500,26,50,213,1262,Green,None,
487,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422.asset,r2_outer_strong_005_r2_006_a401_procmask_05_long_maskproceduralvertical_30x40-maintrophytall,procmask_05_long_maskproceduralvertical_30x40-maintrophytall_20260611_110422,shape_object,普通,1,451-500,30,40,84,729,Green,None,shape_main_trophy_tall
488,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04,section,普通,2,451-500,25,49,195,1202,Green,None,
489,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_46_direct_normal_rect_core_burst_g4_v05.asset,direct_normal_46_direct_normal_rect_core_burst_g4_v05,direct_normal_46_direct_normal_rect_core_burst_g4_v05,lock,普通,2,451-500,22,36,108,780,Green,PeakTooFlat,
490,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset,direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03,direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03,section,普通,4,451-500,25,49,199,1198,Green,None,
491,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01.asset,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,sweep,普通,4,451-500,35,63,337,2150,Green,BottleneckHeavy,
492,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset,hole_highchain_extra_018_hc2_32x30_lock_a,hole_highchain_extra_018_hc2_32x30_lock_a,hole_rescue,hole,2,451-500,32,30,90,866,Yellow,StartFakeWide|BottleneckHeavy,
493,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837.asset,r2_outer_strong_005_r2_006_a401_procmask_39_long_maskproceduralvertical_30x42-mainfoxtall,procmask_39_long_maskproceduralvertical_30x42-mainfoxtall_20260611_110837,shape_object,普通,1,451-500,30,42,81,683,Green,None,shape_main_fox_tall
494,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset,direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01,direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01,dense,普通,4,451-500,26,45,192,1138,Green,None,
495,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09.asset,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,direct_pure_topup_06_21_direct_normal_pure_rect_sweep_g8_v09,sweep,普通,1,451-500,21,35,97,716,Green,None,
496,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05.asset,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,direct_normal_topup_36_direct_normal_topup_rect_core_burst_g10_v05,lock,普通,2,451-500,23,38,108,860,Green,PeakTooFlat,
497,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset,direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02,direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02,dense,普通,1,451-500,23,40,151,901,Green,None,
498,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall_20260611_111813.asset,r2_outer_strong_005_r2_006_a401_procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall,procmask_118_long_maskproceduralvertical_32x42-mainleaf03tall_20260611_111813,shape_nature,普通,1,451-500,32,42,84,761,Green,None,shape_main_leaf03_tall
499,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_09_direct_polish_hard_pure_rect_quasi_symmetry_g14_v06.asset,direct_pure_topup_09_09_direct_polish_hard_pure_rect_quasi_symmetry_g14_v06,direct_pure_topup_09_09_direct_polish_hard_pure_rect_quasi_symmetry_g14_v06,section,普通,3,451-500,22,44,158,947,Yellow,GrindyLowClear,
500,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06.asset,direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06,direct_advanced_45_direct_advanced_veryhard_rect_stair_push_g1_v06,section,普通,2,451-500,27,47,200,1249,Green,None,
