order,stage,currentDifficulty,proposedDifficulty,difficultyDelta,reviewWarnings,evidenceScore,difficultyScore,difficultyScorePctInStage,chainPctInStage,bottleneckPctInStage,grindPctInStage,openerPressureInStage,levelType,type,slotRole,relativeDifficulty,chains,openingGoodMoves,openingGoodMoveRatio,avgAvailableMoves,avgGoodMoveRatio,bottleneckStepRatio,hardBottleneckStepRatio,lowClearRatio,avgClearPerMove,maxLowClearStreak,validationStatus,validationSeverity,validationFlags,shapeId,levelId,assetPath,proposalReason
304,301-350,1,1,0,,0.391,159.0,0.3,0.58,0.54,0.48,0.14,普通,section,Normal,Normal,122,11.0,0.44,9.328,0.521,0.336,0.008,0.057,7.426,4.0,Green,0,None,,direct_normal_138_direct_normal_rect_stair_push_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset,stage_relative_quota
305,301-350,2,2,0,,0.648,248.0,0.8,0.82,0.26,0.74,0.26,普通,lock,Pressure,Hard,181,9.0,0.529,9.818,0.485,0.287,0.006,0.083,5.956,6.0,Green,0,None,,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset,validation_difficulty_top25;chain_top25;rhythm=Hard;slot=Pressure
306,301-350,1,1,0,ValidationYellow:StartFakeWide,0.577,232.0,0.72,0.26,0.52,0.78,0.88,普通,maze,Recovery,Recovery,108,4.0,0.2,7.519,0.547,0.333,0.046,0.111,6.917,3.0,Yellow,16,StartFakeWide,,direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03.asset,few_good_openers;slot=Recovery
307,301-350,1,1,0,,0.42,152.0,0.26,0.58,0.44,0.62,0.18,普通,shape_ocean,Shape,Novelty,122,10.0,0.556,8.787,0.537,0.328,0.033,0.098,7.139,4.0,Green,0,None,shape_transition_ocean_sea_turtle_tall,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset,slot=Shape;shape_visible_level
308,301-350,1,1,0,,0.4,150.0,0.24,0.22,0.68,0.92,0.4,普通,section,Normal,Normal,106,8.0,0.667,9.038,0.482,0.368,0.028,0.123,7.236,6.0,Green,0,None,,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset,grind_high
309,301-350,2,3,1,,0.717,276.0,0.88,0.88,0.48,0.74,0.18,普通,lock,Pressure,Hard,200,10.0,0.476,15.385,0.5,0.33,0.005,0.085,6.005,6.0,Green,0,None,,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset,validation_difficulty_top25;chain_top25;rhythm=Hard;slot=Pressure
310,301-350,1,1,0,,0.302,130.0,0.2,0.32,0.4,0.32,0.26,普通,section,Normal,Normal,111,9.0,0.474,6.874,0.505,0.315,0.018,0.063,7.55,3.0,Green,0,None,,direct_normal_58_direct_normal_rect_stair_push_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset,stage_relative_quota
311,301-350,1,1,0,,0.349,128.0,0.16,0.18,0.8,0.6,0.18,普通,maze,Normal,Normal,103,10.0,0.625,8.709,0.563,0.398,0.039,0.097,7.068,3.0,Green,0,None,,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset,stage_relative_quota
312,301-350,2,1,-1,,0.247,104.0,0.06,0.72,0.02,0.12,0.04,普通,lock,Pressure,Hard,134,13.0,0.65,9.343,0.663,0.201,0.015,0.015,6.246,2.0,Green,0,None,,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset,rhythm=Hard;slot=Pressure
313,301-350,1,3,2,ShapeOrNoveltyAsHard,0.783,258.0,0.84,0.54,0.98,0.86,0.62,普通,shape_music,Shape,Novelty,121,6.0,0.286,11.521,0.452,0.463,0.05,0.116,6.479,4.0,Green,14,BottleneckHeavy,shape_main_music_vinyl_record_tall,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,validation_difficulty_top25;bottleneck_high;grind_high;slot=Shape;shape_visible_level
314,301-350,1,1,0,,0.296,119.0,0.14,0.36,0.66,0.12,0.14,普通,dense,Normal,Normal,112,11.0,0.5,7.911,0.549,0.366,0.018,0.027,7.92,2.0,Green,0,None,,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset,stage_relative_quota
315,301-350,1,1,0,,0.396,168.0,0.36,0.46,0.78,0.32,0.48,普通,sweep,Recovery,Recovery,116,7.0,0.412,8.534,0.51,0.388,0.009,0.052,7.647,3.0,Green,0,None,,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset,slot=Recovery
316,301-350,4,4,0,,0.871,303.0,0.9,0.98,0.62,0.86,0.0,普通,section,Peak,RelativeExtreme,318,15.0,0.577,9.066,0.527,0.358,0.016,0.053,6.05,7.0,Green,0,None,,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset,validation_difficulty_top10;chain_top10;grind_high;rhythm=RelativeExtreme;slot=Peak
317,301-350,3,1,-2,,0.241,119.0,0.14,0.02,0.2,0.86,0.62,hole,hole_rescue,HoleRescue,Mechanic,65,6.0,0.462,12.538,0.442,0.277,0.015,0.108,10.677,7.0,Green,0,None,,hole_candidate_053_std_28x28_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset,grind_high;slot=HoleRescue;hole_stage_relative
318,301-350,1,2,1,,0.628,216.0,0.56,0.62,0.86,0.78,0.48,普通,shape_character,Shape,Novelty,126,7.0,0.538,10.627,0.471,0.421,0.024,0.111,7.024,6.0,Green,14,BottleneckHeavy,shape_main_bunny_tall,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,bottleneck_high;slot=Shape;shape_visible_level
319,301-350,1,1,0,,0.173,113.0,0.1,0.44,0.06,0.4,0.04,普通,lock,Recovery,Recovery,115,13.0,0.542,9.643,0.485,0.235,0.009,0.078,7.635,3.0,Green,0,None,,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset,slot=Recovery
320,301-350,1,1,0,,0.514,202.0,0.52,0.4,0.56,0.58,0.62,普通,section,Normal,Normal,114,6.0,0.353,8.202,0.5,0.342,0.018,0.07,7.14,5.0,Green,0,None,,direct_normal_18_direct_normal_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset,stage_relative_quota
321,301-350,1,1,0,,0.189,106.0,0.08,0.26,0.4,0.48,0.26,普通,maze,Recovery,Recovery,108,9.0,0.6,10.278,0.476,0.315,0.009,0.037,7.944,4.0,Green,0,None,,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,slot=Recovery
322,301-350,1,1,0,,0.373,185.0,0.46,0.12,0.42,0.12,0.88,普通,dense,Normal,Normal,101,4.0,0.267,7.485,0.524,0.327,0.01,0.04,7.525,2.0,Green,0,None,,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,few_good_openers
323,301-350,1,2,1,,0.65,233.0,0.74,0.6,0.76,0.82,0.26,普通,shape_ocean,Shape,Novelty,124,9.0,0.3,16.645,0.483,0.379,0.008,0.113,6.653,6.0,Green,0,None,shape_transition_distinct_crab_tall,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,slot=Shape;shape_visible_level
324,301-350,2,4,2,ValidationYellow:BottleneckHeavy|GrindyLowClear,0.829,329.0,0.96,0.84,0.88,1.0,0.48,普通,section,Pressure,Hard,186,7.0,0.467,12.5,0.448,0.425,0.005,0.124,6.059,17.0,Yellow,26,BottleneckHeavy|GrindyLowClear,,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,validation_difficulty_top10;chain_top25;bottleneck_high;grind_high;rhythm=Hard;slot=Pressure
325,301-350,3,1,-2,,0.24,91.0,0.02,0.04,0.64,0.38,0.8,hole,hole_rescue,HoleRescue,Mechanic,66,5.0,0.556,8.758,0.449,0.364,0.03,0.076,9.758,3.0,Green,0,None,,hole_candidate_044_std_26x28_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset,few_good_openers;slot=HoleRescue;hole_stage_relative
326,301-350,1,1,0,,0.333,161.0,0.34,0.2,0.04,0.74,0.8,普通,lock,Normal,Normal,104,5.0,0.5,7.538,0.552,0.202,0.01,0.067,7.221,6.0,Green,0,None,,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,few_good_openers
327,301-350,1,1,0,,0.374,161.0,0.34,0.66,0.1,0.5,0.26,普通,shape_landmark,Shape,Novelty,131,9.0,0.36,14.389,0.498,0.252,0.008,0.084,8.26,3.0,Green,0,None,shape_transition_wide_landmark06_tall,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,slot=Shape;shape_visible_level
328,301-350,2,1,-1,,0.553,226.0,0.66,0.8,0.16,0.42,0.48,普通,section,Pressure,Hard,165,7.0,0.438,7.248,0.484,0.267,0.006,0.079,6.127,3.0,Green,0,None,,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset,chain_top25;rhythm=Hard;slot=Pressure
329,301-350,4,4,0,,0.784,308.0,0.92,0.94,0.28,0.86,0.04,普通,lock,Peak,RelativeExtreme,263,13.0,0.5,13.757,0.466,0.289,0.004,0.099,6.046,7.0,Green,0,None,,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,validation_difficulty_top10;chain_top10;grind_high;rhythm=RelativeExtreme;slot=Peak
330,301-350,1,1,0,,0.432,169.0,0.38,0.38,0.74,0.32,0.62,普通,section,Normal,Normal,113,6.0,0.462,8.106,0.454,0.372,0.009,0.044,7.628,3.0,Green,0,None,,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,stage_relative_quota
331,301-350,1,1,0,,0.418,194.0,0.48,0.76,0.22,0.54,0.18,普通,sweep,Recovery,Recovery,147,10.0,0.435,9.769,0.467,0.279,0.007,0.088,6.109,4.0,Green,0,None,,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,chain_top25;slot=Recovery
332,301-350,1,1,0,,0.525,217.0,0.62,0.48,0.3,0.86,0.48,普通,dense,Normal,Normal,118,7.0,0.412,11.449,0.461,0.297,0.008,0.093,6.076,7.0,Green,0,None,,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset,grind_high
333,301-350,1,2,1,,0.624,215.0,0.54,0.66,0.9,0.84,0.48,普通,shape_ocean,Shape,Novelty,131,7.0,0.467,13.0,0.4,0.45,0.015,0.115,8.84,6.0,Green,14,BottleneckHeavy,shape_transition_ocean_oxygen_tank_tall,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,bottleneck_high;slot=Shape;shape_visible_level
334,301-350,2,2,0,,0.605,217.0,0.62,0.9,0.6,0.6,0.04,普通,lock,Pressure,Hard,207,13.0,0.684,9.696,0.465,0.348,0.005,0.097,6.097,4.0,Green,0,None,,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,chain_top10;rhythm=Hard;slot=Pressure
335,301-350,3,2,-1,ValidationYellow:BottleneckHeavy|GrindyLowClear,0.638,230.0,0.7,0.1,0.96,1.0,0.62,hole,hole_rescue,HoleRescue,Mechanic,89,6.0,0.353,14.573,0.409,0.461,0.034,0.18,9.101,14.0,Yellow,32,BottleneckHeavy|GrindyLowClear,,hole_highchain_extra_003_hc2_32x28_lock_a,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_003_hc2_32x28_lock_a.asset,bottleneck_high;grind_high;slot=HoleRescue;hole_stage_relative
336,301-350,4,4,0,,0.829,336.0,0.98,0.92,0.12,0.92,0.8,普通,section,Peak,RelativeExtreme,216,5.0,0.294,8.005,0.449,0.259,0.005,0.083,6.134,8.0,Green,0,None,,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,validation_difficulty_top10;chain_top10;grind_high;few_good_openers;rhythm=RelativeExtreme;slot=Peak
337,301-350,1,1,0,,0.126,94.0,0.04,0.18,0.14,0.12,0.26,普通,maze,Recovery,Recovery,103,9.0,0.5,6.825,0.598,0.262,0.029,0.019,7.913,2.0,Green,0,None,,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,slot=Recovery
338,301-350,1,2,1,,0.622,217.0,0.62,0.72,0.36,0.7,0.62,普通,shape_landmark,Shape,Novelty,134,6.0,0.333,8.59,0.488,0.306,0.037,0.104,8.604,5.0,Green,0,None,shape_transition_wide_landmark05_tall,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,slot=Shape;shape_visible_level
339,301-350,1,1,0,,0.444,197.0,0.5,0.3,0.18,0.58,0.8,普通,lock,Normal,Normal,110,5.0,0.313,6.873,0.533,0.273,0.018,0.082,7.582,5.0,Green,0,None,,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,few_good_openers
340,301-350,1,2,1,,0.587,219.0,0.64,0.3,0.92,0.26,0.88,普通,section,Normal,Normal,110,4.0,0.308,7.345,0.49,0.455,0.027,0.055,7.382,2.0,Green,14,BottleneckHeavy,,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,bottleneck_high;few_good_openers
341,301-350,1,3,2,RecoveryButHeavy,0.721,263.0,0.86,0.78,0.58,0.74,0.4,普通,sweep,Recovery,Recovery,154,8.0,0.348,12.662,0.462,0.344,0.013,0.104,6.052,6.0,Green,0,None,,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,validation_difficulty_top25;chain_top25;slot=Recovery
342,301-350,3,1,-2,,0.476,182.0,0.44,0.06,0.82,0.92,0.88,hole,hole_rescue,HoleRescue,Mechanic,67,4.0,0.4,14.299,0.422,0.403,0.015,0.119,9.418,8.0,Green,0,None,,hole_topup_026_topup_std_24x30_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset,grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
343,301-350,1,3,2,ShapeOrNoveltyAsHard,0.752,240.0,0.78,0.74,0.7,0.9,0.96,普通,shape_art,Shape,Novelty,135,3.0,0.5,6.778,0.5,0.37,0.022,0.119,8.119,7.0,Green,0,None,shape_main_classic_portrait_tall,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,validation_difficulty_top25;grind_high;few_good_openers;slot=Shape;shape_visible_level
344,301-350,2,3,1,ValidationYellow:GrindyLowClear,0.757,313.0,0.94,0.96,0.46,0.96,0.0,普通,section,Pressure,Hard,286,15.0,0.652,12.64,0.454,0.329,0.003,0.112,5.965,11.0,Yellow,18,GrindyLowClear,,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset,validation_difficulty_top10;chain_top10;grind_high;rhythm=Hard;slot=Pressure
345,301-350,1,1,0,,0.27,138.0,0.22,0.44,0.34,0.32,0.4,普通,sweep,Recovery,Recovery,115,8.0,0.444,6.609,0.527,0.304,0.009,0.043,7.53,3.0,Green,0,None,,direct_normal_105_direct_normal_rect_sweep_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,slot=Recovery
346,301-350,1,1,0,,0.364,172.0,0.4,0.36,0.08,0.48,0.62,普通,dense,Normal,Normal,112,6.0,0.353,8.813,0.554,0.241,0.009,0.045,7.071,4.0,Green,0,None,,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset,stage_relative_quota
347,301-350,4,3,-1,,0.687,239.0,0.76,0.86,0.24,0.58,0.26,普通,lock,Peak,RelativeExtreme,189,9.0,0.529,9.053,0.508,0.286,0.005,0.042,6.291,5.0,Green,0,None,,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset,validation_difficulty_top25;chain_top25;rhythm=RelativeExtreme;slot=Peak
348,301-350,1,1,0,,0.537,179.0,0.42,0.68,0.72,0.98,0.4,普通,shape_landmark,Shape,Novelty,132,8.0,0.471,10.803,0.466,0.371,0.008,0.152,8.098,4.0,Green,0,None,shape_transition_pagoda_tall,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,grind_high;slot=Shape;shape_visible_level
349,301-350,2,4,2,,0.897,409.0,1.0,1.0,0.84,0.92,0.62,普通,maze,Pressure,Hard,347,6.0,0.316,12.62,0.424,0.418,0.009,0.104,6.19,8.0,Green,0,None,,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,validation_difficulty_top10;chain_top10;grind_high;rhythm=Hard;slot=Pressure
350,301-350,1,1,0,,0.341,158.0,0.28,0.52,0.32,0.58,0.04,普通,section,Recovery,Recovery,120,13.0,0.619,12.858,0.51,0.3,0.025,0.067,6.192,5.0,Green,0,None,,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset,slot=Recovery
351,351-400,3,1,-2,ValidationYellow:GrindyLowClear,0.212,116.0,0.02,0.02,0.22,1.0,0.78,hole,hole_rescue,HoleRescue,Mechanic,70,6.0,0.75,11.329,0.499,0.271,0.014,0.229,9.871,10.0,Yellow,18,GrindyLowClear,,hole_candidate_080_wide_30x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_080_wide_30x26_dual.asset,grind_high;few_good_openers;slot=HoleRescue;hole_stage_relative
352,351-400,2,2,0,,0.648,226.0,0.66,0.7,0.44,0.76,0.5,普通,lock,Pressure,Hard,154,9.0,0.529,11.377,0.604,0.305,0.026,0.084,6.234,7.0,Green,0,None,,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset,rhythm=Hard;slot=Pressure
353,351-400,1,3,2,ShapeOrNoveltyAsHard,0.738,255.0,0.82,0.44,0.96,0.96,0.78,普通,shape_magic,Shape,Novelty,141,6.0,0.429,13.113,0.41,0.489,0.014,0.206,7.837,5.0,Green,14,BottleneckHeavy,shape_transition_magic_knight_helmet_tall,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,validation_difficulty_top25;bottleneck_high;grind_high;few_good_openers;slot=Shape;shape_visible_level
354,351-400,1,1,0,,0.239,160.0,0.2,0.3,0.28,0.64,0.14,普通,section,Recovery,Recovery,126,15.0,0.652,11.698,0.519,0.286,0.008,0.087,6.19,6.0,Green,0,None,,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset,slot=Recovery
