"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","assemblyAction","assemblySourcePool","assemblySourceRoot","assemblyGateClass","assemblySelectionReason","assemblyCopyRequired","assemblyCandidateLevelId","assemblyCandidateAssetPath","assemblyCandidateStyle","assemblyCandidateChainLanguage","assemblyCandidateRole","assemblyManualReview","assemblyRemainingGap","assemblyGapReason","assemblyCandidateWidth","assemblyCandidateHeight","assemblyCandidateChains","assemblyCandidateAvgChoices","assemblyCandidateMaxChain","assemblyCandidateAvgChain","assemblyCandidateStraightness","assemblyCandidateProfile"
"269","27","369","Main/Level_Main_269","normal","极难","Peak","Peak","ReplacedHardGate0910","c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset","direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L269_direct_diff120_136_direct_diff_veryhard_dag_unlock.asset","strict152","PressurePeak","mixed_chain","Peak","0.986","10","5","3","0.852","0.21","8","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_16_nutation_strict_mixed_hard_v1_rect_s27_o269_v00_strictmixedhard_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"273","28","373","Main/Level_Main_273","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","r2_outer_strong_005_r2_006_a401_maskonlyb07_10_main_gameportal","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L273_r2_outer_strong_005_r2_006_a401_maskonlyb07_10_mai.asset","shape_psg_inventory","","","","0.983","11","8","4","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","SectionUnlock","","TraceKeeper","False","False","","","","111","5.69","","","","SectionUnlock"
"274","28","374","Main/Level_Main_274","normal","特别困难","Pressure","Hard","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_s3_v1_09_nutation_longchain_curve_v1_rect_c80hf3_03_d1_weave_curve","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_09_nutation_longchain_curve_v1_rect_c80hf3_03_d1_weave_curve.asset","direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L274_direct_diff120_95_direct_diff_hard_near_square_sta.asset","nutation_longchain_strict60_campaign_gate","PeelMid","curve_chain","Hard","0.947","9","5","5","0.918","0.101","7","4","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Hard slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_holefix_s3_v1_09_nutation_longchain_curve_v1_rect_c80hf3_03_d1_weave_curve","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_09_nutation_longchain_curve_v1_rect_c80hf3_03_d1_weave_curve.asset","maze_long_chain","curve_chain","LongChainHardPeak","False","False","","24","32","66","5.68","23","11.02","0.366","holefix"
"275","28","375","Main/Level_Main_275","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain.asset","direct_normal_04_direct_normal_rect_dense_weave_g0_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L275_direct_normal_04_direct_normal_rect_dense_weave_g0.asset","strict152","FlowCurve","curve_chain","NormalFlow","0.989","9","5","5","0.884","0.148","6","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_114_nutation_mixed_neutral_v1_rect_s36_o355_v02_neutralmixed_mixed_chain.asset","","curve_chain","","False","False","","","","","","","","",""
"276","28","376","Main/Level_Main_276","normal","极难","Peak","Peak","ReplacedHardGate0910","c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain.asset","direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L276_direct_advanced_20_direct_advanced_veryhard_rect_d.asset","strict152","PressurePeak","mixed_chain","Peak","0.988","10","3","3","0.885","0.212","8","7","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12b/c5nep_w12b_16_nutation_strict_mixed_hard_v1_rect_s28_o276_v07_strictmixedhard_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"278","28","378","Main/Level_Main_278","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10e_02_L278_tree","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","r2_outer_strong_005_r2_006_a401_maskonlyb04_02_main_tree","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L278_r2_outer_strong_005_r2_006_a401_maskonlyb04_02_mai.asset","shape_psg_inventory","","","","0.988","12","8","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","NeedsFinalManualReview","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10e_02_L278_tree","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","SectionUnlock","","ReviewCandidate","True","False","","","","116","7.77","","","","SectionUnlock"
"279","28","379","Main/Level_Main_279","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain.asset","direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L279_direct_normal_topup_14_direct_normal_topup_rect_st.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.977","9","4","4","0.879","0.197","8","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_01_nutation_mixed_neutral_v1_rect_s28_o279_v00_neutralmixed_rail_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"281","29","381","Main/Level_Main_281","normal","普通/恢复","Recovery","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_full_v1_s27_s38_27_nutation_flow_rail_v1_rect_s29_o281_v02_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_27_nutation_flow_rail_v1_rect_s29_o281_v02_flowrail_rail_chain.asset","direct_normal_95_direct_normal_rect_sweep_g3_v10","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L281_direct_normal_95_direct_normal_rect_sweep_g3_v10.asset","strict152","FlowRail","rail_chain","NormalFlow","0.985","10","3","3","0.906","0.147","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s27_s38_27_nutation_flow_rail_v1_rect_s29_o281_v02_flowrail_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_27_nutation_flow_rail_v1_rect_s29_o281_v02_flowrail_rail_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"282","29","382","Main/Level_Main_282","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain.asset","direct_normal_114_direct_normal_rect_dense_weave_g5_v12","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L282_direct_normal_114_direct_normal_rect_dense_weave_g.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.985","8","6","5","0.829","0.208","5","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_28_nutation_mixed_neutral_v1_rect_s29_o282_v00_neutralmixed_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"283","29","383","Main/Level_Main_283","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","r2_outer_strong_005_r2_006_a401_maskonlyb08_02_main_volcano","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L283_r2_outer_strong_005_r2_006_a401_maskonlyb08_02_mai.asset","shape_psg_inventory","","","","0.991","10","9","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","Sweep","","TraceKeeper","False","False","","","","114","4.46","","","","Sweep"
"287","29","387","Main/Level_Main_287","normal","极难","Peak","Peak","ReplacedHardGate0910","c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12c/c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain.asset","direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L287_direct_advanced_35_direct_advanced_veryhard_rect_c.asset","strict152","PressurePeak","mixed_chain","Peak","0.988","9","7","4","0.848","0.208","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12c/c5nep_w12c_11_nutation_strict_mixed_hard_v1_rect_s29_o287_v02_strictmixedhard_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"288","29","388","Main/Level_Main_288","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_next10e_04_L288_knighthelmet","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset","r2_outer_strong_005_r2_006_a401_maskonlyb07_02_main_knighthelmet","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L288_r2_outer_strong_005_r2_006_a401_maskonlyb07_02_mai.asset","shape_psg_inventory","","","","0.988","9","9","5","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_next10e_04_L288_knighthelmet","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset","LockBuckle","","TraceKeeper","False","False","","","","101","5.21","","","","LockBuckle"
"289","29","389","Main/Level_Main_289","normal","困难","Pressure","Hard","ReplacedHardGate0910","campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","direct_normal_38_direct_normal_rect_stair_push_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L289_direct_normal_38_direct_normal_rect_stair_push_g3_.asset","raw_rescue","","","Hard","0.966","11","3","3","0.875","0.182","7","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_33_nutation_peel_v2_rect_s29_o289_v02_peelmid_curve_chain.asset","","","","False","False","","","","","","","","",""
"291","30","391","Main/Level_Main_291","normal","普通/恢复","Recovery","NormalB_NeutralOrPeelLight","ReplacedHardGate0910","campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain.asset","direct_normal_topup_43_direct_normal_topup_rect_dense_weave_g11_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L291_direct_normal_topup_43_direct_normal_topup_rect_de.asset","strict152","NeutralMixed","mixed_chain","NormalNeutral","0.973","9","6","5","0.889","0.187","6","6","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_42_nutation_mixed_neutral_v1_rect_s30_o291_v02_neutralmixed_mixed_chain.asset","","mixed_chain","","False","False","","","","","","","","",""
"293","30","393","Main/Level_Main_293","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset","r2_outer_strong_005_r2_006_a401_maskonlyb02_04_large_potionbottle","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L293_r2_outer_strong_005_r2_006_a401_maskonlyb02_04_lar.asset","shape_psg_inventory","","","","0.987","10","15","3","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_26_L293_potionbottle_r2dense.asset","DenseWeave","","TraceKeeper","False","False","","","","128","5.04","","","","DenseWeave"
"295","30","395","Main/Level_Main_295","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedHardGate0910","campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset","direct_normal_topup_53_direct_normal_topup_rect_dual_zone_g6_v07","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L295_direct_normal_topup_53_direct_normal_topup_rect_du.asset","strict152","FlowPatch","patch_chain","NormalFlow","0.98","8","6","5","0.883","0.174","7","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_135_nutation_mixed_neutral_v1_rect_s38_o371_v02_neutralmixed_mixed_chain.asset","","patch_chain","","False","False","","","","","","","","",""
"296","30","396","Main/Level_Main_296","normal","特别困难","Pressure","Hard","ReplacedHardGate0910","c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset","direct_pure_topup_10_02_direct_polish_hard_pure_rect_core_burst_g10_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L296_direct_pure_topup_10_02_direct_polish_hard_pure_re.asset","strict152","PeelMid","rail_chain","Hard","0.981","10","5","4","0.868","0.169","5","5","ActiveReplace","Campaign500_HardGateUntil0910","main","CampaignHardGate","Existing 145-row no-quality-drop HardGate replacement.","False","c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_12_nutation_strict_mixed_hard_v1_rect_s30_o296_v03_strictmixedhard_mixed_chain.asset","","rail_chain","","False","False","","","","","","","","",""
"298","30","398","Main/Level_Main_298","shape","困难","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense.asset","r2_outer_strong_005_r2_006_a401_maskonlyb09_10_main_rocketvarianta","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L298_r2_outer_strong_005_r2_006_a401_maskonlyb09_10_mai.asset","shape_psg_inventory","","","","0.985","9","10","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_93_L298_rocketvarianta_dense.asset","DenseWeave","","TraceKeeper","False","False","","","","108","4.32","","","","DenseWeave"
