rank,status,pack,sourceId,sourcePath,outputId,outputPath,mode,width,height,chainsBefore,chainsAfter,tilesBefore,tilesAfter,coverageBefore,coverageAfter,outer1Before,outer1After,outer2Before,outer2After,maxOuterEmptyBefore,maxOuterEmptyAfter,edgeShortBefore,edgeShortAfter,edgeLongBefore,edgeLongAfter,maxEdgeRunBefore,maxEdgeRunAfter,trimmedOuterExit,trimmedOuterShort,filled,greedy,score,details
157,repaired,R2,r1_ab_273_above300_level_948_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_t3_added65_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_273_above300_level_948_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_t3_added65_rotation_vflip.asset,r2_outer_strong_153_r2_273_a948,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_153_r2_273_a948.asset,fill_outer,22,31,67,68,670,674,0.982,0.988,0.961,1.000,0.969,0.990,1,0,12,13,3,3,24,24,0,0,4,True,10415.5,original:greedy=True:outer1=0.961:outer2=0.969:empty=1:edgeShort=12:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.990:empty=0:edgeShort=13:edgeLong=3:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.974:empty=1:edgeShort=12:edgeLong=4:filled=6:trim=0/2:fast greedy budget=450
158,repaired,R2,r1_ab_274_above300_level_949_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_l2_added69_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_274_above300_level_949_final_take_refill_v2_p1_delta7_occ7_addcells_rewrite_v2_v2_l2_added69_rotation_vflip.asset,r2_outer_strong_154_r2_274_a949,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_154_r2_274_a949.asset,fill_outer,28,36,129,134,961,980,0.953,0.972,0.831,0.984,0.904,0.983,16,1,33,32,2,1,15,16,0,0,19,True,10097.8,original:greedy=True:outer1=0.831:outer2=0.904:empty=16:edgeShort=33:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.984:outer2=0.983:empty=1:edgeShort=32:edgeLong=1:filled=19:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.984:outer2=0.983:empty=1:edgeShort=32:edgeLong=1:filled=19:trim=0/0:fast greedy budget=450
159,repaired,R2,r1_ab_277_above300_level_954_final_take_refill_v2_p2_delta15_occ7_addcells_rewrite_v2_v2_l2_added74_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_277_above300_level_954_final_take_refill_v2_p2_delta15_occ7_addcells_rewrite_v2_v2_l2_added74_rotation_vflip.asset,r2_outer_strong_155_r2_277_a954,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_155_r2_277_a954.asset,fill_outer,35,39,130,131,1337,1340,0.979,0.982,0.965,0.986,0.961,0.971,2,1,22,23,4,4,27,27,0,0,3,True,9911.6,original:greedy=True:outer1=0.965:outer2=0.961:empty=2:edgeShort=22:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.986:outer2=0.971:empty=1:edgeShort=23:edgeLong=4:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.986:outer2=0.971:empty=1:edgeShort=23:edgeLong=4:filled=3:trim=0/0:fast greedy budget=450
160,repaired,R2,r1_ab_278_above300_level_955_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_r2_added52_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_278_above300_level_955_final_take_refill_v2_p2_delta6_occ6_addcells_rewrite_v2_v2_r2_added52_rotation_vflip.asset,r2_outer_strong_156_r2_278_a955,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_156_r2_278_a955.asset,fill_outer,20,27,64,66,526,529,0.974,0.980,0.956,0.989,0.959,0.977,2,1,17,19,2,2,13,13,0,0,3,True,10322.2,original:greedy=True:outer1=0.956:outer2=0.959:empty=2:edgeShort=17:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.989:outer2=0.977:empty=1:edgeShort=19:edgeLong=2:filled=3:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.989:outer2=0.977:empty=1:edgeShort=19:edgeLong=2:filled=3:trim=0/0:fast greedy budget=450
161,repaired,R2,r1_ab_279_above300_level_957_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r3_added85_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_279_above300_level_957_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r3_added85_rotation_vflip.asset,r2_outer_strong_157_r2_279_a957,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_157_r2_279_a957.asset,fill_outer,21,30,72,74,596,604,0.946,0.959,0.908,0.990,0.947,0.989,4,1,17,19,3,3,12,12,0,0,5,True,10241.2,original:greedy=True:outer1=0.908:outer2=0.947:empty=4:edgeShort=17:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.990:outer2=0.989:empty=1:edgeShort=19:edgeLong=3:filled=5:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.990:outer2=0.989:empty=1:edgeShort=19:edgeLong=3:filled=6:trim=1/0:fast greedy budget=450
162,kept,R2,r1_ab_281_above300_level_965_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_t2_added63_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_281_above300_level_965_final_take_refill_v2_p2_delta12_occ8_addcells_rewrite_v2_v2_t2_added63_rotation_vflip.asset,r2_outer_strong_158_r2_281_a965,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_158_r2_281_a965.asset,original,32,37,122,122,1085,1085,0.916,0.916,0.604,0.604,0.708,0.708,36,36,14,14,3,3,14,14,0,0,0,True,2045.2,original:greedy=True:outer1=0.604:outer2=0.708:empty=36:edgeShort=14:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.948:outer2=0.919:empty=3:edgeShort=22:edgeLong=3:filled=27:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.948:outer2=0.919:empty=3:edgeShort=22:edgeLong=3:filled=27:trim=0/0:fast greedy failed budget=450
163,repaired,R2,r1_ab_282_above300_level_966_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_t3_added58_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_282_above300_level_966_final_take_refill_v2_p2_delta15_occ15_addcells_rewrite_v2_v2_t3_added58_rotation_vflip.asset,r2_outer_strong_159_r2_282_a966,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_159_r2_282_a966.asset,trim_refill,21,31,108,107,633,637,0.972,0.978,0.940,0.980,0.958,0.979,3,2,25,21,5,5,14,14,2,2,11,True,9831.0,original:greedy=True:outer1=0.940:outer2=0.958:empty=3:edgeShort=25:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.980:outer2=0.979:empty=2:edgeShort=24:edgeLong=5:filled=4:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.980:outer2=0.979:empty=2:edgeShort=21:edgeLong=5:filled=11:trim=2/2:fast greedy budget=450
164,repaired,R2,r1_ab_283_above300_level_969_final_take_refill_v2_p2_delta17_occ7_addcells_rewrite_v2_v2_t3_added88_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_283_above300_level_969_final_take_refill_v2_p2_delta17_occ7_addcells_rewrite_v2_v2_t3_added88_rotation_vflip.asset,r2_outer_strong_160_r2_283_a969,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_160_r2_283_a969.asset,fill_outer,30,39,141,144,1131,1140,0.967,0.974,0.925,0.985,0.958,0.992,2,1,26,28,5,5,13,14,0,0,8,True,9971.5,original:greedy=True:outer1=0.925:outer2=0.958:empty=2:edgeShort=26:edgeLong=5:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.985:outer2=0.992:empty=1:edgeShort=28:edgeLong=5:filled=8:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.985:outer2=0.992:empty=1:edgeShort=28:edgeLong=5:filled=8:trim=0/0:fast greedy budget=450
165,kept,R2,r1_ab_284_above300_level_972_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_r2_added49_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_284_above300_level_972_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_r2_added49_rotation_vflip.asset,r2_outer_strong_161_r2_284_a972,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_161_r2_284_a972.asset,original,23,25,58,58,552,552,0.960,0.960,0.957,0.957,0.972,0.972,2,2,8,8,4,4,14,14,0,0,0,True,9865.5,original:greedy=True:outer1=0.957:outer2=0.972:empty=2:edgeShort=8:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.994:empty=0:edgeShort=10:edgeLong=3:filled=4:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=1.000:outer2=0.994:empty=0:edgeShort=10:edgeLong=3:filled=4:trim=0/0:fast greedy failed budget=450
166,kept,R2,r1_ab_285_above300_level_974_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_b3_added111_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_285_above300_level_974_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_b3_added111_rotation_vflip.asset,r2_outer_strong_162_r2_285_a974,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_162_r2_285_a974.asset,original,38,45,131,131,1663,1663,0.973,0.973,0.920,0.920,0.943,0.943,3,3,21,21,7,7,23,23,0,0,0,True,8870.5,original:greedy=True:outer1=0.920:outer2=0.943:empty=3:edgeShort=21:edgeLong=7:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=0.988:outer2=0.978:empty=1:edgeShort=23:edgeLong=7:filled=11:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=0.981:outer2=0.975:empty=1:edgeShort=22:edgeLong=7:filled=12:trim=0/1:fast greedy failed budget=450
167,repaired,R2,r1_ab_288_above300_level_984_final_take_refill_v2_p2_delta5_occ5_addcells_rewrite_v2_v2_l3_added96_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_288_above300_level_984_final_take_refill_v2_p2_delta5_occ5_addcells_rewrite_v2_v2_l3_added96_rotation_vflip.asset,r2_outer_strong_163_r2_288_a984,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_163_r2_288_a984.asset,fill_outer,23,34,102,102,756,763,0.967,0.976,0.927,0.991,0.948,0.981,3,1,25,22,1,1,13,13,0,0,7,True,10321.1,original:greedy=True:outer1=0.927:outer2=0.948:empty=3:edgeShort=25:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.991:outer2=0.981:empty=1:edgeShort=22:edgeLong=1:filled=7:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.982:outer2=0.981:empty=1:edgeShort=22:edgeLong=1:filled=9:trim=0/1:fast greedy budget=450
168,kept,R2,r1_ab_289_above300_level_985_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_t2_added43_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_289_above300_level_985_final_take_refill_v2_p2_delta13_occ5_addcells_rewrite_v2_v2_t2_added43_rotation_vflip.asset,r2_outer_strong_164_r2_289_a985,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_164_r2_289_a985.asset,original,22,26,57,57,533,533,0.932,0.932,0.717,0.717,0.847,0.847,24,24,14,14,1,1,11,11,0,0,0,True,4812.5,original:greedy=True:outer1=0.717:outer2=0.847:empty=24:edgeShort=14:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.994:empty=0:edgeShort=15:edgeLong=2:filled=9:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=1.000:outer2=0.994:empty=0:edgeShort=15:edgeLong=2:filled=9:trim=0/0:fast greedy failed budget=450
169,repaired,R2,r1_ab_290_above300_level_987_final_take_refill_v2_p2_delta13_occ9_addcells_rewrite_v2_v2_b3_added65_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_290_above300_level_987_final_take_refill_v2_p2_delta13_occ9_addcells_rewrite_v2_v2_b3_added65_rotation_vflip.asset,r2_outer_strong_165_r2_290_a987,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_165_r2_290_a987.asset,fill_outer,22,35,81,87,719,743,0.934,0.965,0.882,0.973,0.892,0.972,4,1,16,20,2,2,15,15,0,0,8,True,10086.6,original:greedy=True:outer1=0.882:outer2=0.892:empty=4:edgeShort=16:edgeLong=2:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.973:outer2=0.972:empty=1:edgeShort=20:edgeLong=2:filled=8:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.973:outer2=0.972:empty=1:edgeShort=20:edgeLong=2:filled=8:trim=0/0:fast greedy budget=450
170,missing_level,R2,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0,missing authored level
171,kept,R2,r1_ab_295_aout_level_003_final_take_refill_v2_p2_delta7_occ3_addcells_rewrite_v2_v2_r3_added38_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_295_aout_level_003_final_take_refill_v2_p2_delta7_occ3_addcells_rewrite_v2_v2_r3_added38_rotation_hflip.asset,r2_outer_strong_166_r2_295_a003,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_166_r2_295_a003.asset,original,14,13,20,20,178,178,0.978,0.978,0.980,0.980,0.978,0.978,1,1,5,5,0,0,6,6,0,0,0,True,10553.2,original:greedy=True:outer1=0.980:outer2=0.978:empty=1:edgeShort=5:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=False:outer1=1.000:outer2=0.989:empty=0:edgeShort=6:edgeLong=0:filled=1:trim=0/0:fast greedy failed budget=450 | trim_refill:greedy=False:outer1=1.000:outer2=0.989:empty=0:edgeShort=6:edgeLong=0:filled=1:trim=0/0:fast greedy failed budget=450
172,repaired,R2,r1_ab_296_aout_level_004_final_take_refill_v2_p2_delta7_occ5_addcells_rewrite_v2_v2_b2_added25_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_296_aout_level_004_final_take_refill_v2_p2_delta7_occ5_addcells_rewrite_v2_v2_b2_added25_rotation_vflip.asset,r2_outer_strong_167_r2_296_a004,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_167_r2_296_a004.asset,fill_outer,13,14,19,20,176,178,0.967,0.978,0.980,1.000,0.957,0.978,1,0,5,6,1,1,10,10,0,0,1,True,10822.2,original:greedy=True:outer1=0.980:outer2=0.957:empty=1:edgeShort=5:edgeLong=1:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=1.000:outer2=0.978:empty=0:edgeShort=6:edgeLong=1:filled=1:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=1.000:outer2=0.978:empty=0:edgeShort=6:edgeLong=1:filled=2:trim=1/0:fast greedy budget=450
173,repaired,R2,r1_ab_297_aout_level_006_final_take_refill_v2_p1_delta1_occ1_addcells_rewrite_v2_v2_r2_added40_rotation_hflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_297_aout_level_006_final_take_refill_v2_p1_delta1_occ1_addcells_rewrite_v2_v2_r2_added40_rotation_hflip.asset,r2_outer_strong_168_r2_297_a006,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_168_r2_297_a006.asset,fill_outer,21,21,37,42,381,431,0.864,0.977,0.663,0.988,0.803,0.987,21,1,8,8,4,5,17,18,0,0,9,True,10215.9,original:greedy=True:outer1=0.663:outer2=0.803:empty=21:edgeShort=8:edgeLong=4:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.988:outer2=0.987:empty=1:edgeShort=8:edgeLong=5:filled=9:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.988:outer2=0.987:empty=1:edgeShort=8:edgeLong=5:filled=9:trim=0/0:fast greedy budget=450
174,repaired,R2,r1_ab_298_aout_level_008_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_298_aout_level_008_final_rotation_vflip.asset,r2_outer_strong_169_r2_298_a008,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_169_r2_298_a008.asset,fill_outer,22,31,26,52,454,644,0.666,0.944,0.000,0.833,0.291,0.913,102,11,0,11,3,8,17,18,0,0,45,True,7072.8,original:greedy=True:outer1=0.000:outer2=0.291:empty=102:edgeShort=0:edgeLong=3:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.833:outer2=0.913:empty=11:edgeShort=11:edgeLong=8:filled=45:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.833:outer2=0.913:empty=11:edgeShort=11:edgeLong=8:filled=45:trim=0/0:fast greedy budget=450
175,repaired,R2,r1_ab_300_aout_level_013_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_300_aout_level_013_final_rotation_vflip.asset,r2_outer_strong_170_r2_300_a013,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_170_r2_300_a013.asset,fill_outer,25,44,44,105,527,1075,0.479,0.977,0.022,0.925,0.135,0.962,74,3,6,18,0,18,8,18,0,0,84,True,8358.4,original:greedy=True:outer1=0.022:outer2=0.135:empty=74:edgeShort=6:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.925:outer2=0.962:empty=3:edgeShort=18:edgeLong=18:filled=84:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.925:outer2=0.962:empty=3:edgeShort=18:edgeLong=18:filled=84:trim=0/0:fast greedy budget=450
176,repaired,R2,r1_ab_301_aout_level_014_final_rotation_vflip,Assets/ArrowMagic/SOData/Levels/Seeds/R2FinalCandidatePool/r1_ab_301_aout_level_014_final_rotation_vflip.asset,r2_outer_strong_171_r2_301_a014,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_171_r2_301_a014.asset,fill_outer,24,45,44,97,392,936,0.363,0.867,0.000,0.918,0.096,0.958,134,3,3,7,0,20,9,18,0,0,72,True,8242.6,original:greedy=True:outer1=0.000:outer2=0.096:empty=134:edgeShort=3:edgeLong=0:filled=0:trim=0/0:fast greedy budget=450 | fill_outer:greedy=True:outer1=0.918:outer2=0.958:empty=3:edgeShort=7:edgeLong=20:filled=72:trim=0/0:fast greedy budget=450 | trim_refill:greedy=True:outer1=0.918:outer2=0.958:empty=3:edgeShort=7:edgeLong=20:filled=72:trim=0/0:fast greedy budget=450
