"order","section10","mainMissionId","levelName","category","difficultyNameZh","experienceRole","roleInSection","finalStatus","finalLevelId","finalAssetPath","originalLevelId","originalAssetPath","replacementSourceKind","productionLane","productionChainLanguage","productionDifficultyBand","sourceCoverage","maxChoices","localPatchSolveRunMax","nearOuterPatchSolveRunMax","solveTraceQualityScore","solveTraceCollapseRiskScore","solveSameAxisRunMax","solveSameDirHeadRunMax","assemblyAction","assemblySourcePool","assemblySourceRoot","assemblyGateClass","assemblySelectionReason","assemblyCopyRequired","assemblyCandidateLevelId","assemblyCandidateAssetPath","assemblyCandidateStyle","assemblyCandidateChainLanguage","assemblyCandidateRole","assemblyManualReview","assemblyRemainingGap","assemblyGapReason","assemblyCandidateWidth","assemblyCandidateHeight","assemblyCandidateChains","assemblyCandidateAvgChoices","assemblyCandidateMaxChain","assemblyCandidateAvgChain","assemblyCandidateStraightness","assemblyCandidateProfile","templateTargetChains","templateTargetChainsMin","templateTargetChainsMax","templateTargetWidth","templateTargetHeight","actualChains","actualArrowTiles","actualMaxChain","actualAvgChain","effectiveChainLoad","sectionWaveRole","rhythmStageBand","rhythmPlacementReason","rhythmStyleGroup","rhythmChainDelta","rhythmEffectiveDelta","rhythmCandidateDifficultyScore"
"368","37","468","Main/Level_Main_368","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep.asset","r2_outer_strong_005_r2_006_a401_maskonlyb01_08_large_hourglass","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L368_r2_outer_strong_005_r2_006_a401_maskonlyb01_08_lar.asset","shape_psg_inventory","","","","0.986","9","16","5","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep.asset","Sweep","","TraceKeeper","False","False","","","","154","5.06","","","","Sweep","140","126","154","36","47","154","1194","17","7.75","","Shape","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"369","37","469","Main/Level_Main_369","normal","特别困难","Pressure","Hard","ReplacedRhythmV4FinalStrictComplete","campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L369_direct_advanced_09_direct_advanced_veryhard_rect_l.asset","NutationStrictAfter300Deferred","PeelMid","rail_chain","NormalPeel","0.991","10","6","3","0.891","0.127","5","5","ActiveReplace","Campaign500HardGateUntil0910After300Reclaimed","main","CampaignHardGateStrict","strict_complete_promotes_after300_deferred_candidate_to_active_replace","False","campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_129_nutation_peel_rail_v1_rect_s37_o369_v02_peelmid_rail_chain.asset","PeelMid","rail_chain","Pressure","False","False","","25","47","84","","20","10.738","","","198","178","218","25","47","84","902","20","10.738","84","Hard","S04_after300_deferred","strict_complete_explicit_replacement","peel","","",""
"370","37","470","Main/Level_Main_370","normal","普通/恢复","Normal","","OriginalNonTarget","direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L370_direct_diff120_141_direct_diff_veryhard_long_spine.asset","direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L370_direct_diff120_141_direct_diff_veryhard_long_spine.asset","","","","","","","","","","","","","KeepCurrent","","main","","","False","","","","","","False","False","","","","","","","","","","148","133","163","25","47","","","","","","Normal","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"371","38","471","Main/Level_Main_371","normal","普通/恢复","Normal","NormalA_FlowOrNeutral","ReplacedRhythmV4FinalStrictComplete","campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L371_direct_diff120_69_direct_diff_normal_long_spine_zi.asset","NutationStrictAfter300Deferred","NeutralMixed","mixed_chain","NormalNeutral","0.994","9","7","5","0.86","0.217","7","7","ActiveReplace","Campaign500HardGateUntil0910After300Reclaimed","main","CampaignHardGateStrict","strict_complete_promotes_after300_deferred_candidate_to_active_replace","False","campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_133_nutation_mixed_neutral_v1_rect_s38_o371_v00_neutralmixed_mixed_chain.asset","NeutralMixed","mixed_chain","Normal","False","False","","20","35","70","","21","9.371","","","94","85","103","20","35","70","656","21","9.371","70","Normal","S04_after300_deferred","strict_complete_explicit_replacement","neutral","","",""
"372","38","472","Main/Level_Main_372","normal","困难","Pressure","Hard","ExternalCandidatePlanned","nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset","direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L372_direct_polish_clean_15_direct_polish_normal_rect_s.asset","nutation_longchain_strict60_campaign_gate","PeelMid","curve_chain","Hard","0.946","9","6","3","0.825","0.25","7","7","ActiveReplace","NutationLongChainStrict60",".worktrees/nutation-peel","CampaignHardGateGenericMatch","Generic LongChain strict candidate matched to missing Hard slot by stage difficulty, canvas, and chain-language fit.","True","nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset","maze_long_chain","curve_chain","LongChainHardPeak","False","False","","26","35","79","5.71","23","10.9","0.327","holefix","147","132","162","23","40","79","861","23","10.90","","Hard","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"373","38","473","Main/Level_Main_373","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_no_b_r4_20_L373_glove_r4core","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_20_L373_glove_r4core.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_07_main_glove","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L373_r2_outer_strong_005_r2_006_a401_maskonlyb05_07_mai.asset","shape_psg_inventory","","","","0.984","10","7","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_no_b_r4_20_L373_glove_r4core","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_20_L373_glove_r4core.asset","CoreBurst","","TraceKeeper","False","False","","","","114","5.62","","","","CoreBurst","142","128","156","34","42","114","968","17","8.49","","Shape","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"374","38","474","Main/Level_Main_374","normal","普通/恢复","Normal","NormalB_NeutralOrPeelLight","ReplacedRhythmV4FinalStrictComplete","c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","direct_normal_84_direct_normal_rect_dense_weave_g2_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L374_direct_normal_84_direct_normal_rect_dense_weave_g2.asset","NutationStrictAfter300Deferred","NeutralMixed","mixed_chain","NormalNeutral","0.986","6","5","5","0.866","0.208","6","6","ActiveReplace","Campaign500HardGateUntil0910After300Reclaimed","main","CampaignHardGateStrict","strict_complete_promotes_after300_deferred_candidate_to_active_replace","False","c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_13_nutation_mixed_neutral_v1_rect_s38_o374_v00_neutralmixed_mixed_chain.asset","NeutralMixed","mixed_chain","Normal","False","False","","22","38","67","","21","9.716","","","115","103","127","22","38","67","651","21","9.716","67","Normal","S04_after300_deferred","strict_complete_explicit_replacement","neutral","","",""
"375","38","475","Main/Level_Main_375","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L375_direct_pure_topup_10_16_direct_polish_hard_pure_re.asset","direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L375_direct_pure_topup_10_16_direct_polish_hard_pure_re.asset","","","","","","","","","","","","","KeepCurrent","","main","","","False","","","","","","False","False","","","","","","","","","","157","141","173","24","41","","","","","","Recovery","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"376","38","476","Main/Level_Main_376","normal","极难","Peak","Peak","ReplacedRhythmV4FinalStrictComplete","campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L376_direct_advanced_32_direct_advanced_veryhard_rect_s.asset","NutationStrictAfter300Deferred","PressurePeak","mixed_chain","PeakExtreme","0.985","9","4","4","0.884","0.169","6","6","ActiveReplace","Campaign500HardGateUntil0910After300Reclaimed","main","CampaignHardGateStrict","strict_complete_promotes_after300_deferred_candidate_to_active_replace","False","campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_142_nutation_pressure_peak_v1_rect_s38_o376_v00_pressurepeak_mixed_chain.asset","PressurePeak","mixed_chain","Peak","False","False","","26","44","89","","20","9.787","","","186","167","205","26","44","89","871","20","9.787","89","PeakExtreme","S04_after300_deferred","strict_complete_explicit_replacement","hardgate","","",""
"377","38","477","Main/Level_Main_377_hole","hole","普通/恢复","HoleRescue","","OriginalNonTarget","hole_candidate_085_wide_32x24_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L377_hole_candidate_085_wide_32x24_section.asset","hole_candidate_085_wide_32x24_section","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L377_hole_candidate_085_wide_32x24_section.asset","","","","","","","","","","","","","KeepCurrent","","main","","","False","","","","","","False","False","","","","","","","","","","72","65","79","32","24","","","","","","HoleRescue","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"378","38","478","Main/Level_Main_378","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset","r2_outer_strong_005_r2_006_a401_maskonlyb05_15_large_pretzel","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L378_r2_outer_strong_005_r2_006_a401_maskonlyb05_15_lar.asset","shape_psg_inventory","","","","0.983","10","9","5","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset","Sweep","","TraceKeeper","False","False","","","","138","4.86","","","","Sweep","134","121","147","44","38","138","1134","18","8.22","","Shape","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"379","38","479","Main/Level_Main_379","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L379_direct_pure_topup_08_04_direct_polish_hard_pure_re.asset","direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L379_direct_pure_topup_08_04_direct_polish_hard_pure_re.asset","","","","","","","","","","","","","KeepCurrent","","main","","","False","","","","","","False","False","","","","","","","","","","157","141","173","22","44","","","","","","Recovery","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"380","38","480","Main/Level_Main_380","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L380_direct_pure_topup_08_07_direct_polish_hard_pure_re.asset","direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L380_direct_pure_topup_08_07_direct_polish_hard_pure_re.asset","","","","","","","","","","","","","KeepCurrent","","main","","","False","","","","","","False","False","","","","","","","","","","144","130","158","22","40","","","","","","Normal","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"381","39","481","Main/Level_Main_381","normal","普通/恢复","Recovery","","OriginalNonTarget","direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L381_direct_pure_topup_10_11_direct_polish_hard_pure_re.asset","direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L381_direct_pure_topup_10_11_direct_polish_hard_pure_re.asset","","","","","","","","","","","","","KeepCurrent","","main","","","False","","","","","","False","False","","","","","","","","","","145","131","159","24","38","","","","","","Recovery","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"382","39","482","Main/Level_Main_382","normal","普通/恢复","Normal","","OriginalNonTarget","direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L382_direct_pure_topup_10_14_direct_polish_hard_pure_re.asset","direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L382_direct_pure_topup_10_14_direct_polish_hard_pure_re.asset","","","","","","","","","","","","","KeepCurrent","","main","","","False","","","","","","False","False","","","","","","","","","","150","135","165","22","44","","","","","","Normal","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"383","39","483","Main/Level_Main_383","shape","普通/恢复","Shape","","ShapeCandidatePlanned","campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset","r2_outer_strong_005_r2_006_a401_maskonlyb04_05_main_alarmclock","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L383_r2_outer_strong_005_r2_006_a401_maskonlyb04_05_mai.asset","shape_psg_inventory","","","","0.982","10","12","2","","","","","ActiveReplace","ShapeMaskInventory",".worktrees/mask-psg-production","LatestProposedKeep","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.","True","campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset","LockBuckle","","TraceKeeper","False","False","","","","141","4.87","","","","LockBuckle","142","128","156","38","42","141","1017","17","7.21","","Shape","S04_after300_deferred","unchanged_from_v3_or_non_normal","","","",""
"384","39","484","Main/Level_Main_384","normal","特别困难","Pressure","Hard","ReplacedRhythmV4FinalStrictComplete","c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L384_direct_polish_hard_04_direct_polish_hard_rect_core.asset","NutationStrictAfter300Deferred","PeelMid","rail_chain","NormalPeel","0.987","8","3","3","0.918","0.142","6","6","ActiveReplace","Campaign500HardGateUntil0910After300Reclaimed","main","CampaignHardGateStrict","strict_complete_promotes_after300_deferred_candidate_to_active_replace","False","c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_34_nutation_strict_mixed_hard_v1_rect_s39_o384_v03_strictmixedhard_mixed_chain.asset","PeelMid","rail_chain","Pressure","False","False","","26","41","84","","21","9.69","","","172","155","189","26","41","84","814","21","9.69","84","Hard","S04_after300_deferred","strict_complete_explicit_replacement","peel","","",""
