"order","sectionWaveRole","finalStatus","productionLane","productionStyle","productionChainLanguage","loadedAssetPath","width","height","chainCount","maxChainLen","avgChainLen","validEscapeChains","blockedChains","blockCellBlockedChains","openerRatio","decoyToOpenerRatio","dependencyEdges","dependencyDensity","dependencyDepth","dependencyCycleHits","crossRegionEdges","crossRegionEdgeRate","sameRegionEdgeRate","criticalBlockerChains","avgEscapeRayLength","longRayRate","immediateRayRate","shortRayRate","regionEntropy","observationPressureScore","observationClass","readDemandScore","readDemandClass","notes"
"469","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","28","36","89","23","10.742","5","84","0","0.0562","16.8","84","0.9438","11","0","16","0.1905","0.8095","27","0.944","0","1","1","0.9972","75.9","HighObservation","25.77","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"470","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset","25","38","149","10","6.174","21","128","0","0.1409","6.095","128","0.8591","16","0","14","0.1094","0.8906","31","0.859","0","1","1","0.9998","73.4","HighObservation","19.88","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"471","Recovery","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","20","27","46","21","11.652","4","42","0","0.087","10.5","42","0.913","6","0","12","0.2857","0.7143","12","0.913","0","1","1","0.9863","78.78","HighObservation","20.96","ReadLight","short_head_rays;adjacent_blockers_dominate"
"472","Hard","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","28","51","231","10","6.039","27","204","0","0.1169","7.556","204","0.8831","16","0","18","0.0882","0.9118","54","0.883","0","1","1","0.999","72.74","HighObservation","20.53","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"474","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset","26","44","178","10","6.315","25","153","0","0.1404","6.12","153","0.8596","8","0","24","0.1569","0.8431","38","0.86","0","1","1","0.9976","74.86","HighObservation","19.54","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"475","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","27","36","73","26","12.63","4","69","0","0.0548","17.25","69","0.9452","10","0","13","0.1884","0.8116","18","0.945","0","1","1","0.9928","75.8","HighObservation","25.62","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"476","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","22","30","77","21","8.442","5","72","0","0.0649","14.4","72","0.9351","10","0","17","0.2361","0.7639","19","0.935","0","1","1","0.9983","77.33","HighObservation","28.13","ReadLight","short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"479","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","28","38","93","22","10.828","6","87","0","0.0645","14.5","87","0.9355","9","0","14","0.1609","0.8391","24","0.935","0","1","1","0.9954","74.97","HighObservation","22.83","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"480","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset","21","43","141","10","6.27","15","126","0","0.1064","8.4","126","0.8936","11","0","16","0.127","0.873","34","0.894","0","1","1","0.9997","73.95","HighObservation","22.53","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"481","Recovery","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset","22","30","71","21","9.239","2","69","0","0.0282","34.5","69","0.9718","11","0","16","0.2319","0.7681","17","0.972","0","1","1","0.9964","77.19","HighObservation","26.61","ReadLight","short_head_rays;adjacent_blockers_dominate"
"482","Normal","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_55_nutation_strict_mixed_hard_v1_rect_s49_o482_v04_strictmixedhard_mixed_chain.asset","24","32","79","21","9.608","2","77","0","0.0253","38.5","77","0.9747","12","0","19","0.2468","0.7532","22","0.975","0","1","1","0.9957","77.64","HighObservation","27.09","ReadLight","short_head_rays;adjacent_blockers_dominate"
"485","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","patch_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_47_nutation_longchain_patch_v1_rect_c80hf2_12_d3_maze_patch.asset","31","39","121","21","9.545","4","117","0","0.0331","29.25","117","0.9669","13","0","15","0.1282","0.8718","34","0.967","0","1","1","0.9956","73.95","HighObservation","22.55","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"486","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_07_direct_advanced_veryhard_rect_sweep_g0_v01.asset","26","50","213","10","5.925","21","192","0","0.0986","9.143","192","0.9014","13","0","18","0.0938","0.9062","51","0.901","0","1","1","0.9991","72.91","HighObservation","20.81","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"488","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_29_direct_advanced_veryhard_rect_stair_push_g3_v04.asset","25","49","195","10","6.164","27","168","0","0.1385","6.222","168","0.8615","10","0","19","0.1131","0.8869","40","0.862","0","1","1","0.9992","73.51","HighObservation","20.27","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"489","Hard","ExternalCandidatePlanned","PeelMid","maze_long_chain","rail_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_11_nutation_longchain_patch_v1_rect_c80_03_d1_weave_patch.asset","24","32","76","21","9.474","5","71","0","0.0658","14.2","71","0.9342","12","0","12","0.169","0.831","20","0.934","0","1","1","0.9969","75.23","HighObservation","24.66","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"490","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_24_direct_advanced_veryhard_rect_section_unlock_g2_v03.asset","25","49","199","10","6.02","28","171","0","0.1407","6.107","171","0.8593","12","0","19","0.1111","0.8889","42","0.859","0","1","1","0.9998","73.45","HighObservation","19.99","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"491","Hard","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11a/c5nep_w11a_57_nutation_strict_mixed_hard_v1_rect_s50_o491_v01_strictmixedhard_mixed_chain.asset","26","35","86","21","10.326","4","82","0","0.0465","20.5","82","0.9535","11","0","14","0.1707","0.8293","26","0.953","0","1","1","0.9943","75.27","HighObservation","24.72","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"494","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_02_direct_advanced_veryhard_rect_dense_weave_g0_v01.asset","26","45","192","10","5.927","27","165","0","0.1406","6.111","165","0.8594","17","0","13","0.0788","0.9212","42","0.859","0","1","1","0.9986","72.44","HighObservation","18.32","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"495","Recovery","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w6nm/c5nep_w6nm_22_nutation_mixed_neutral_v1_rect_s50_o495_v01_neutralmixed_mixed_chain.asset","22","30","71","21","9.197","5","66","0","0.0704","13.2","66","0.9296","11","0","16","0.2424","0.7576","20","0.93","0","1","1","0.9458","77.11","HighObservation","27.93","ReadLight","short_head_rays;adjacent_blockers_dominate"
"496","PeakExtreme","After300DeferredForFront300PriorityV3","","","","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_56_nutation_strict_mixed_hard_v1_rect_s50_o496_v00_strictmixedhard_mixed_chain.asset","22","30","71","21","9.141","3","68","0","0.0423","22.667","68","0.9577","7","0","12","0.1765","0.8235","13","0.958","0","1","1","0.9947","75.45","HighObservation","17.49","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
"497","Normal","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_12_direct_polish_hard_rect_dense_weave_g5_v02.asset","23","40","151","10","5.967","12","139","0","0.0795","11.583","139","0.9205","15","0","22","0.1583","0.8417","32","0.921","0","1","1","0.9901","74.84","HighObservation","24.04","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"499","Recovery","OriginalNonTarget","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_129_direct_diff_veryhard_long_spine_long_corridor_g2_v03.asset","25","48","159","13","7.34","24","135","0","0.1509","5.625","135","0.8491","14","0","19","0.1407","0.8593","31","0.849","0","1","1","0.9986","74.37","HighObservation","20.65","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate"
"500","PeakExtreme","ExternalCandidatePlanned","LongChainProbe","maze_long_chain","curve_chain","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_45_nutation_longchain_curve_v1_rect_c80hf3_12_d3_maze_curve.asset","31","39","108","23","10.694","7","101","0","0.0648","14.429","101","0.9352","11","0","17","0.1683","0.8317","27","0.935","0","1","1","0.9958","75.2","HighObservation","24.61","ReadLight","mostly_same_region_dependencies;short_head_rays;adjacent_blockers_dominate;hard_role_low_read_demand"
