order,backupGroup,levelId,assetName,type,levelType,difficulty,width,height,chains,assetPath,zipAsset,status
319,normal,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,lock,普通,1,22,41,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset,normal/Level_319_direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset,ok
320,normal,direct_normal_18_direct_normal_rect_stair_push_g1_v02,direct_normal_18_direct_normal_rect_stair_push_g1_v02,section,普通,1,23,36,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset,normal/Level_320_direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset,ok
321,normal,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,maze,普通,1,23,38,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,normal/Level_321_direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,ok
322,normal,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,dense,普通,1,21,37,101,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,normal/Level_322_direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,ok
323,shape,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724,shape_ocean,普通,2,36,44,124,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,shape/Level_323_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,ok
324,normal,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,section,普通,4,26,44,186,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,normal/Level_324_direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,ok
325,hole,hole_candidate_044_std_26x28_dense,hole_candidate_044_std_26x28_dense,hole_rescue,hole,1,26,28,66,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset,hole/Level_325_hole_candidate_044_std_26x28_dense.asset,ok
326,normal,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,lock,普通,1,22,35,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,normal/Level_326_direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,ok
327,shape,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853,shape_landmark,普通,1,38,52,131,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,shape/Level_327_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_11185.asset,ok
328,normal,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,section,普通,1,24,43,165,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset,normal/Level_328_direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset,ok
329,normal,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,lock,普通,4,30,54,263,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,normal/Level_329_direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,ok
330,normal,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,section,普通,1,23,38,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,normal/Level_330_direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,ok
331,normal,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,sweep,普通,1,21,44,147,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,normal/Level_331_direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,ok
332,normal,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,dense,普通,1,20,37,118,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset,normal/Level_332_direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset,ok
333,shape,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257,shape_ocean,普通,2,34,50,131,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,shape/Level_333_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_11125.asset,ok
334,normal,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,lock,普通,2,28,46,207,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,normal/Level_334_direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,ok
335,hole,hole_highchain_extra_003_hc2_32x28_lock_a,hole_highchain_extra_003_hc2_32x28_lock_a,hole_rescue,hole,2,32,28,89,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_003_hc2_32x28_lock_a.asset,hole/Level_335_hole_highchain_extra_003_hc2_32x28_lock_a.asset,ok
336,normal,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,section,普通,4,28,48,216,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,normal/Level_336_direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,ok
337,normal,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,maze,普通,1,23,36,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,normal/Level_337_direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,ok
338,shape,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840,shape_landmark,普通,2,36,50,134,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,shape/Level_338_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_11184.asset,ok
339,normal,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,lock,普通,1,23,37,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,normal/Level_339_direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,ok
340,normal,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,section,普通,2,23,36,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,normal/Level_340_direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,ok
341,normal,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,sweep,普通,3,24,40,154,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,normal/Level_341_direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,ok
342,hole,hole_topup_026_topup_std_24x30_dense,hole_topup_026_topup_std_24x30_dense,hole_rescue,hole,1,24,30,67,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset,hole/Level_342_hole_topup_026_topup_std_24x30_dense.asset,ok
343,shape,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534,shape_art,普通,3,30,42,135,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,shape/Level_343_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,ok
344,normal,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,section,普通,3,31,56,286,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset,normal/Level_344_direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset,ok
345,normal,direct_normal_105_direct_normal_rect_sweep_g4_v11,direct_normal_105_direct_normal_rect_sweep_g4_v11,sweep,普通,1,22,40,115,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,normal/Level_345_direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,ok
346,normal,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,dense,普通,1,20,40,112,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset,normal/Level_346_direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset,ok
347,normal,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,lock,普通,3,27,45,189,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset,normal/Level_347_direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset,ok
348,shape,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118,shape_landmark,普通,1,36,50,132,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,shape/Level_348_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,ok
349,normal,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,maze,普通,4,36,61,347,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,normal/Level_349_direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,ok
350,normal,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,section,普通,1,20,38,120,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset,normal/Level_350_direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset,ok
351,hole,hole_candidate_080_wide_30x26_dual,hole_candidate_080_wide_30x26_dual,hole_rescue,hole,1,30,26,70,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_080_wide_30x26_dual.asset,hole/Level_351_hole_candidate_080_wide_30x26_dual.asset,ok
352,normal,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,lock,普通,2,23,43,154,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset,normal/Level_352_direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset,ok
353,shape,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411,shape_magic,普通,3,36,50,141,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,shape/Level_353_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111.asset,ok
354,normal,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,section,普通,1,22,36,126,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset,normal/Level_354_direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset,ok
355,normal,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,dense,普通,1,22,40,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset,normal/Level_355_direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset,ok
356,normal,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,section,普通,2,22,41,148,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset,normal/Level_356_direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset,ok
357,normal,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,dense,普通,1,22,38,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset,normal/Level_357_direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset,ok
358,shape,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305,shape_ocean,普通,2,38,50,137,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset,shape/Level_358_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset,ok
359,normal,direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02,direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02,section,普通,4,30,54,270,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02.asset,normal/Level_359_direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02.asset,ok
360,normal,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,maze,普通,1,23,40,118,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset,normal/Level_360_direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset,ok
361,normal,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,sweep,普通,2,23,47,177,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset,normal/Level_361_direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset,ok
362,normal,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,dense,普通,1,23,35,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset,normal/Level_362_direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset,ok
363,shape,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133,shape_landmark,普通,3,34,50,138,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset,shape/Level_363_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset,ok
364,normal,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,sweep,普通,2,25,42,166,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset,normal/Level_364_direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset,ok
