"order","section10","category","sectionWaveRole","difficultyBucket","experienceRole","difficultyNameZh","replacementMark","finalStatus","sourcePool","productionLane","productionChainLanguage","patchKind","initialAssetPath","currentAssetPath","initialGuid","currentGuid","initialWidth","initialHeight","initialArea","initialArrowCount","initialChainCount","currentWidth","currentHeight","currentArea","currentArrowCount","currentChainCount","currentCoverage","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore"
"311","32","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","FlowRail","rail_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_40_nutation_flow_rail_v1_rect_s32_o311_v00_flowrail_rail_chain.asset","9777cb24916a9834b8777ec00bdba9c3","5fbaa52a6b43d74439c9a17858003afd","21","35","735","728","103","20","27","540","538","47","0.9963","0.996","10","5","0.865"
"312","32","normal","Hard","Hard","Pressure","特别困难","REPLACED","ExternalCandidatePlanned","HubMixedStrict30Refill","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_02_s01_r02.asset","756f705e84821fd439b311b7ef58ceb2","4f9dae2bc4a57154e831b79a940d907b","22","39","858","837","134","23","31","713","678","99","0.9509","0.951","9","9","0.851"
"313","32","shape","Shape","Shape","Shape","普通/恢复","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L313_apple_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_101_L313_apple_sweep.asset","4902d777a26095e469cc2335208c3bc1","f1d209986e60ca44ca90afdbe74dfe6c","34","38","1292","857","121","34","38","1292","866","119","0.6703","0.991","11","8",""
"314","32","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_66_nutation_mixed_neutral_v1_rect_s32_o314_v02_neutralmixed_mixed_chain.asset","0f0106719ed490f41af3c88ca16f81ca","732bf512a8f254d4b92c7b1aa6db9269","22","41","902","887","112","22","30","660","650","72","0.9848","0.985","9","5","0.895"
"315","32","normal","Recovery","Ordinary","Recovery","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset","d0aeed016d6296d43b0ed9776117f1c0","d0aeed016d6296d43b0ed9776117f1c0","22","41","902","887","116","22","41","902","887","116","0.9834","","","",""
"316","32","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11c/c5nep_w11c_23_nutation_strict_mixed_hard_v1_rect_s32_o316_v02_strictmixedhard_mixed_chain.asset","df73e8d56d5439748aad10ab18bf774c","cd7bd34fcce6e1f439249fbf0b029b7f","28","51","1428","1405","233","27","36","972","962","100","0.9897","0.99","10","4","0.854"
"317","32","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_053_std_28x28_maze.asset","fb83654f5ff93dc4eabe8425ef38b692","fb83654f5ff93dc4eabe8425ef38b692","28","28","784","694","65","28","28","784","694","65","0.8852","","","",""
"318","32","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L318_flame_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_10_L318_flame.asset","d24f455ca963c7b49b9172bcf84ea2c2","18303a5f0fcd42b47a4901080b839d08","34","42","1428","867","125","34","42","1428","868","113","0.6078","0.984","10","8",""
"319","32","normal","Recovery","Ordinary","Recovery","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset","e0ec5697a17b22a438860675d497282a","e0ec5697a17b22a438860675d497282a","22","41","902","878","115","22","41","902","878","115","0.9734","","","",""
"320","32","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset","e28401ab8af059949962d4633bc25dab","e28401ab8af059949962d4633bc25dab","23","36","828","814","114","23","36","828","814","114","0.9831","","","",""
"321","33","normal","Recovery","Ordinary","Recovery","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset","19971790b4686a24d95b8093476ea3fd","19971790b4686a24d95b8093476ea3fd","23","38","874","858","108","23","38","874","858","108","0.9817","","","",""
"322","33","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","FlowPatch","patch_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_45_nutation_flow_rail_v1_rect_s33_o322_v02_flowrail_patch_chain.asset","ad937095c654dcc4bb6ee998b2742c70","18028b31c1437b5469b8b55fe7a1161b","21","37","777","760","101","20","27","540","535","48","0.9907","0.991","9","3","0.932"
"323","33","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L323_hotairballoon_main.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_104_L323_hotairballoon_core.asset","229ad98aee68c37429cee4835b6b4817","68d68afe217662e43b1a75abe11b2b7d","34","44","1496","848","124","34","44","1496","853","118","0.5702","0.987","10","9",""
"324","33","normal","Hard","Hard","Pressure","特别困难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","PeelMid","rail_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_130_direct_diff_veryhard_room_gate_four_pockets_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_20_nutation_longchain_spine_v1_rect_c80hf_05_d1_section_spine.asset","d0e88229f174256479e1f02098c2dd46","a75e34f37f4b83a4bbc39449a4c6e162","28","48","1344","1329","174","25","34","850","807","63","0.9494","0.949","9","5","0.943"
"325","33","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset","765f16a1aeb37054bb38a75fae838408","765f16a1aeb37054bb38a75fae838408","26","28","728","644","66","26","28","728","644","66","0.8846","","","",""
"326","33","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","C5V4FGapfillStrictSelected","NeutralMixed","mixed_chain","NutationStrictGapfill","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/gap8a/c5v4f_gapfill_v1_gap8a_22_nutation_mixed_neutral_v1_rect_s33_o326_v09_neutralmixed_mixed_chain.asset","523ea3154a445644b9c5c4863f9a611b","b838aa5fb95d983478fbc76ec41f39ac","22","35","770","751","104","22","35","770","750","74","0.974","0.974","8","3","0.867"
"327","33","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L327_compass_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_31_L327_compass_r2lock.asset","c2f8e461971d14b4cb690ac06c35c397","a0138e2e02148b9419aeef791c714fd7","38","47","1786","1066","130","38","47","1786","1078","126","0.6036","0.984","12","7",""
"328","33","normal","Hard","Hard","Pressure","特别困难","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset","0c40fe0b1b802be4e96b1b482bd7020c","0c40fe0b1b802be4e96b1b482bd7020c","24","43","1032","1011","165","24","43","1032","1011","165","0.9797","","","",""
"329","33","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_17_direct_advanced_veryhard_rect_lock_buckle_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13d/c5nep_w13d_13_nutation_strict_mixed_axisbreak_v1_rect_s33_o329_v00_strictmixedaxisbreak_axis_break_chain_b.asset","1ae395954c7efb74c90f064efdea10cc","be3b09d0a89f7104e8479f676cbd7238","26","50","1300","1270","203","26","34","884","869","94","0.983","0.983","9","5","0.936"
"330","33","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset","e7c8451eda5d6c440a4ce828a6311d87","e7c8451eda5d6c440a4ce828a6311d87","23","38","874","862","113","23","38","874","862","113","0.9863","","","",""
"331","34","normal","Hard","Hard","Recovery","困难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_25_nutation_longchain_curve_v1_rect_c80hf2_07_d2_maze_curve.asset","ab183248654969b44adbb2aaad631c4c","ee030cf8723adf141a0326ce7fed7e75","21","44","924","898","147","27","36","972","921","85","0.9475","0.948","7","3","0.866"
"332","34","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset","69371430973a5604f88e82360bbcd0c8","69371430973a5604f88e82360bbcd0c8","20","37","740","717","118","20","37","740","717","118","0.9689","","","",""
"333","34","shape","Shape","Shape","Shape","困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L333_leaf_large.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_35_L333_leaf_r2section.asset","7bd9dfc9115486b41a3c55a3fa03130a","06cdec609320648469dd2d96ef0b46d0","38","47","1786","1093","130","38","47","1786","1114","132","0.6237","0.993","9","9",""
"334","34","normal","Hard","Hard","Pressure","特别困难","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset","9d17515daa555d0479bee929f9d14e4d","9d17515daa555d0479bee929f9d14e4d","28","46","1288","1262","207","28","46","1288","1262","207","0.9798","","","",""
"335","34","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_094_wide_32x30_section.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_094_wide_32x30_section.asset","2521b12dd00780c4bbd9aa93066f1f8e","2521b12dd00780c4bbd9aa93066f1f8e","32","30","960","859","80","32","30","960","859","80","0.8948","","","",""
"336","34","normal","PeakExtreme","Peak","Peak","极难","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","PressurePeak","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s27_s38/campaign500_normal_full_v1_s27_s38_94_nutation_pressure_peak_v1_rect_s34_o336_v00_pressurepeak_mixed_chain.asset","4d4cebab6a5e2e841a790c1269b10472","c0e3d70a2f091d146ab729587c72dc82","28","48","1344","1325","216","27","36","972","954","100","0.9815","0.981","9","4","0.858"
"337","34","normal","Recovery","Ordinary","Recovery","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","FlowCurve","curve_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_48_nutation_flow_rail_v1_rect_s34_o337_v02_flowrail_rail_chain.asset","c047391da88b00c4fb290cc84f1d895e","203519e5275847c40b6986eaabb28a3c","23","36","828","815","103","20","27","540","538","45","0.9963","0.996","10","5","0.903"
"338","34","shape","Shape","Shape","Shape","特别困难","REPLACED","ShapeCandidatePlanned","ShapeMaskInventory","","","","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L338_maskonlyb04_18_large_television_20260615_154709.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_113_L338_television_sweep.asset","0206938d7949f674ea34c8350294f389","5c8319b31dd54234fb2888851f4b98e1","44","40","1760","1144","136","44","40","1760","1164","136","0.6614","0.988","11","13",""
"339","34","normal","Normal","Ordinary","Normal","普通/恢复","REPLACED","ReplacedRhythmV4FinalStrictComplete","Campaign500HardGateUntil0910After300Reclaimed","NeutralMixed","mixed_chain","NutationStrictAfter300Deferred","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_26_nutation_strict_mixed_hard_v1_rect_s34_o339_v00_strictmixedhard_mixed_chain.asset","6626775247b3ffc42a74c091a98670b4","a38e26660bd56594588de98e1304aa33","23","37","851","834","110","22","30","660","651","75","0.9864","0.986","8","6","0.933"
"340","34","normal","Normal","Ordinary","Normal","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset","09113c9dfeb28dc4083ffadf7c5b4be1","09113c9dfeb28dc4083ffadf7c5b4be1","23","36","828","812","110","23","36","828","812","110","0.9807","","","",""
"341","35","normal","Hard","Hard","Recovery","困难","REPLACED","ExternalCandidatePlanned","NutationLongChainStrict60","PeelMid","curve_chain","","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_21_nutation_longchain_curve_v1_rect_c80_06_d2_lock_curve.asset","95f7fda37de56944ebd7ddcf29649966","c46a37ced9486204b9a14948a3234128","24","40","960","932","154","26","35","910","849","69","0.933","0.933","8","6","0.858"
"342","35","hole","HoleRescue","HoleRescue","HoleRescue","普通/恢复","KEPT_CURRENT","OriginalNonTarget","","","","","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset","e4f383dcb156b54449c332bfd5e6b9b0","e4f383dcb156b54449c332bfd5e6b9b0","24","30","720","631","67","24","30","720","631","67","0.8764","","","",""
