campaignOrder,slotKind,idealScore,targetDifficultyTag,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
316,Normal,458.486,Hard,normal_campaign500,normal,421,composite_play_cand_120_composite_portrait150_066_composite_greedy_ab_07_identity_keep_edge120,composite_play_cand_120_composite_portrait150_066_composite_greedy_ab_07_identity_keep_edge120,Hard,447,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,FlowRelief,,32,43,125,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_120_composite_portrait150_066_composite_greedy_ab_07_identity_keep_edge120.asset,ideal=458|target=Hard|kind=Normal|scoreDiff=11
317,Normal,455.82,Normal,normal_campaign500,normal,293,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,21,38,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_61_direct_normal_topup_rect_dual_zone_g7_v08.asset,ideal=456|target=Normal|kind=Normal|scoreDiff=184
318,Shape,462.464,Hard,shape_final_with_supplement,shape,30,r2_outer_strong_005_r2_006_a401_procmask_30_onion_maskproceduralvertical_30x42-maintriumpharchtall,MainTriumphArchTall,Normal,338,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Landmark,30,42,129,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_30_onion_maskproceduralvertical_30x42-maintriumpharchtall_20260611_110546.asset,ideal=462|target=Hard|kind=Shape|theme=Landmark|scoreDiff=124
319,Normal,477.447,Normal,normal_campaign500,normal,163,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,Normal,257,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,103,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset,ideal=477|target=Normal|kind=Normal|scoreDiff=220
320,Normal,497.512,Normal,normal_campaign500,normal,430,composite_play_cand_093_composite_portrait150_019_composite_greedy_ab_02_rot180_keep_edge120,composite_play_cand_093_composite_portrait150_019_composite_greedy_ab_02_rot180_keep_edge120,Hard,480,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,37,135,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_093_composite_portrait150_019_composite_greedy_ab_02_rot180_keep_edge120.asset,ideal=498|target=Normal|kind=Normal|scoreDiff=18
321,Normal,518.005,Flow,normal_campaign500,normal,13,nomask_style_10_zig_river,nomask_style_10_zig_river,Flow,115,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,18,25,53,Assets/ArrowMagic/SOData/Levels/NoMaskProcedural/StylePreview/nomask_style_10_zig_river.asset,ideal=518|target=Flow|kind=Normal|scoreDiff=403
322,Normal,534.158,Hard,normal_campaign500,normal,374,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,Hard,474,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,21,41,139,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03.asset,ideal=534|target=Hard|kind=Normal|scoreDiff=60
323,Shape,520,Normal,shape_final_with_supplement,shape,27,r2_outer_strong_005_r2_006_a401_procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall,MainPainterBustTall,Normal,284,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Art,30,42,104,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_27_onion_maskproceduralvertical_30x42-mainpainterbusttall_20260611_110536.asset,ideal=520|target=Normal|kind=Shape|theme=Art|scoreDiff=236
324,Normal,541.298,VeryHard,normal_campaign500,normal,454,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,VeryHard,634,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,26,41,172,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset,ideal=541|target=VeryHard|kind=Normal|scoreDiff=93
325,Hole,532.033,Normal,hole_mask_early_front,hole,25,r1_ab_282_above300_level_966_final_holeblock_multiseed_final,hole_prod_22x28_standard_r01_r1_ab_282_above300_level_966_final_20260610_115547,Normal,415,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,22,28,72,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_22x28_standard_r01_r1_ab_282_above300_level_966_final_20260610_115547.asset,ideal=532|target=Normal|kind=Hole|hole-spacing|scoreDiff=117
326,Normal,517.99,Hard,normal_campaign500,normal,385,r1_ab_008_above300_level_409_final,r1_ab_008_above300_level_409_final,Hard,467,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,35,34,138,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_008_above300_level_409_final.asset,ideal=518|target=Hard|kind=Normal|scoreDiff=51
327,Normal,503.876,Normal,normal_campaign500,normal,294,direct_normal_88_direct_normal_rect_stair_push_g2_v09,direct_normal_88_direct_normal_rect_stair_push_g2_v09,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,108,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_88_direct_normal_rect_stair_push_g2_v09.asset,ideal=504|target=Normal|kind=Normal|scoreDiff=232
328,Normal,494.417,VeryHard,normal_campaign500,normal,487,direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03,direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03,VeryHard,646,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,28,51,233,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_18_direct_advanced_veryhard_rect_dense_weave_g2_v03.asset,ideal=494|target=VeryHard|kind=Normal|scoreDiff=152
329,Normal,493.061,Normal,normal_campaign500,normal,412,composite_play_cand_040_composite_portrait150_019_composite_greedy_ab_02_hflip_keep_edge120,composite_play_cand_040_composite_portrait150_019_composite_greedy_ab_02_hflip_keep_edge120,Hard,479,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,28,37,135,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_040_composite_portrait150_019_composite_greedy_ab_02_hflip_keep_edge120.asset,ideal=493|target=Normal|kind=Normal|scoreDiff=14
330,Shape,501.034,Normal,shape_final_with_supplement,shape,85,r2_outer_strong_005_r2_006_a401_procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall,TransitionMagicBroomTall,Normal,313,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Magic,34,50,118,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_87_onion_maskproceduralvertical_34x50-transitionmagicbroomtall_20260611_111404.asset,ideal=501|target=Normal|kind=Shape|theme=Magic|scoreDiff=188
331,Normal,517.001,Flow,normal_campaign500,normal,34,r2_outer_strong_062_r2_110_a607,r2_outer_strong_062_r2_110_a607,Flow,121,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,24,32,83,Assets/ArrowMagic/SOData/Levels/Generated/R2OuterStrongRepair/r2_outer_strong_062_r2_110_a607.asset,ideal=517|target=Flow|kind=Normal|scoreDiff=396
332,Shape,520,Hard,shape_final_with_supplement,shape,108,r2_outer_strong_005_r2_006_a401_procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall,TransitionDistinctScissorsTall,Normal,293,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Object,34,46,108,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_110_onion_maskproceduralvertical_34x46-transitiondistinctscissorstall_20260611_111640.asset,ideal=520|target=Hard|kind=Shape|theme=Object|scoreDiff=227
333,Normal,557.579,Normal,normal_campaign500,normal,299,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,34,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_22_direct_normal_topup_rect_stair_push_g8_v03.asset,ideal=558|target=Normal|kind=Normal|scoreDiff=286
334,Normal,572.763,VeryHard,normal_campaign500,normal,476,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02,VeryHard,641,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,24,49,196,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_11_direct_advanced_veryhard_rect_core_burst_g1_v02.asset,ideal=573|target=VeryHard|kind=Normal|scoreDiff=68
335,Normal,579.672,Normal,normal_campaign500,normal,337,direct_normal_44_direct_normal_rect_dense_weave_g4_v05,direct_normal_44_direct_normal_rect_dense_weave_g4_v05,Normal,256,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,37,102,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_44_direct_normal_rect_dense_weave_g4_v05.asset,ideal=580|target=Normal|kind=Normal|scoreDiff=324
336,Normal,577.263,Hard,normal_campaign500,normal,354,direct_normal_115_direct_normal_rect_sweep_g5_v12,direct_normal_115_direct_normal_rect_sweep_g5_v12,Hard,447,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,42,120,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_115_direct_normal_rect_sweep_g5_v12.asset,ideal=577|target=Hard|kind=Normal|scoreDiff=130
337,Shape,520,Normal,shape_final_with_supplement,shape,138,r2_outer_strong_005_r2_006_a401_procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall,MainMusicHeadphonesTall,Normal,288,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Music,30,42,103,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_05_onion_maskfinalsupplement_30x42-mainmusicheadphonestall_20260611_124310.asset,ideal=520|target=Normal|kind=Shape|theme=Music|scoreDiff=232
338,Normal,552.691,VeryHard,normal_campaign500,normal,458,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02,VeryHard,635,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,25,44,185,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02.asset,ideal=553|target=VeryHard|kind=Normal|scoreDiff=82
339,Normal,538.976,Normal,normal_campaign500,normal,151,r1_ab_140_above300_level_635_final,r1_ab_140_above300_level_635_final,Normal,251,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,24,31,74,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_140_above300_level_635_final.asset,ideal=539|target=Normal|kind=Normal|scoreDiff=288
340,Normal,530.522,Normal,normal_campaign500,normal,370,direct_polish_clean_02_direct_polish_normal_rect_lock_buckle_g0_v01,direct_polish_clean_02_direct_polish_normal_rect_lock_buckle_g0_v01,Hard,478,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,21,39,130,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_02_direct_polish_normal_rect_lock_buckle_g0_v01.asset,ideal=531|target=Normal|kind=Normal|scoreDiff=53
341,Normal,530.503,Flow,normal_campaign500,normal,25,r1_outer_strong_065_r1_110_a607,r1_outer_strong_065_r1_110_a607,Flow,119,LowPressure,Flow,StartWide,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,22,32,75,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_065_r1_110_a607.asset,ideal=531|target=Flow|kind=Normal|scoreDiff=412
342,Shape,520,Hard,shape_final_with_supplement,shape,69,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,TransitionOceanOxygenTankTall,Normal,323,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Ocean,34,50,131,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,ideal=520|target=Hard|kind=Shape|theme=Ocean|scoreDiff=197
343,Normal,556.651,Normal,normal_campaign500,normal,303,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,direct_normal_67_direct_normal_rect_dual_zone_g0_v07,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_67_direct_normal_rect_dual_zone_g0_v07.asset,ideal=557|target=Normal|kind=Normal|scoreDiff=285
344,Hole,577.35,VeryHard,hole_mask_early_front,hole,60,r1_ab_008_above300_level_409_final_holeblock_multiseed_final,hole_prod_32x28_wide_r01_r1_ab_008_above300_level_409_final_20260610_125854,VeryHard,630,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,32,28,87,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_32x28_wide_r01_r1_ab_008_above300_level_409_final_20260610_125854.asset,ideal=577|target=VeryHard|kind=Hole|hole-spacing|scoreDiff=53
345,Normal,597.046,Normal,normal_campaign500,normal,144,r1_ab_278_above300_level_955_final,r1_ab_278_above300_level_955_final,Normal,248,LowPressure,Bottleneck,StartMedium,ClearBurst,ChoiceReadable,Tall,VisualSparse,Standard,None,NoRisk,FlowRelief,,18,27,57,Assets/ArrowMagic/SOData/Levels/Seeds/r1_ab_278_above300_level_955_final.asset,ideal=597|target=Normal|kind=Normal|scoreDiff=349
346,Normal,611.19,Hard,normal_campaign500,normal,376,direct_polish_clean_06_direct_polish_normal_rect_stair_push_g0_v01,direct_polish_clean_06_direct_polish_normal_rect_stair_push_g0_v01,Hard,472,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceManyGood,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,21,39,133,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_06_direct_polish_normal_rect_stair_push_g0_v01.asset,ideal=611|target=Hard|kind=Normal|scoreDiff=139
347,Normal,616.752,Normal,normal_campaign500,normal,411,composite_play_cand_002_composite_portrait150_002_composite_greedy_ab_00_identity_keep_edge120,composite_play_cand_002_composite_portrait150_002_composite_greedy_ab_00_identity_keep_edge120,Hard,469,LowPressure,Spike,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,28,38,125,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_002_composite_portrait150_002_composite_greedy_ab_00_identity_keep_edge120.asset,ideal=617|target=Normal|kind=Normal|scoreDiff=148
348,Shape,520,Hard,shape_final_with_supplement,shape,115,r2_outer_strong_005_r2_006_a401_procmask_119_onion_maskproceduralvertical_28x44-mainleaf04tall,MainLeaf04Tall,Normal,277,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Nature,28,44,99,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_119_onion_maskproceduralvertical_28x44-mainleaf04tall_20260611_111814.asset,ideal=520|target=Hard|kind=Shape|theme=Nature|scoreDiff=243
349,Normal,601.981,Normal,normal_campaign500,normal,305,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15,Normal,272,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_149_direct_normal_rect_quasi_symmetry_g2_v15.asset,ideal=602|target=Normal|kind=Normal|scoreDiff=330
350,Normal,587.406,Extreme,normal_campaign500,normal,499,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,Extreme,789,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,35,63,337,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01.asset,ideal=587|target=Extreme|kind=Normal|scoreDiff=202
351,Normal,574.189,Flow,normal_campaign500,normal,16,r1_outer_strong_103_r1_195_a754,r1_outer_strong_103_r1_195_a754,Flow,117,LowPressure,Flow,StartMedium,ClearBurst,ChoiceReadable,Square,VisualSparse,Standard,None,NoRisk,FlowRelief,,23,31,68,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_103_r1_195_a754.asset,ideal=574|target=Flow|kind=Normal|scoreDiff=457
352,Normal,566.808,Hard,normal_campaign500,normal,350,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,Hard,466,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,36,127,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,ideal=567|target=Hard|kind=Normal|scoreDiff=101
353,Normal,568.144,Normal,normal_campaign500,normal,205,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07,Normal,271,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,105,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_69_direct_normal_rect_quasi_symmetry_g0_v07.asset,ideal=568|target=Normal|kind=Normal|scoreDiff=297
354,Shape,520,Hard,shape_final_with_supplement,shape,52,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,TransitionPagodaTall,Normal,333,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Landmark,36,50,132,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,ideal=520|target=Hard|kind=Shape|theme=Landmark|scoreDiff=187
355,Normal,596.382,Normal,normal_campaign500,normal,413,composite_play_cand_030_composite_portrait150_002_composite_greedy_ab_00_hflip_keep_edge120,composite_play_cand_030_composite_portrait150_002_composite_greedy_ab_00_hflip_keep_edge120,Hard,469,LowPressure,Spike,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,28,38,125,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_030_composite_portrait150_002_composite_greedy_ab_00_hflip_keep_edge120.asset,ideal=596|target=Normal|kind=Normal|scoreDiff=127
