campaignOrder,slotKind,templateId,experienceRole,contentSeries,unlockTag,storyBeat,idealScore,targetDifficultyTag,stageRelativeDifficultyTag,stageDifficultyScore,sourcePool,sourceKind,sourceOrder,levelId,assetName,difficultyTagV1,difficultyScoreV1,pressureTag,paceTag,startTag,clearTag,choiceTag,shapeTag,visualTag,noveltyTag,mechanicTag,riskTags,reasonTags,theme,width,height,chains,assetPath,selectionReason
277,Normal,C-Visual,Core,Auto,None,Auto,656.032,Hard,StageNormal,444,normal_campaign500,normal,395,composite_play_cand_031_composite_portrait150_003_composite_greedy_ab_00_hflip_keep_edge120,composite_play_cand_031_composite_portrait150_003_composite_greedy_ab_00_hflip_keep_edge120,Hard,444,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,44,136,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_031_composite_portrait150_003_composite_greedy_ab_00_hflip_keep_edge120.asset,ideal=656|target=Hard|kind=Normal|template=C-Visual|role=Core|scoreDiff=212
278,Normal,C-Visual,Bottleneck,Auto,None,Auto,678.281,Hard,StageNormal,434,normal_campaign500,normal,379,composite_play_cand_008_composite_portrait150_012_composite_greedy_ab_01_identity_keep_edge120,composite_play_cand_008_composite_portrait150_012_composite_greedy_ab_01_identity_keep_edge120,Hard,434,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,31,44,130,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_008_composite_portrait150_012_composite_greedy_ab_01_identity_keep_edge120.asset,ideal=678|target=Hard|kind=Normal|template=C-Visual|role=Bottleneck|scoreDiff=244
279,Shape,C-Visual,VisualSpice,MainShape,None,VisualSpice,520,Hard,StageNormal,445,shape_final_with_supplement,shape,88,r2_outer_strong_005_r2_006_a401_procmask_90_onion_maskproceduralvertical_40x56-bigmagicdragonclawtall,BigMagicDragonClawTall,Hard,445,LowPressure,StopGo,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Magic,40,56,180,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_90_onion_maskproceduralvertical_40x56-bigmagicdragonclawtall_20260611_111414.asset,ideal=520|target=Hard|kind=Shape|template=C-Visual|role=VisualSpice|theme=Magic|scoreDiff=75
280,Normal,C-Visual,Peak,Auto,None,Auto,698.993,VeryHard,StageHard|Peak,659,normal_campaign500,normal,453,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,VeryHard,659,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,28,46,207,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,ideal=699|target=VeryHard|kind=Normal|template=C-Visual|role=Peak|scoreDiff=40
281,Normal,D-Pressure,Flow,Auto,None,Auto,606.67,Normal,StageFlow,276,normal_campaign500,normal,235,direct_normal_18_direct_normal_rect_stair_push_g1_v02,direct_normal_18_direct_normal_rect_stair_push_g1_v02,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,36,114,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset,ideal=607|target=Normal|kind=Normal|template=D-Pressure|role=Flow|scoreDiff=331
282,Hole,D-Pressure,MechanicSpice,HoleMechanic,None,HoleMechanic,608.272,Normal,StageNormal,413,hole_mask_early_front,hole,28,r1_ab_159_above300_level_677_final_take_refill_v2_p2_delta8_occ8_addcells_rewrite_v2_v2_r2_added55_rotation_vflip_holeblock_multiseed_final,hole_prod_24x26_standard_r03_r1_ab_159_above300_level_677_final_take_refi_20260610_115903,Normal,413,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,24,26,69,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x26_standard_r03_r1_ab_159_above300_level_677_final_take_refi_20260610_115903.asset,ideal=608|target=Normal|kind=Hole|template=D-Pressure|role=MechanicSpice|hole-spacing|scoreDiff=195
283,Normal,D-Pressure,Observe,Auto,None,Auto,618.947,Hard,StageNormal,442,normal_campaign500,normal,402,composite_play_cand_006_composite_portrait150_007_composite_greedy_ab_00_identity_keep_edge120,composite_play_cand_006_composite_portrait150_007_composite_greedy_ab_00_identity_keep_edge120,Hard,442,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,42,135,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_006_composite_portrait150_007_composite_greedy_ab_00_identity_keep_edge120.asset,ideal=619|target=Hard|kind=Normal|template=D-Pressure|role=Observe|scoreDiff=177
284,Normal,D-Pressure,Bottleneck,Auto,None,Auto,671.357,Hard,StageNormal,468,normal_campaign500,normal,352,direct_polish_clean_10_direct_polish_normal_rect_section_unlock_g1_v02,direct_polish_clean_10_direct_polish_normal_rect_section_unlock_g1_v02,Hard,468,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,37,126,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_10_direct_polish_normal_rect_section_unlock_g1_v02.asset,ideal=671|target=Hard|kind=Normal|template=D-Pressure|role=Bottleneck|scoreDiff=203
285,Normal,D-Pressure,Recovery,Auto,None,Auto,561.314,Normal,StageFlow,257,normal_campaign500,normal,218,direct_normal_65_direct_normal_rect_sweep_g0_v07,direct_normal_65_direct_normal_rect_sweep_g0_v07,Normal,257,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,38,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_65_direct_normal_rect_sweep_g0_v07.asset,ideal=561|target=Normal|kind=Normal|template=D-Pressure|role=Recovery|scoreDiff=304
286,Shape,D-Pressure,VisualSpice,MainShape,None,VisualSpice,520,Hard,StageNormal,433,shape_final_with_supplement,shape,89,r2_outer_strong_005_r2_006_a401_procmask_91_long_maskproceduralvertical_40x58-bigmagictowerdoortall,BigMagicTowerDoorTall,Hard,433,LowPressure,StopGo,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualDense,VisualSpice,ShapePuzzle,NoRisk,VisualDense|LargeScale|FlowRelief,Magic,40,58,180,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_91_long_maskproceduralvertical_40x58-bigmagictowerdoortall_20260611_111420.asset,ideal=520|target=Hard|kind=Shape|template=D-Pressure|role=VisualSpice|theme=Magic|scoreDiff=87
287,Normal,D-Pressure,Core,Auto,None,Auto,684.962,Hard,StageNormal,434,normal_campaign500,normal,380,composite_play_cand_089_composite_portrait150_012_composite_greedy_ab_01_rot180_keep_edge120,composite_play_cand_089_composite_portrait150_012_composite_greedy_ab_01_rot180_keep_edge120,Hard,434,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,31,44,130,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_089_composite_portrait150_012_composite_greedy_ab_01_rot180_keep_edge120.asset,ideal=685|target=Hard|kind=Normal|template=D-Pressure|role=Core|scoreDiff=251
288,Normal,D-Pressure,Pressure,Auto,None,Auto,721.971,Hard,StageNormal,469,normal_campaign500,normal,413,composite_play_cand_030_composite_portrait150_002_composite_greedy_ab_00_hflip_keep_edge120,composite_play_cand_030_composite_portrait150_002_composite_greedy_ab_00_hflip_keep_edge120,Hard,469,LowPressure,Spike,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,28,38,125,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_030_composite_portrait150_002_composite_greedy_ab_00_hflip_keep_edge120.asset,ideal=722|target=Hard|kind=Normal|template=D-Pressure|role=Pressure|scoreDiff=253
289,Normal,D-Pressure,Recovery,Auto,None,Auto,584.997,Normal,StageFlow,276,normal_campaign500,normal,307,direct_normal_topup_49_direct_normal_topup_rect_section_unlock_g6_v07,direct_normal_topup_49_direct_normal_topup_rect_section_unlock_g6_v07,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,22,35,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_49_direct_normal_topup_rect_section_unlock_g6_v07.asset,ideal=585|target=Normal|kind=Normal|template=D-Pressure|role=Recovery|scoreDiff=309
290,Normal,D-Pressure,Peak,Auto,None,Auto,751.541,VeryHard,StageHard|Peak,648,normal_campaign500,normal,466,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02,VeryHard,648,LowPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale,,27,48,205,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_10_direct_advanced_veryhard_rect_dense_weave_g1_v02.asset,ideal=752|target=VeryHard|kind=Normal|template=D-Pressure|role=Peak|scoreDiff=104
291,Normal,E-Chapter,Flow,Auto,None,Auto,650.885,Normal,StageFlow,276,normal_campaign500,normal,262,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,direct_normal_113_direct_normal_rect_lock_buckle_g5_v12,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,35,107,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset,ideal=651|target=Normal|kind=Normal|template=E-Chapter|role=Flow|scoreDiff=375
292,Shape,E-Chapter,VisualSpice,MainShape,None,VisualSpice,520,Hard,StageNormal,351,shape_final_with_supplement,shape,70,r2_outer_strong_005_r2_006_a401_procmask_71_long_maskproceduralvertical_36x50-transitionoceandivinghelmettall,TransitionOceanDivingHelmetTall,Normal,351,LowPressure,Flow,StartWide,ClearBurst,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Ocean,36,50,143,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_71_long_maskproceduralvertical_36x50-transitionoceandivinghelmettall_20260611_111301.asset,ideal=520|target=Hard|kind=Shape|template=E-Chapter|role=VisualSpice|theme=Ocean|scoreDiff=169
293,Normal,E-Chapter,Observe,Auto,None,Auto,631.777,Hard,StageNormal,438,normal_campaign500,normal,399,composite_play_cand_009_composite_portrait150_014_composite_greedy_ab_01_identity_keep_edge120,composite_play_cand_009_composite_portrait150_014_composite_greedy_ab_01_identity_keep_edge120,Hard,438,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,45,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_009_composite_portrait150_014_composite_greedy_ab_01_identity_keep_edge120.asset,ideal=632|target=Hard|kind=Normal|template=E-Chapter|role=Observe|scoreDiff=194
294,Normal,E-Chapter,Pressure,Auto,None,Auto,669.747,Hard,StageNormal,434,normal_campaign500,normal,381,composite_play_cand_063_composite_portrait150_012_composite_greedy_ab_01_vflip_keep_edge120,composite_play_cand_063_composite_portrait150_012_composite_greedy_ab_01_vflip_keep_edge120,Hard,434,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,31,44,130,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_063_composite_portrait150_012_composite_greedy_ab_01_vflip_keep_edge120.asset,ideal=670|target=Hard|kind=Normal|template=E-Chapter|role=Pressure|scoreDiff=236
295,Normal,E-Chapter,Recovery,Auto,None,Auto,551.597,Normal,StageFlow,257,normal_campaign500,normal,248,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01,Normal,257,LowPressure,Flow,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,37,106,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_08_direct_normal_topup_rect_sweep_g6_v01.asset,ideal=552|target=Normal|kind=Normal|template=E-Chapter|role=Recovery|scoreDiff=295
296,Normal,E-Chapter,Core,Auto,None,Auto,664.667,Hard,StageNormal,454,normal_campaign500,normal,364,r1_outer_strong_164_r1_283_a969,r1_outer_strong_164_r1_283_a969,Hard,454,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,FlowRelief,,30,36,126,Assets/ArrowMagic/SOData/Levels/Generated/R1OuterStrongRepair/r1_outer_strong_164_r1_283_a969.asset,ideal=665|target=Hard|kind=Normal|template=E-Chapter|role=Core|scoreDiff=211
297,Shape,E-Chapter,VisualSpice,MainShape,None,VisualSpice,520,Hard,StageNormal,337,shape_final_with_supplement,shape,54,r2_outer_strong_005_r2_006_a401_procmask_54_long_maskproceduralvertical_38x50-transitionairshiptall,TransitionAirshipTall,Normal,337,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Vehicle,38,50,134,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_54_long_maskproceduralvertical_38x50-transitionairshiptall_20260611_111129.asset,ideal=520|target=Hard|kind=Shape|template=E-Chapter|role=VisualSpice|theme=Vehicle|scoreDiff=183
298,Normal,E-Chapter,Bottleneck,Auto,None,Auto,736.479,Hard,StageNormal,469,normal_campaign500,normal,433,composite_play_cand_057_composite_portrait150_002_composite_greedy_ab_00_vflip_keep_edge120,composite_play_cand_057_composite_portrait150_002_composite_greedy_ab_00_vflip_keep_edge120,Hard,469,LowPressure,Spike,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,28,38,125,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_057_composite_portrait150_002_composite_greedy_ab_00_vflip_keep_edge120.asset,ideal=736|target=Hard|kind=Normal|template=E-Chapter|role=Bottleneck|scoreDiff=267
299,Normal,E-Chapter,Recovery,Auto,None,Auto,616.3,Normal,StageFlow,275,normal_campaign500,normal,141,direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10,direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10,Normal,275,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,38,110,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10.asset,ideal=616|target=Normal|kind=Normal|template=E-Chapter|role=Recovery|scoreDiff=341
300,Normal,E-Chapter,Peak,Auto,None,Auto,796.944,Extreme,StageVeryHard|Peak,789,normal_campaign500,normal,499,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01,Extreme,789,HighPressure,Spike,StartWide,ClearFlow,ChoiceReadable,Tall,VisualDense,Standard,None,NoRisk,VisualDense|LargeScale|FlowRelief,,35,63,337,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_04_direct_polish_extreme_rect_snake_spine_g9_v01.asset,ideal=797|target=Extreme|kind=Normal|template=E-Chapter|role=Peak|scoreDiff=8
301,Normal,A-Standard,Flow,Auto,None,Auto,461.674,Normal,StageFlow,273,normal_campaign500,normal,223,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,Normal,273,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,35,113,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset,ideal=462|target=Normal|kind=Normal|template=A-Standard|role=Flow|scoreDiff=189
302,Hole,A-Standard,MechanicSpice,HoleMechanic,None,HoleMechanic,448.567,Normal,StageNormal,412,hole_mask_early_front,hole,15,r1_ab_178_above300_level_716_final_take_refill_v2_p2_delta16_occ16_addcells_rewrite_v2_v2_l2_added55_rotation_vflip_holeblock_multiseed_final,hole_prod_24x28_slant_r02_r1_ab_178_above300_level_716_final_take_refi_20260610_115037,Normal,412,HighPressure,Spike,StartMedium,ClearFlow,ChoiceReadable,HoleBlocker,VisualMedium,MechanicSpice,HoleBlocker,NoRisk,None,HoleBlocker,24,28,68,Assets/ArrowMagic/SOData/Levels/Production/HoleMask/Candidates/hole_prod_24x28_slant_r02_r1_ab_178_above300_level_716_final_take_refi_20260610_115037.asset,ideal=449|target=Normal|kind=Hole|template=A-Standard|role=MechanicSpice|hole-spacing|scoreDiff=37
303,Normal,A-Standard,VisualSpice,Auto,None,Auto,433.963,Hard,StageNormal,446,normal_campaign500,normal,418,composite_play_cand_166_composite_portrait150_066_composite_greedy_ab_07_vflip_keep_edge120,composite_play_cand_166_composite_portrait150_066_composite_greedy_ab_07_vflip_keep_edge120,Hard,446,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Square,VisualMedium,Standard,None,NoRisk,FlowRelief,,32,43,125,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_166_composite_portrait150_066_composite_greedy_ab_07_vflip_keep_edge120.asset,ideal=434|target=Hard|kind=Normal|template=A-Standard|role=VisualSpice|scoreDiff=12
304,Shape,A-Standard,VisualSpice,MainShape,None,VisualSpice,422.721,Hard,StageFlow,370,shape_final_with_supplement,shape,55,r2_outer_strong_005_r2_006_a401_procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall,TransitionBridgeTowerTall,Normal,370,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualMedium,VisualSpice,ShapePuzzle,NoRisk,LargeScale|FlowRelief,Landmark,36,50,144,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_55_onion_maskproceduralvertical_36x50-transitionbridgetowertall_20260611_111130.asset,ideal=423|target=Hard|kind=Shape|template=A-Standard|role=VisualSpice|theme=Landmark|scoreDiff=53
305,Normal,A-Standard,Recovery,Auto,None,Auto,323.779,Normal,StageFlow,276,normal_campaign500,normal,282,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,direct_normal_71_direct_normal_rect_outer_shell_g1_v08,Normal,276,LowPressure,Bottleneck,StartWide,ClearFlow,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,FlowRelief,,23,34,104,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_71_direct_normal_rect_outer_shell_g1_v08.asset,ideal=324|target=Normal|kind=Normal|template=A-Standard|role=Recovery|scoreDiff=48
306,Normal,A-Standard,Core,Auto,None,Auto,424.073,Hard,StageNormal,438,normal_campaign500,normal,401,composite_play_cand_037_composite_portrait150_014_composite_greedy_ab_01_hflip_keep_edge120,composite_play_cand_037_composite_portrait150_014_composite_greedy_ab_01_hflip_keep_edge120,Hard,438,LowPressure,Bottleneck,StartWide,ClearBurst,ChoiceReadable,Tall,VisualMedium,Standard,None,NoRisk,LargeScale|FlowRelief,,30,45,137,Assets/ArrowMagic/SOData/Levels/Generated/CompositeSeedVariantsABPlayabilityCandidates300/composite_play_cand_037_composite_portrait150_014_composite_greedy_ab_01_hflip_keep_edge120.asset,ideal=424|target=Hard|kind=Normal|template=A-Standard|role=Core|scoreDiff=14
307,Shape,A-Standard,VisualSpice,MainShape,None,VisualSpice,438.003,Hard,StageFlow,307,shape_final_with_supplement,shape,134,r2_outer_strong_005_r2_006_a401_procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall,MainSpaceSaturnIconTall,Normal,307,LowPressure,Flow,StartWide,ClearFlow,ChoiceManyGood,SpecialShape,VisualSparse,VisualSpice,ShapePuzzle,NoRisk,FlowRelief,Space,30,42,111,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_01_onion_maskfinalsupplement_30x42-mainspacesaturnicontall_20260611_124212.asset,ideal=438|target=Hard|kind=Shape|template=A-Standard|role=VisualSpice|theme=Space|scoreDiff=131
