order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality
323,normal,111,shape_ocean,333,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,shape_final_with_supplement,36,44,124,0.975,,17,14.62,,13.2,shape:Ocean:sea-creature:creature:procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:transition,True,333,Normal
324,very_hard,6,section,147.5,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,direct_advanced_candidates,26,44,186,0.985,1.000,15,12.50,37,1190,direct_advanced:section_unlock:g3,ok,True,201.0,ok
325,normal,36,hole_rescue,256,hole_candidate_044_std_26x28_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset,hole_combined_20260613,26,28,66,0.982,0.97,9,0.136,14,0.365,hole_combined:DenseWeave:std_26x28_dense,hole10_v4:DenseWeave:keep,True,256,hole10_v4_keep
326,normal,56,lock,171.8,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,direct_normal_topup_candidates,22,35,104,0.975,0.991,10,7.54,25,448,direct_normal:core_burst:g7,ok,True,189.9,ok
327,normal,120,shape_landmark,327,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,shape_final_with_supplement,38,52,131,0.976,,18,15.48,,13.6,shape:Landmark:architecture:landmark:procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,True,327,Normal
328,hard,7,section,171.1,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset,direct_polish_hard_candidates,24,43,165,0.980,1.000,16,7.25,35,1201,direct_polish:stair_push:g6,ok,True,198.0,ok
329,extreme,7,lock,101.3,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,direct_advanced_candidates,30,54,263,0.981,0.963,26,13.76,53,1923,direct_advanced:lock_buckle:g4,ok,True,208.2,ok
330,normal,161,section,154.2,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,direct_normal_candidates,23,38,113,0.986,1.000,13,8.11,23,540,direct_normal:dual_zone:g1,ok,True,192.3,ok
331,hard,76,sweep,154.3,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,direct_pure_topup_slice08_candidates,21,44,147,0.972,0.984,23,9.77,33,712,asset:direct_pure_topup_08_16_direct_p,ok,True,194.4,ok
332,normal,210,dense,141.8,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset,direct_polish_clean_candidates,20,37,118,0.969,0.964,17,11.45,22,441,direct_polish:dense_weave:g1,ok,True,189.7,ok
333,normal,69,shape_ocean,323,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,shape_final_with_supplement,34,50,131,0.98,,18,15.48,,13.6,shape:Ocean:diving-gear:equipment:procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257,rel:Hard:ShapePressure:Shape:Ocean:diving-gear:equipment:transition,True,323,Normal
334,very_hard,3,lock,150.7,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,direct_advanced_candidates,28,46,207,0.980,1.000,19,9.70,41,1370,direct_advanced:core_burst:g0,ok,True,203.0,ok
335,normal,101,hole_rescue,257,hole_topup_049_topup_wide_30x24_maze,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_049_topup_wide_30x24_maze.asset,hole_combined_20260613,30,24,67,0.98,0.99,4,0.06,21,0.357,hole_combined:MazeLongChain:topup_wide_30x24_maze,hole10_v4:MazeLongChain:keep,True,257,hole10_v4_keep
336,very_hard,2,section,151.9,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,direct_advanced_candidates,28,48,216,0.986,1.000,17,8.00,44,1573,direct_advanced:dual_zone:g3,ok,True,204.6,ok
337,normal,40,maze,175.6,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,direct_normal_candidates,23,36,103,0.984,0.991,18,6.83,20,464,direct_normal:maze_long_chain:g1,ok,True,190.6,ok
338,normal,119,shape_landmark,332,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,shape_final_with_supplement,36,50,134,0.98,,19,16.34,,13.5,shape:Landmark:architecture:landmark:procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,True,332,Normal
339,normal,45,lock,173.9,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,direct_normal_topup_candidates,23,37,110,0.980,1.000,16,6.87,24,535,direct_normal:lock_buckle:g6,ok,True,191.4,ok
340,normal,119,section,160.1,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,direct_normal_candidates,23,36,110,0.981,0.991,13,7.35,22,590,direct_normal:section_unlock:g1,ok,True,191.1,ok
341,hard,68,sweep,157.3,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,direct_pure_topup_slice08_candidates,24,40,154,0.971,0.968,23,12.66,31,722,direct_polish:sweep:g12,ok,True,194.4,ok
342,normal,88,hole_rescue,257,hole_topup_026_topup_std_24x30_dense,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset,hole_combined_20260613,24,30,67,0.974,0.97,10,0.149,18,0.197,hole_combined:DenseWeave:topup_std_24x30_dense,hole10_v4:DenseWeave:keep,True,257,hole10_v4_keep
343,normal,26,shape_art,342,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,shape_final_with_supplement,30,42,135,0.979,,19,16.34,,13.6,shape:Art:studio:character:procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534,rel:Hard:ShapePressure:Shape:Art:studio:character:main,True,342,Normal
344,extreme,5,section,105.0,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset,direct_advanced_candidates,31,56,286,0.983,0.994,23,12.64,61,2059,direct_advanced:stair_push:g6,ok,True,212.5,ok
345,normal,55,sweep,172.2,direct_normal_105_direct_normal_rect_sweep_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,direct_normal_candidates,22,40,115,0.984,0.975,18,6.61,23,661,direct_normal:sweep:g4,ok,True,191.2,ok
346,normal,205,dense,144.3,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset,direct_normal_candidates,20,40,112,0.990,0.991,17,8.81,21,505,direct_normal:dense_weave:g2,ok,True,192.2,ok
347,very_hard,4,lock,148.1,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset,direct_polish_hard_candidates,27,45,189,0.979,1.000,17,9.05,41,1115,direct_polish:core_burst:g6,ok,True,200.8,ok
348,normal,52,shape_landmark,333,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,shape_final_with_supplement,36,50,132,0.983,,18,15.48,,13.7,shape:Landmark:architecture:landmark:procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,True,333,Normal
349,extreme,1,maze,127.7,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,direct_polish_extreme_long_candidates,36,61,347,0.978,0.984,19,12.62,84,2802,direct_polish:long_corridor:g9,ok,True,212.3,ok
350,hard,29,section,163.0,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset,direct_polish_clean_candidates,20,38,120,0.978,0.991,21,12.86,22,564,direct_polish:dual_zone:g2,ok,True,192.0,ok
351,normal,59,hole_rescue,259,hole_candidate_080_wide_30x26_dual,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_080_wide_30x26_dual.asset,hole_combined_20260613,30,26,70,0.976,0.962,8,0.114,21,0.243,hole_combined:DualZone:wide_30x26_dual,hole10_v4:DualZone:keep,True,259,hole10_v4_keep
352,hard,53,lock,159.9,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset,direct_pure_topup_slice10_candidates,23,43,154,0.971,0.969,17,11.38,34,559,direct_polish:lock_buckle:g11,ok,True,194.4,ok
353,shape,89,shape_magic,352,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,shape_final_with_supplement,36,50,141,0.614,,20,17.2,,0.208,shape:Magic:SpecialShape,NoRisk|yellow_replacement:BottleneckHeavy|GrindyLowClear,True,352,Normal
354,hard,50,section,160.1,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset,direct_polish_clean_candidates,22,36,126,0.985,0.973,23,11.70,24,519,direct_polish:quasi_symmetry:g0,ok,True,192.6,ok
355,normal,109,dense,161.6,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset,direct_normal_candidates,22,40,108,0.982,0.992,13,7.95,24,476,direct_normal:dense_weave:g0,ok,True,190.9,ok
356,hard,14,section,167.0,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset,direct_pure_topup_slice10_candidates,22,41,148,0.984,0.984,17,11.69,29,817,direct_polish:section_unlock:g11,ok,True,195.6,ok
357,normal,27,dense,182.0,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset,direct_normal_candidates,22,38,103,0.984,1.000,14,6.06,21,490,asset:direct_normal_21_direct_normal_r,ok,True,191.0,ok
358,normal,72,shape_ocean,356,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset,shape_final_with_supplement,38,50,137,0.972,,19,16.34,,13.9,shape:Ocean:sea-creature:creature:procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305,rel:Hard:ShapePressure:Shape:Ocean:sea-creature:creature:transition,True,356,Normal
359,extreme,0,section,93.2,direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02.asset,direct_advanced_candidates,30,54,270,0.983,0.982,27,15.57,58,2106,direct_advanced:stair_push:g5,ok,True,210.0,ok
360,normal,187,maze,150.2,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset,direct_normal_candidates,23,40,118,0.987,1.000,17,9.56,26,596,direct_normal:maze_long_chain:g1,ok,True,193.0,ok
361,very_hard,39,sweep,115.8,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset,direct_polish_hard_candidates,23,47,177,0.976,0.971,26,14.33,35,660,direct_polish:sweep:g5,ok,True,197.8,ok
362,normal,91,dense,165.2,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset,direct_normal_topup_candidates,23,35,113,0.984,0.982,17,7.25,23,616,direct_normal:dense_weave:g9,ok,True,191.3,ok
363,normal,56,shape_landmark,362,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset,shape_final_with_supplement,34,50,138,0.98,,19,16.34,,14,shape:Landmark:architecture:landmark:procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,True,362,Normal
364,hard,74,sweep,155.7,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset,direct_pure_topup_slice07_candidates,25,42,166,0.980,0.985,24,8.12,36,820,asset:direct_pure_topup_07_10_direct_p,ok,True,197.4,ok
365,very_hard,17,lock,138.9,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06.asset,direct_advanced_candidates,28,45,204,0.989,1.000,20,10.31,45,1291,direct_advanced:core_burst:g1,ok,True,203.5,ok
366,hard,84,section,152.1,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03.asset,direct_polish_clean_candidates,21,41,139,0.974,0.983,27,12.78,34,543,direct_polish:stair_push:g2,ok,True,193.6,too-open
367,normal,58,hole_rescue,260,hole_candidate_078_wide_30x26_lock,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_078_wide_30x26_lock.asset,hole_combined_20260613,30,26,72,0.975,0.971,17,0.236,16,0.229,hole_combined:LockBuckle:wide_30x26_lock,hole10_v4:LockBuckle:keep,True,260,hole10_v4_keep
368,normal,84,shape_magic,361,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset,shape_final_with_supplement,36,48,139,0.976,,19,16.34,,14.1,shape:Magic:alchemy:object:procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402,rel:Novelty:ShapeVisual:Shape:Magic:alchemy:object:transition,True,361,Normal
369,very_hard,12,lock,141.7,direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02.asset,direct_advanced_candidates,25,47,198,0.980,1.000,23,10.07,44,1260,direct_advanced:lock_buckle:g1,ok,True,201.9,ok
370,hard,0,section,140.2,direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07.asset,direct_pure_topup_slice09_candidates,24,40,149,0.970,0.952,27,14.45,27,650,direct_polish:quasi_symmetry:g9,ok,True,193.0,too-open
371,normal,36,maze,177.8,direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01.asset,direct_pure_normal_extra_slice01_candidates,21,34,100,0.982,0.991,15,6.86,20,518,direct_normal:maze_long_chain:g15,ok,True,189.9,ok
372,hard,12,section,168.4,direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02.asset,direct_polish_clean_candidates,23,40,147,0.985,0.967,18,8.84,31,844,direct_polish:stair_push:g1,ok,True,194.8,ok
