order,stage,currentDifficulty,proposedDifficulty,difficultyDelta,reviewWarnings,evidenceScore,chainPctInStage,dependencyPctInStage,openerPressure,choicePressure,levelType,type,slotRole,relativeDifficulty,chains,score,openers,avgChoices,dependencyBlocks,validationMatched,validationStatus,validationFlags,shapeId,levelId,proposalReason,sourceAsset
318,301-350,1,1,0,,0.389,0.62,0.18,0.44,0.04,普通,shape_character,Shape,Novelty,126,333.0,18.0,15.48,13.0,1,Green,BottleneckHeavy,shape_main_bunny_tall,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset
319,301-350,1,1,0,,0.341,0.44,0.62,0.0,0.44,普通,lock,Recovery,Recovery,115,145.7,24.0,9.64,576.0,1,Green,None,,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset
320,301-350,1,1,0,,0.436,0.4,0.58,0.34,0.62,普通,section,Normal,Normal,114,162.4,17.0,8.2,556.0,1,Green,None,,direct_normal_18_direct_normal_rect_stair_push_g1_v02,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset
321,301-350,1,1,0,,0.228,0.26,0.36,0.56,0.36,普通,maze,Recovery,Recovery,108,162.1,15.0,10.28,441.0,1,Green,None,,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset
322,301-350,1,1,0,,0.281,0.12,0.42,0.36,0.74,普通,dense,Normal,Normal,101,166.0,15.0,7.49,470.0,1,Green,None,,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset
323,301-350,1,1,0,,0.403,0.6,0.2,0.62,0.14,普通,shape_ocean,Shape,Novelty,124,333.0,17.0,14.62,13.2,1,Green,None,shape_transition_distinct_crab_tall,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset
324,301-350,2,3,1,NeedRevalidate,0.779,0.84,0.84,0.9,0.32,普通,section,Pressure,Hard,186,147.5,15.0,12.5,1190.0,0,Missing,Missing,,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,rhythm=Hard;slot=Pressure;stage_chain_top25;dependency_top25;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset
325,301-350,3,1,-2,NeedRevalidate,0.202,0.06,0.12,0.64,0.96,hole,hole_rescue,HoleRescue,Mechanic,66,256.0,9.0,0.136,0.365,0,Missing,Missing,,hole_candidate_044_std_26x28_dense,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_044_std_26x28_dense.asset
326,301-350,1,1,0,,0.332,0.2,0.38,0.8,0.7,普通,lock,Normal,Normal,104,171.8,10.0,7.54,448.0,1,Green,None,,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset
327,301-350,1,2,1,,0.443,0.66,0.28,0.58,0.04,普通,shape_landmark,Shape,Novelty,131,327.0,18.0,15.48,13.6,1,Green,None,shape_transition_wide_landmark06_tall,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset
328,301-350,2,3,1,,0.788,0.8,0.88,0.78,0.78,普通,section,Pressure,Hard,165,171.1,16.0,7.25,1201.0,1,Green,None,,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,rhythm=Hard;slot=Pressure;stage_chain_top25;dependency_top25;few_openers_relative;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset
329,301-350,4,4,0,,1.002,0.94,0.94,0.76,0.22,普通,lock,Peak,RelativeExtreme,263,101.3,26.0,13.76,1923.0,1,Green,None,,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,rhythm=RelativeExtreme;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset
330,301-350,1,2,1,,0.448,0.38,0.56,0.7,0.64,普通,section,Normal,Normal,113,154.2,13.0,8.11,540.0,1,Green,None,,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset
331,301-350,1,2,1,,0.528,0.76,0.76,0.22,0.4,普通,sweep,Recovery,Recovery,147,154.3,23.0,9.77,712.0,1,Green,None,,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,slot=Recovery;stage_chain_top25;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset
332,301-350,1,1,0,,0.399,0.48,0.36,0.42,0.34,普通,dense,Normal,Normal,118,141.8,17.0,11.45,441.0,1,Green,None,,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset
333,301-350,1,2,1,,0.443,0.66,0.28,0.58,0.04,普通,shape_ocean,Shape,Novelty,131,323.0,18.0,15.48,13.6,1,Green,BottleneckHeavy,shape_transition_ocean_oxygen_tank_tall,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset
334,301-350,2,3,1,,0.821,0.9,0.9,0.84,0.42,普通,lock,Pressure,Hard,207,150.7,19.0,9.7,1370.0,1,Green,None,,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset
335,301-350,3,1,-2,NeedRevalidate,0.237,0.1,0.1,0.96,0.98,hole,hole_rescue,HoleRescue,Mechanic,67,257.0,4.0,0.06,0.357,0,Missing,Missing,,hole_topup_049_topup_wide_30x24_maze,slot=HoleRescue;few_openers_relative;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_049_topup_wide_30x24_maze.asset
336,301-350,4,4,0,,1.023,0.92,0.92,0.94,0.66,普通,section,Peak,RelativeExtreme,216,151.9,17.0,8.0,1573.0,1,Green,None,,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,rhythm=RelativeExtreme;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset
337,301-350,1,1,0,,0.2,0.18,0.4,0.12,0.86,普通,maze,Recovery,Recovery,103,175.6,18.0,6.83,464.0,1,Green,None,,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,slot=Recovery;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset
338,301-350,1,2,1,,0.441,0.72,0.22,0.46,0.0,普通,shape_landmark,Shape,Novelty,134,332.0,19.0,16.34,13.5,1,Green,None,shape_transition_wide_landmark05_tall,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset
339,301-350,1,1,0,,0.397,0.3,0.54,0.4,0.82,普通,lock,Normal,Normal,110,173.9,16.0,6.87,535.0,1,Green,None,,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset
340,301-350,1,1,0,,0.441,0.3,0.64,0.68,0.76,普通,section,Normal,Normal,110,160.1,13.0,7.35,590.0,1,Green,BottleneckHeavy,,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset
341,301-350,1,2,1,,0.539,0.78,0.78,0.28,0.26,普通,sweep,Recovery,Recovery,154,157.3,23.0,12.66,722.0,1,Green,None,,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,slot=Recovery;stage_chain_top25;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset
342,301-350,3,1,-2,NeedRevalidate,0.172,0.1,0.04,0.3,0.94,hole,hole_rescue,HoleRescue,Mechanic,67,257.0,10.0,0.149,0.197,0,Missing,Missing,,hole_topup_026_topup_std_24x30_dense,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_026_topup_std_24x30_dense.asset
343,301-350,1,2,1,,0.469,0.74,0.28,0.5,0.0,普通,shape_art,Shape,Novelty,135,342.0,19.0,16.34,13.6,1,Green,None,shape_main_classic_portrait_tall,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset
344,301-350,2,3,1,NeedRevalidate,0.862,0.96,0.96,0.92,0.28,普通,section,Pressure,Hard,286,105.0,23.0,12.64,2059.0,0,Missing,Missing,,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset
345,301-350,1,1,0,,0.4,0.44,0.7,0.2,0.88,普通,sweep,Recovery,Recovery,115,172.2,18.0,6.61,661.0,1,Green,None,,direct_normal_105_direct_normal_rect_sweep_g4_v11,slot=Recovery;low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset
346,301-350,1,1,0,,0.382,0.36,0.48,0.26,0.56,普通,dense,Normal,Normal,112,144.3,17.0,8.81,505.0,1,Green,None,,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,stage_quota_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset
347,301-350,4,4,0,,0.951,0.86,0.8,0.86,0.52,普通,lock,Peak,RelativeExtreme,189,148.1,17.0,9.05,1115.0,1,Green,None,,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,rhythm=RelativeExtreme;slot=Peak;stage_chain_top25;dependency_top25;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset
348,301-350,1,2,1,,0.461,0.68,0.3,0.64,0.04,普通,shape_landmark,Shape,Novelty,132,333.0,18.0,15.48,13.7,1,Green,None,shape_transition_pagoda_tall,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset
349,301-350,2,4,2,,0.895,1.0,1.0,0.98,0.3,普通,maze,Pressure,Hard,347,127.7,19.0,12.62,2802.0,1,Green,None,,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset
350,301-350,1,1,0,,0.366,0.52,0.6,0.1,0.24,普通,section,Recovery,Recovery,120,163.0,21.0,12.86,564.0,1,Green,None,,direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_23_direct_polish_normal_rect_dual_zone_g2_v03.asset
351,351-400,3,1,-2,NeedRevalidate,0.187,0.02,0.08,0.82,0.96,hole,hole_rescue,HoleRescue,Mechanic,70,259.0,8.0,0.114,0.243,0,Missing,Missing,,hole_candidate_080_wide_30x26_dual,slot=HoleRescue;few_openers_relative;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_080_wide_30x26_dual.asset
352,351-400,2,2,0,,0.625,0.7,0.48,0.88,0.46,普通,lock,Pressure,Hard,154,159.9,17.0,11.38,559.0,1,Green,None,,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,rhythm=Hard;slot=Pressure;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset
353,351-400,1,1,0,,0.269,0.44,0.04,0.36,0.06,普通,shape_magic,Shape,Novelty,141,352.0,20.0,17.2,0.208,1,Green,BottleneckHeavy,shape_transition_magic_knight_helmet_tall,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset
354,351-400,1,1,0,,0.217,0.3,0.38,0.06,0.4,普通,section,Recovery,Recovery,126,160.1,23.0,11.7,519.0,1,Green,None,,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset
355,351-400,1,1,0,,0.305,0.18,0.32,0.74,0.76,普通,dense,Normal,Normal,108,161.6,13.0,7.95,476.0,1,Green,PeakTooFlat,,direct_normal_124_direct_normal_rect_dense_weave_g0_v13,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_124_direct_normal_rect_dense_weave_g0_v13.asset
356,351-400,2,3,1,,0.656,0.62,0.74,0.8,0.42,普通,section,Pressure,Hard,148,167.0,17.0,11.69,817.0,1,Green,None,,direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09,rhythm=Hard;slot=Pressure;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_09_direct_polish_hard_pure_rect_section_unlock_g11_v09.asset
357,351-400,1,1,0,,0.289,0.14,0.34,0.58,0.88,普通,dense,Normal,Normal,103,182.0,14.0,6.06,490.0,1,Green,None,,direct_normal_21_direct_normal_rect_outer_shell_g2_v03,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_21_direct_normal_rect_outer_shell_g2_v03.asset
358,351-400,1,1,0,,0.278,0.36,0.14,0.5,0.16,普通,shape_ocean,Shape,Novelty,137,356.0,19.0,16.34,13.9,1,Green,None,shape_transition_ocean_lobster_tall,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset
359,351-400,4,4,0,NeedRevalidate,1.035,0.96,0.98,0.92,0.26,普通,section,Peak,RelativeExtreme,270,93.2,27.0,15.57,2106.0,0,Missing,Missing,,direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02,rhythm=RelativeExtreme;slot=Peak;stage_chain_top10;dependency_top10;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_61_direct_advanced_extreme_rect_stair_push_g5_v02.asset
360,351-400,1,1,0,,0.282,0.28,0.54,0.32,0.6,普通,maze,Recovery,Recovery,118,150.2,17.0,9.56,596.0,1,Green,None,,direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_140_direct_normal_rect_maze_long_chain_g1_v14.asset
361,351-400,1,2,1,NeedRevalidate,0.54,0.84,0.68,0.28,0.32,普通,sweep,Recovery,Recovery,177,115.8,26.0,14.33,660.0,0,Missing,Missing,,direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02,slot=Recovery;stage_chain_top25;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_17_direct_polish_hard_rect_sweep_g5_v02.asset
362,351-400,1,1,0,,0.352,0.2,0.58,0.22,0.8,普通,dense,Normal,Normal,113,165.2,17.0,7.25,616.0,1,Green,None,,direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04,low_choice_pressure,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_27_direct_normal_topup_rect_dense_weave_g9_v04.asset
363,351-400,1,1,0,,0.306,0.38,0.2,0.54,0.16,普通,shape_landmark,Shape,Novelty,138,362.0,19.0,16.34,14.0,1,Green,None,shape_transition_obelisk_tall,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset
364,351-400,1,3,2,,0.657,0.8,0.76,0.3,0.74,普通,sweep,Normal,Normal,166,155.7,24.0,8.12,820.0,1,Green,None,,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,stage_chain_top25;dependency_top25,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset
365,351-400,2,3,1,,0.853,0.92,0.94,0.94,0.52,普通,lock,Pressure,Hard,204,138.9,20.0,10.31,1291.0,1,Green,None,,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06.asset
366,351-400,1,1,0,,0.28,0.42,0.44,0.02,0.36,普通,section,Recovery,Recovery,139,152.1,27.0,12.78,543.0,1,Green,None,,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,slot=Recovery,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03.asset
367,351-400,3,1,-2,NeedRevalidate,0.146,0.08,0.06,0.0,0.9,hole,hole_rescue,HoleRescue,Mechanic,72,260.0,17.0,0.236,0.229,0,Missing,Missing,,hole_candidate_078_wide_30x26_lock,slot=HoleRescue;low_choice_pressure;hole_stage_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_078_wide_30x26_lock.asset
368,351-400,1,1,0,,0.33,0.42,0.22,0.56,0.16,普通,shape_magic,Shape,Novelty,139,361.0,19.0,16.34,14.1,1,Green,None,shape_transition_magic_cauldron_tall,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,slot=Shape;shape_can_carry_stage_pressure,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset
369,351-400,2,3,1,NeedRevalidate,0.83,0.9,0.92,0.78,0.56,普通,lock,Pressure,Hard,198,141.7,23.0,10.07,1260.0,0,Missing,Missing,,direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02,rhythm=Hard;slot=Pressure;stage_chain_top10;dependency_top10;few_openers_relative;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02.asset
370,351-400,1,2,1,NeedRevalidate,0.52,0.64,0.64,0.1,0.3,普通,section,Normal,Normal,149,140.2,27.0,14.45,650.0,0,Missing,Missing,,direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07,needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_19_direct_polish_hard_pure_rect_quasi_symmetry_g9_v07.asset
371,351-400,1,1,0,NeedRevalidate,0.26,0.12,0.36,0.24,0.84,普通,maze,Normal,Normal,100,177.8,15.0,6.86,518.0,0,Missing,Missing,,direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01,low_choice_pressure;needs_revalidation,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_08_direct_normal_pure_extra_rect_maze_long_chain_g15_v01.asset
