order,slotRole,relativeDifficulty,template,bucket,type,styleKey,chains,score,openers,avgChoices,dependencyBlocks,levelId,path,families,qualityFlags,portableQuality
323,Shape,Novelty,E_early_peak,normal,shape_character,Character,126,333,18,15.48,13,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,shape:Character:animals-mascots:character:procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835,rel:VeryHard:ShapePeak:Shape:Character:animals-mascots:character:main,Normal
324,Normal,Normal,E_early_peak,normal,maze,maze_long_chain,112,161.0,13,9.16,373,direct_polish_clean_09_direct_polish_normal_rect_maze_long_chain_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_09_direct_polish_normal_rect_maze_long_chain_g0_v01.asset,direct_polish:maze_long_chain:g0,ok,ok
325,Recovery,Recovery,E_early_peak,hard,sweep,direct_pure_topup_09_02_direct_p,150,148.6,21,13.47,731,direct_pure_topup_09_02_direct_polish_hard_pure_rect_outer_shell_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_02_direct_polish_hard_pure_rect_outer_shell_g13_v05.asset,asset:direct_pure_topup_09_02_direct_p,ok,ok
326,Peak,RelativeExtreme,E_early_peak,extreme,section,dual_zone,318,119.0,26,9.07,2770,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset,direct_advanced:dual_zone:g5,ok;rel:RelativeExtreme:Peak,ok
327,Normal,Normal,E_early_peak,hard,lock,core_burst,164,160.2,24,9.84,804,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,direct_polish:core_burst:g5,ok;rel:Normal:Normal,ok
328,Shape,Novelty,E_early_peak,normal,shape_ocean,Ocean,124,333,17,14.62,13.2,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,shape:Ocean:sea-creature:creature:procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:transition,Normal
329,Recovery,Recovery,E_early_peak,hard,section,stair_push,143,160.3,26,10.02,673,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,direct_polish:stair_push:g9,ok;rel:Normal:Normal,ok
330,Normal,Normal,E_early_peak,normal,section,section_unlock,110,195.8,13,5.96,558,direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_73_direct_normal_topup_rect_section_unlock_g9_v10.asset,direct_normal:section_unlock:g9,ok,ok
331,Recovery,Recovery,A_peak9,hard,sweep,sweep,137,162.8,17,8.78,658,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset,direct_polish:sweep:g0,ok;rel:Normal:Normal,ok
332,Normal,Normal,A_peak9,hard,section,dual_zone,136,160.2,18,11.64,593,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset,direct_polish:dual_zone:g12,ok;rel:Normal:Normal,ok
333,Shape,Novelty,A_peak9,normal,shape_landmark,Landmark,131,327,18,15.48,13.6,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,shape:Landmark:architecture:landmark:procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
334,Pressure,Hard,A_peak9,very_hard,lock,core_burst,204,138.9,20,10.31,1291,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06.asset,direct_advanced:core_burst:g1,ok;rel:VeryHard:Peak,ok
335,Recovery,Recovery,A_peak9,hard,maze,maze_long_chain,167,140.7,31,13.14,758,direct_polish_hard_09_direct_polish_hard_rect_maze_long_chain_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_09_direct_polish_hard_rect_maze_long_chain_g4_v01.asset,direct_polish:maze_long_chain:g4,too-open;rel:Hard:Pressure,too-open
336,Normal,Normal,A_peak9,normal,dense,dense_weave,115,167.7,17,6.98,571,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_84_direct_normal_rect_dense_weave_g2_v09.asset,direct_normal:dense_weave:g2,ok;rel:Normal:Normal,ok
337,Shape,Novelty,A_peak9,normal,shape_ocean,Ocean,131,323,18,15.48,13.6,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,shape:Ocean:diving-gear:equipment:procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257,rel:Hard:ShapePressure:Shape:Ocean:diving-gear:equipment:transition,Normal
338,Pressure,Hard,A_peak9,very_hard,section,dual_zone,201,141.0,17,8.98,1194,direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset,direct_advanced:dual_zone:g2,ok;rel:Hard:Pressure,ok
339,Peak,RelativeExtreme,A_peak9,extreme,lock,lock_buckle,263,101.3,26,13.76,1923,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,direct_advanced:lock_buckle:g4,ok;rel:RelativeExtreme:Peak,ok
340,Normal,Normal,A_peak9,hard,section,section_unlock,126,164.3,18,7.56,616,direct_polish_clean_10_direct_polish_normal_rect_section_unlock_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_10_direct_polish_normal_rect_section_unlock_g1_v02.asset,direct_polish:section_unlock:g1,ok;rel:Normal:Normal,ok
341,Recovery,Recovery,F_chapter_breath,hard,sweep,direct_pure_topup_08_16_direct_p,147,154.3,23,9.77,712,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,asset:direct_pure_topup_08_16_direct_p,ok;rel:Normal:Normal,ok
342,HoleRescue,Mechanic,F_chapter_breath,normal,hole_rescue,standard_22x26_mid,77,264,68,68,41,hole_proc_standard_22x26_mid_919367_22x26_c77,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_22x26_mid_919367_22x26_c77.asset,hole_procedural:standard_22x26_mid,procedural_hole_standard,procedural_hole_standard
343,Shape,Novelty,F_chapter_breath,normal,shape_landmark,Landmark,134,332,19,16.34,13.5,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,shape:Landmark:architecture:landmark:procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
344,Pressure,Hard,F_chapter_breath,very_hard,lock,core_burst,172,148.1,22,9.40,881,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01.asset,direct_polish:core_burst:g4,ok,ok
345,Normal,Normal,F_chapter_breath,normal,dense,direct_normal_61_direct_normal_r,116,172.9,18,6.34,557,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_61_direct_normal_rect_outer_shell_g0_v07.asset,asset:direct_normal_61_direct_normal_r,ok;rel:Normal:Normal,ok
346,Peak,RelativeExtreme,F_chapter_breath,very_hard,section,dual_zone,216,151.9,17,8.00,1573,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,direct_advanced:dual_zone:g3,ok;rel:VeryHard:Peak,ok
347,Recovery,Recovery,F_chapter_breath,hard,section,section_unlock,149,156.1,21,13.08,650,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,direct_polish:section_unlock:g10,ok;rel:Normal:Normal,ok
348,Shape,Novelty,F_chapter_breath,normal,shape_art,Art,135,342,19,16.34,13.6,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,shape:Art:studio:character:procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534,rel:Hard:ShapePressure:Shape:Art:studio:character:main,Normal
349,Normal,Normal,F_chapter_breath,hard,lock,lock_buckle,146,152.4,27,12.73,719,direct_polish_clean_11_direct_polish_normal_rect_lock_buckle_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_11_direct_polish_normal_rect_lock_buckle_g1_v02.asset,direct_polish:lock_buckle:g1,ok,too-open
350,Normal,Normal,F_chapter_breath,hard,section,quasi_symmetry,155,149.4,21,15.34,638,direct_pure_topup_07_07_direct_polish_hard_pure_rect_quasi_symmetry_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_07_direct_polish_hard_pure_rect_quasi_symmetry_g9_v01.asset,direct_polish:quasi_symmetry:g9,ok;rel:Normal:Normal,ok
351,Recovery,Recovery,B_peak7_end_calm,hard,maze,maze_long_chain,158,159.2,24,13.70,730,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,direct_polish:maze_long_chain:g9,ok;rel:Normal:Normal,ok
352,Normal,Normal,B_peak7_end_calm,normal,section,dual_zone,110,196.3,10,6.22,575,direct_normal_107_direct_normal_rect_dual_zone_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_107_direct_normal_rect_dual_zone_g4_v11.asset,direct_normal:dual_zone:g4,ok,ok
353,Shape,Novelty,B_peak7_end_calm,normal,shape_landmark,Landmark,132,333,18,15.48,13.7,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,shape:Landmark:architecture:landmark:procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
354,Pressure,Hard,B_peak7_end_calm,normal,lock,core_burst,88,156.0,18,7.61,392,direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_04_direct_normal_pure_extra_rect_core_burst_g15_v01.asset,direct_normal:core_burst:g15,ok;rel:Recovery:Recovery,ok
355,Recovery,Recovery,B_peak7_end_calm,hard,sweep,sweep,154,157.3,23,12.66,722,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,direct_polish:sweep:g12,ok,ok
356,Normal,Normal,B_peak7_end_calm,hard,section,quasi_symmetry,146,156.7,25,9.10,824,direct_pure_topup_10_15_direct_polish_hard_pure_rect_quasi_symmetry_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_15_direct_polish_hard_pure_rect_quasi_symmetry_g11_v09.asset,direct_polish:quasi_symmetry:g11,ok;rel:Normal:Normal,ok
357,Peak,RelativeExtreme,B_peak7_end_calm,very_hard,lock,lock_buckle,194,115,26,13.88,819,direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_25_direct_advanced_veryhard_rect_lock_buckle_g3_v04.asset,direct_advanced:lock_buckle:g3,ok|yellow_replacement:GrindyLowClear,ok
358,Shape,Novelty,B_peak7_end_calm,shape,shape_magic,Magic,141,352,20,17.2,0.208,r2_outer_strong_005_r2_006_a401_procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_89_long_maskproceduralvertical_36x50-transitionmagicknighthelmettall_20260611_111411.asset,shape:Magic:SpecialShape,NoRisk|yellow_replacement:BottleneckHeavy|GrindyLowClear,Normal
359,Pressure,Hard,B_peak7_end_calm,hard,section,stair_push,144,169.3,16,7.17,854,direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_08_direct_polish_hard_pure_rect_stair_push_g14_v06.asset,direct_polish:stair_push:g14,ok;rel:Normal:Normal,ok
360,Recovery,Recovery,B_peak7_end_calm,hard,dense,dense_weave,136,162.8,20,10.60,569,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,direct_polish:dense_weave:g2,ok;rel:Normal:Normal,ok
361,Recovery,Recovery,C_double_wave,hard,sweep,sweep,139,157.9,18,9.12,786,direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02.asset,direct_polish:sweep:g1,ok;rel:Normal:Normal,ok
362,Pressure,Hard,C_double_wave,extreme,maze,long_corridor,347,127.7,19,12.62,2802,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,direct_polish:long_corridor:g9,ok;rel:RelativeExtreme:Peak,ok
363,Shape,Novelty,C_double_wave,normal,shape_ocean,Ocean,137,356,19,16.34,13.9,r2_outer_strong_005_r2_006_a401_procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305.asset,shape:Ocean:sea-creature:creature:procmask_73_onion_maskproceduralvertical_38x50-transitionoceanlobstertall_20260611_111305,rel:Hard:ShapePressure:Shape:Ocean:sea-creature:creature:transition,Normal
364,Recovery,Recovery,C_double_wave,hard,dense,dense_weave,127,165.3,19,9.58,543,direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_03_direct_polish_normal_rect_dense_weave_g0_v01.asset,direct_polish:dense_weave:g0,ok,ok
365,Normal,Normal,C_double_wave,hard,section,dual_zone,120,185.0,15,6.15,631,direct_normal_157_direct_normal_rect_dual_zone_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_157_direct_normal_rect_dual_zone_g3_v16.asset,direct_normal:dual_zone:g3,ok,ok
366,Pressure,Hard,C_double_wave,hard,section,stair_push,147,159.0,20,10.05,869,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,direct_polish:stair_push:g13,ok;rel:Normal:Normal,ok
367,HoleRescue,Mechanic,C_double_wave,normal,hole_rescue,standard_21x25_small,74,262,66,66,39.6,hole_proc_standard_21x25_small_917285_21x25_c74,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_21x25_small_917285_21x25_c74.asset,hole_procedural:standard_21x25_small,procedural_hole_standard,procedural_hole_standard
368,Shape,Novelty,C_double_wave,normal,shape_landmark,Landmark,138,362,19,16.34,14,r2_outer_strong_005_r2_006_a401_procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133.asset,shape:Landmark:architecture:landmark:procmask_56_onion_maskproceduralvertical_34x50-transitionobelisktall_20260611_111133,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,Normal
369,Peak,RelativeExtreme,C_double_wave,very_hard,lock,lock_buckle,172,111,31,10.18,939,direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03.asset,direct_polish:lock_buckle:g11,too-open|yellow_replacement:GrindyLowClear,too-open
370,Recovery,Recovery,C_double_wave,hard,section,quasi_symmetry,143,161.0,20,9.31,759,direct_pure_topup_10_05_direct_polish_hard_pure_rect_quasi_symmetry_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_05_direct_polish_hard_pure_rect_quasi_symmetry_g10_v08.asset,direct_polish:quasi_symmetry:g10,ok;rel:Hard:Pressure,ok
371,Recovery,Recovery,D_visual_middle,normal,maze,maze_long_chain,109,149.1,17,6.88,617,direct_normal_40_direct_normal_rect_maze_long_chain_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_40_direct_normal_rect_maze_long_chain_g3_v04.asset,direct_normal:maze_long_chain:g3,ok;rel:Normal:Normal,ok
372,Normal,Normal,D_visual_middle,hard,dense,dense_weave,121,171.1,19,7.17,568,direct_normal_topup_59_direct_normal_topup_rect_dense_weave_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_59_direct_normal_topup_rect_dense_weave_g7_v08.asset,direct_normal:dense_weave:g7,ok;rel:Normal:Normal,ok
373,Shape,Novelty,D_visual_middle,normal,shape_magic,Magic,139,361,19,16.34,14.1,r2_outer_strong_005_r2_006_a401_procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402.asset,shape:Magic:alchemy:object:procmask_86_onion_maskproceduralvertical_36x48-transitionmagiccauldrontall_20260611_111402,rel:Novelty:ShapeVisual:Shape:Magic:alchemy:object:transition,Normal
