order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,slotRole,relativeDifficulty,template,styleKey,pressureScore
305,very_hard,13,lock,141.2,direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_19_direct_advanced_veryhard_rect_core_burst_g2_v03.asset,direct_advanced_candidates,25,44,181,0.980,0.993,17,9.82,39,1197,direct_advanced:core_burst:g2,ok,True,199.6,ok,Pressure,Hard,D_visual_middle,core_burst,206.8
306,normal,69,maze,167.9,direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/NormalExtraSlice01/direct_pure_normal_extra_01_24_direct_normal_pure_extra_rect_maze_long_chain_g17_v03.asset,direct_pure_normal_extra_slice01_candidates,21,36,108,0.988,0.991,20,7.52,26,535,direct_normal:maze_long_chain:g17,ok,True,191.5,ok,Recovery,Recovery,D_visual_middle,maze_long_chain,115.4
307,normal,71,shape_ocean,322,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset,shape_final_with_supplement,36,48,122,0.976,,17,14.62,,13,shape:Ocean:sea-creature:creature:procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:transition,True,322,Normal,Shape,Novelty,D_visual_middle,Ocean,130.3
308,normal,64,section,168.5,direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_15_direct_normal_pure_rect_dual_zone_g10_v05.asset,direct_pure_topup_slice05_candidates,21,37,106,0.987,1.000,12,9.04,26,479,direct_normal:dual_zone:g10,ok,True,191.6,ok,Normal,Normal,D_visual_middle,dual_zone,120.0
309,very_hard,0,lock,112.3,direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_41_direct_advanced_veryhard_rect_lock_buckle_g1_v06.asset,direct_advanced_candidates,24,51,200,0.981,1.000,21,15.39,49,1175,direct_advanced:lock_buckle:g1,ok,True,202.3,ok,Pressure,Hard,D_visual_middle,lock_buckle,204.2
310,normal,173,section,152.9,direct_normal_58_direct_normal_rect_stair_push_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_58_direct_normal_rect_stair_push_g5_v06.asset,direct_normal_candidates,23,37,111,0.985,0.983,19,6.87,23,604,direct_normal:stair_push:g5,ok,True,191.2,ok,Normal,Normal,D_visual_middle,stair_push,120.7
311,normal,57,maze,170.9,direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice06/direct_pure_topup_06_16_direct_normal_pure_rect_maze_long_chain_g7_v08.asset,direct_pure_topup_slice06_candidates,21,35,103,0.990,1.000,16,8.71,23,471,direct_normal:maze_long_chain:g7,ok,True,191.5,ok,Normal,Normal,E_early_peak,maze_long_chain,112.2
312,hard,17,lock,165.4,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset,direct_pure_topup_slice09_candidates,22,39,134,0.976,0.983,20,9.34,26,678,asset:direct_pure_topup_09_22_direct_p,ok,True,193.1,ok,Pressure,Hard,E_early_peak,direct_pure_topup_09_22_direct_p,142.7
313,normal,139,shape_music,330,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,shape_final_with_supplement,30,42,121,0.979,,17,14.62,,12.8,shape:Music:stage:object:procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312,rel:Hard:ShapePressure:Shape:Music:stage:object:main,True,330,Normal,Shape,Novelty,E_early_peak,Music,130.7
314,normal,178,dense,152.2,direct_normal_101_direct_normal_rect_outer_shell_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_101_direct_normal_rect_outer_shell_g4_v11.asset,direct_normal_candidates,22,41,112,0.983,0.992,22,7.91,23,528,asset:direct_normal_101_direct_normal_,ok,True,191.6,ok,Normal,Normal,E_early_peak,direct_normal_101_direct_normal_,112.8
315,normal,194,sweep,147.7,direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_80_direct_normal_topup_rect_sweep_g9_v10.asset,direct_normal_topup_candidates,22,41,116,0.983,0.984,17,8.53,22,675,direct_normal:sweep:g9,ok,True,191.7,ok,Recovery,Recovery,E_early_peak,sweep,127.1
316,extreme,2,section,119.0,direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_60_direct_advanced_extreme_rect_dual_zone_g5_v02.asset,direct_advanced_candidates,34,58,318,0.976,0.989,26,9.07,77,2770,direct_advanced:dual_zone:g5,ok,True,212.3,ok,Peak,RelativeExtreme,E_early_peak,dual_zone,383.6
317,normal,48,hole_rescue,263,hole_proc_standard_24x28_mid_920941_24x28_c81,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x28_mid_920941_24x28_c81.asset,hole_procedural_candidates,24,28,81,0.893,,72,72,,39.8,hole_procedural:standard_24x28_mid,procedural_hole_standard,True,263,procedural_hole_standard,HoleRescue,Mechanic,E_early_peak,standard_24x28_mid,-100.7
318,normal,38,shape_character,333,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,shape_final_with_supplement,30,42,126,0.983,,18,15.48,,13,shape:Character:animals-mascots:character:procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835,rel:VeryHard:ShapePeak:Shape:Character:animals-mascots:character:main,True,333,Normal,Shape,Novelty,E_early_peak,Character,133.3
319,normal,199,lock,145.7,direct_normal_143_direct_normal_rect_lock_buckle_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_143_direct_normal_rect_lock_buckle_g2_v15.asset,direct_normal_candidates,22,41,115,0.973,0.967,24,9.64,23,576,direct_normal:lock_buckle:g2,ok,True,189.9,ok,Recovery,Recovery,E_early_peak,lock_buckle,110.4
320,normal,104,section,162.4,direct_normal_18_direct_normal_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_18_direct_normal_rect_stair_push_g1_v02.asset,direct_normal_candidates,23,36,114,0.983,0.991,17,8.20,29,556,direct_normal:stair_push:g1,ok,True,191.8,ok,Normal,Normal,E_early_peak,stair_push,124.1
321,normal,106,maze,162.1,direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_100_direct_normal_rect_maze_long_chain_g3_v10.asset,direct_normal_candidates,23,38,108,0.982,0.992,15,10.28,23,441,direct_normal:maze_long_chain:g3,ok,True,190.9,ok,Recovery,Recovery,A_peak9,maze_long_chain,113.1
322,normal,81,dense,166.0,direct_normal_51_direct_normal_rect_outer_shell_g5_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_51_direct_normal_rect_outer_shell_g5_v06.asset,direct_normal_candidates,21,37,101,0.978,0.991,15,7.49,24,470,asset:direct_normal_51_direct_normal_r,ok,True,189.7,ok,Normal,Normal,A_peak9,direct_normal_51_direct_normal_r,112.8
323,normal,111,shape_ocean,333,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,shape_final_with_supplement,36,44,124,0.975,,17,14.62,,13.2,shape:Ocean:sea-creature:creature:procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:transition,True,333,Normal,Shape,Novelty,A_peak9,Ocean,134.3
324,very_hard,6,section,147.5,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04.asset,direct_advanced_candidates,26,44,186,0.985,1.000,15,12.50,37,1190,direct_advanced:section_unlock:g3,ok,True,201.0,ok,Pressure,Hard,A_peak9,section_unlock,210.7
325,hard,95,sweep,148.6,direct_pure_topup_09_02_direct_polish_hard_pure_rect_outer_shell_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_02_direct_polish_hard_pure_rect_outer_shell_g13_v05.asset,direct_pure_topup_slice09_candidates,23,40,150,0.980,0.992,21,13.47,33,731,asset:direct_pure_topup_09_02_direct_p,ok,True,195.9,ok,Recovery,Recovery,A_peak9,direct_pure_topup_09_02_direct_p,148.7
326,normal,56,lock,171.8,direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_12_direct_normal_topup_rect_core_burst_g7_v02.asset,direct_normal_topup_candidates,22,35,104,0.975,0.991,10,7.54,25,448,direct_normal:core_burst:g7,ok,True,189.9,ok,Normal,Normal,A_peak9,core_burst,123.0
327,normal,120,shape_landmark,327,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,shape_final_with_supplement,38,52,131,0.976,,18,15.48,,13.6,shape:Landmark:architecture:landmark:procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,True,327,Normal,Shape,Novelty,A_peak9,Landmark,137.3
328,hard,7,section,171.1,direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_24_direct_polish_hard_rect_stair_push_g6_v03.asset,direct_polish_hard_candidates,24,43,165,0.980,1.000,16,7.25,35,1201,direct_polish:stair_push:g6,ok,True,198.0,ok,Pressure,Hard,A_peak9,stair_push,202.4
329,extreme,7,lock,101.3,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,direct_advanced_candidates,30,54,263,0.981,0.963,26,13.76,53,1923,direct_advanced:lock_buckle:g4,ok,True,208.2,ok,Peak,RelativeExtreme,A_peak9,lock_buckle,287.4
330,normal,161,section,154.2,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,direct_normal_candidates,23,38,113,0.986,1.000,13,8.11,23,540,direct_normal:dual_zone:g1,ok,True,192.3,ok,Normal,Normal,A_peak9,dual_zone,126.9
331,hard,76,sweep,154.3,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,direct_pure_topup_slice08_candidates,21,44,147,0.972,0.984,23,9.77,33,712,asset:direct_pure_topup_08_16_direct_p,ok,True,194.4,ok,Recovery,Recovery,F_chapter_breath,direct_pure_topup_08_16_direct_p,149.9
332,normal,210,dense,141.8,direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_12_direct_polish_normal_rect_dense_weave_g1_v02.asset,direct_polish_clean_candidates,20,37,118,0.969,0.964,17,11.45,22,441,direct_polish:dense_weave:g1,ok,True,189.7,ok,Normal,Normal,F_chapter_breath,dense_weave,114.5
333,normal,69,shape_ocean,323,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,shape_final_with_supplement,34,50,131,0.98,,18,15.48,,13.6,shape:Ocean:diving-gear:equipment:procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257,rel:Hard:ShapePressure:Shape:Ocean:diving-gear:equipment:transition,True,323,Normal,Shape,Novelty,F_chapter_breath,Ocean,136.5
334,very_hard,3,lock,150.7,direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_03_direct_advanced_veryhard_rect_core_burst_g0_v01.asset,direct_advanced_candidates,28,46,207,0.980,1.000,19,9.70,41,1370,direct_advanced:core_burst:g0,ok,True,203.0,ok,Pressure,Hard,F_chapter_breath,core_burst,238.0
335,normal,67,dense,168.1,direct_normal_91_direct_normal_rect_outer_shell_g3_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_91_direct_normal_rect_outer_shell_g3_v10.asset,direct_normal_candidates,21,38,105,0.986,0.982,17,6.55,21,603,asset:direct_normal_91_direct_normal_r,ok,True,190.6,ok,Normal,Normal,F_chapter_breath,direct_normal_91_direct_normal_r,120.8
336,very_hard,2,section,151.9,direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_28_direct_advanced_veryhard_rect_dual_zone_g3_v04.asset,direct_advanced_candidates,28,48,216,0.986,1.000,17,8.00,44,1573,direct_advanced:dual_zone:g3,ok,True,204.6,ok,Peak,RelativeExtreme,F_chapter_breath,dual_zone,260.2
337,normal,40,maze,175.6,direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_20_direct_normal_rect_maze_long_chain_g1_v02.asset,direct_normal_candidates,23,36,103,0.984,0.991,18,6.83,20,464,direct_normal:maze_long_chain:g1,ok,True,190.6,ok,Recovery,Recovery,F_chapter_breath,maze_long_chain,113.4
338,normal,119,shape_landmark,332,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,shape_final_with_supplement,36,50,134,0.98,,19,16.34,,13.5,shape:Landmark:architecture:landmark:procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,True,332,Normal,Shape,Novelty,F_chapter_breath,Landmark,138.2
339,normal,45,lock,173.9,direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_50_direct_normal_topup_rect_lock_buckle_g6_v07.asset,direct_normal_topup_candidates,23,37,110,0.980,1.000,16,6.87,24,535,direct_normal:lock_buckle:g6,ok,True,191.4,ok,Normal,Normal,F_chapter_breath,lock_buckle,125.3
340,normal,119,section,160.1,direct_normal_132_direct_normal_rect_section_unlock_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_132_direct_normal_rect_section_unlock_g1_v14.asset,direct_normal_candidates,23,36,110,0.981,0.991,13,7.35,22,590,direct_normal:section_unlock:g1,ok,True,191.1,ok,Normal,Normal,F_chapter_breath,section_unlock,128.0
341,hard,68,sweep,157.3,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,direct_pure_topup_slice08_candidates,24,40,154,0.971,0.968,23,12.66,31,722,direct_polish:sweep:g12,ok,True,194.4,ok,Recovery,Recovery,B_peak7_end_calm,sweep,152.6
342,normal,58,hole_rescue,264,hole_proc_standard_22x26_mid_919367_22x26_c77,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_22x26_mid_919367_22x26_c77.asset,hole_procedural_candidates,22,26,77,0.874,,68,68,,41,hole_procedural:standard_22x26_mid,procedural_hole_standard,True,264,procedural_hole_standard,HoleRescue,Mechanic,B_peak7_end_calm,standard_22x26_mid,-91.6
343,normal,26,shape_art,342,r2_outer_strong_005_r2_006_a401_procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534.asset,shape_final_with_supplement,30,42,135,0.979,,19,16.34,,13.6,shape:Art:studio:character:procmask_26_long_maskproceduralvertical_30x42-mainclassicportraittall_20260611_110534,rel:Hard:ShapePressure:Shape:Art:studio:character:main,True,342,Normal,Shape,Novelty,B_peak7_end_calm,Art,141.0
344,extreme,5,section,105.0,direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_69_direct_advanced_extreme_rect_stair_push_g6_v03.asset,direct_advanced_candidates,31,56,286,0.983,0.994,23,12.64,61,2059,direct_advanced:stair_push:g6,ok,True,212.5,ok,Pressure,Hard,B_peak7_end_calm,stair_push,322.0
345,normal,55,sweep,172.2,direct_normal_105_direct_normal_rect_sweep_g4_v11,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_105_direct_normal_rect_sweep_g4_v11.asset,direct_normal_candidates,22,40,115,0.984,0.975,18,6.61,23,661,direct_normal:sweep:g4,ok,True,191.2,ok,Recovery,Recovery,B_peak7_end_calm,sweep,132.0
346,normal,205,dense,144.3,direct_normal_24_direct_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_24_direct_normal_rect_dense_weave_g2_v03.asset,direct_normal_candidates,20,40,112,0.990,0.991,17,8.81,21,505,direct_normal:dense_weave:g2,ok,True,192.2,ok,Normal,Normal,B_peak7_end_calm,dense_weave,116.0
347,very_hard,4,lock,148.1,direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_22_direct_polish_hard_rect_core_burst_g6_v03.asset,direct_polish_hard_candidates,27,45,189,0.979,1.000,17,9.05,41,1115,direct_polish:core_burst:g6,ok,True,200.8,ok,Peak,RelativeExtreme,B_peak7_end_calm,core_burst,214.6
348,normal,52,shape_landmark,333,r2_outer_strong_005_r2_006_a401_procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118.asset,shape_final_with_supplement,36,50,132,0.983,,18,15.48,,13.7,shape:Landmark:architecture:landmark:procmask_52_long_maskproceduralvertical_36x50-transitionpagodatall_20260611_111118,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,True,333,Normal,Shape,Novelty,B_peak7_end_calm,Landmark,139.3
349,extreme,1,maze,127.7,direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishExtremeLongCandidates/direct_polish_extreme_long_02_direct_polish_extreme_rect_long_corridor_g9_v01.asset,direct_polish_extreme_long_candidates,36,61,347,0.978,0.984,19,12.62,84,2802,direct_polish:long_corridor:g9,ok,True,212.3,ok,Pressure,Hard,B_peak7_end_calm,long_corridor,418.7
