rank,selected,selectRank,selectStatus,bucket,type,score,levelId,path,packs,width,height,chains,tiles,coverage,aspect,outer1,outer2,maxOuterEmptyRun,holeScore,localEmpty8,centerEmpty,openers,avgChoices,minChoices,maxChoices,unlockBursts,maxUnlockBurst,keyLockSteps,firstOuter,lastOuter,endingShort,avgChain,maxChain,regionSwitches,dependencyBlocks,dependencyCycles,dependencyLayerStuck,dependencyMaxRayBlockers,edgeShort,edgeLong,maxEdgeRun,families,qualityFlags,portableValid,portableSolved,portableOpeners,portableScore,portableQuality,details
375,1,35,selected,hard,lock,162.0,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset,direct_pure_topup_slice10_candidates,25,40,157,978,0.978,0.625,0.984,0.988,1,14.0,0.078,0.031,15,10.23,1,17,38,3,10,0.700,0.175,0.281,6.23,10,82,893,0,0,20,14,1,10,direct_polish:core_burst:g11,ok,True,True,15,196.1,ok,type=sweep; play=73.9; deps=893/0/0
376,1,36,selected,hard,section,161.7,direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_01_direct_polish_hard_pure_rect_dual_zone_g11_v03.asset,direct_pure_topup_slice08_candidates,24,38,144,891,0.977,0.632,0.967,0.978,1,15.4,0.078,0.032,25,9.35,1,25,29,4,13,0.861,0.111,0.207,6.19,10,76,639,0,0,15,8,0,9,direct_polish:dual_zone:g11,ok,True,True,25,193.7,ok,type=sweep; play=80.5; deps=639/0/0
377,1,37,selected,hard,lock,161.7,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03.asset,direct_pure_topup_slice07_candidates,23,44,167,999,0.987,0.523,0.992,0.992,1,8.5,0.047,0.018,20,9.71,1,20,36,4,9,0.667,0.119,0.324,5.98,10,76,878,0,0,17,10,1,10,direct_polish:core_burst:g11,ok,True,True,20,198.5,ok,type=sweep; play=75.8; deps=878/0/0
378,1,38,selected,hard,section,161.6,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset,direct_polish_hard_candidates,24,42,159,986,0.978,0.571,1.000,0.984,0,13.8,0.063,0.027,13,7.09,1,14,35,5,10,0.750,0.175,0.406,6.20,10,72,964,0,0,24,12,2,10,direct_polish:quasi_symmetry:g4,ok,True,True,13,197.1,ok,type=dense; play=77.0; deps=964/0/0
379,1,39,selected,hard,dense,161.6,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,direct_pure_topup_slice09_candidates,23,43,159,970,0.981,0.535,1.000,0.988,0,14.4,0.094,0.025,15,9.47,1,20,33,5,9,0.625,0.075,0.375,6.10,10,80,897,0,0,25,10,3,10,direct_polish:dense_weave:g14,ok,True,True,15,197.4,ok,type=lock; play=76.5; deps=897/0/0
380,1,40,selected,hard,maze,161.5,direct_pure_topup_08_15_direct_polish_hard_pure_rect_maze_long_chain_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_15_direct_polish_hard_pure_rect_maze_long_chain_g12_v04.asset,direct_pure_topup_slice08_candidates,25,42,165,1023,0.974,0.595,0.992,0.976,1,15.4,0.078,0.027,16,7.55,1,16,39,3,13,0.643,0.286,0.303,6.20,10,69,1188,0,0,22,8,1,10,direct_polish:maze_long_chain:g12,ok,True,True,16,197.1,ok,type=dense; play=73.8; deps=1188/0/0
381,1,41,selected,hard,sweep,161.3,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset,direct_pure_topup_slice07_candidates,25,41,168,1010,0.985,0.610,0.992,0.992,1,11.0,0.063,0.015,16,11.55,1,18,35,5,11,0.643,0.286,0.324,6.01,10,83,1019,0,0,21,14,0,9,direct_polish:sweep:g10,ok,True,True,16,198.5,ok,type=sweep; play=70.5; deps=1019/0/0
382,1,42,selected,hard,lock,161.3,direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_18_direct_polish_hard_pure_rect_lock_buckle_g13_v05.asset,direct_pure_topup_slice08_candidates,25,38,149,932,0.981,0.658,1.000,0.983,0,15.0,0.094,0.013,22,9.51,1,22,23,5,8,0.684,0.132,0.300,6.26,10,70,745,0,0,19,9,1,10,direct_polish:lock_buckle:g13,ok,True,True,22,196.2,ok,type=sweep; play=78.7; deps=745/0/0
383,1,43,selected,hard,section,161.1,direct_pure_topup_07_01_direct_polish_hard_pure_rect_section_unlock_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_01_direct_polish_hard_pure_rect_section_unlock_g9_v01.asset,direct_pure_topup_slice07_candidates,22,40,142,862,0.980,0.550,0.967,0.983,1,12.2,0.063,0.023,20,8.67,1,20,29,4,9,0.611,0.139,0.310,6.07,10,74,756,0,0,18,10,0,8,direct_polish:section_unlock:g9,ok,True,True,20,193.7,ok,type=lock; play=74.3; deps=756/0/0
384,1,44,selected,hard,section,161.0,direct_pure_topup_10_05_direct_polish_hard_pure_rect_quasi_symmetry_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_05_direct_polish_hard_pure_rect_quasi_symmetry_g10_v08.asset,direct_pure_topup_slice10_candidates,21,43,143,885,0.980,0.488,0.992,0.988,1,10.4,0.047,0.013,20,9.31,1,20,31,4,6,0.778,0.167,0.276,6.19,10,76,759,0,0,18,9,1,10,direct_polish:quasi_symmetry:g10,ok,True,True,20,195.0,ok,type=section; play=77.6; deps=759/0/0
385,1,45,selected,hard,lock,161.0,direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_20_direct_polish_normal_rect_lock_buckle_g2_v03.asset,direct_polish_clean_candidates,21,41,137,840,0.976,0.512,0.992,0.983,1,15.3,0.078,0.028,17,8.25,1,17,24,4,10,0.657,0.200,0.429,6.13,10,79,604,0,0,22,9,1,10,direct_polish:lock_buckle:g2,ok,True,True,17,193.9,ok,type=dense; play=72.9; deps=604/0/0
386,1,46,selected,hard,section,160.8,direct_pure_topup_08_03_direct_polish_hard_pure_rect_quasi_symmetry_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_03_direct_polish_hard_pure_rect_quasi_symmetry_g11_v03.asset,direct_pure_topup_slice08_candidates,21,42,138,858,0.973,0.500,0.975,0.975,1,15.7,0.078,0.028,16,11.05,1,24,21,6,8,0.600,0.086,0.357,6.22,10,67,665,0,0,21,10,2,10,direct_polish:quasi_symmetry:g11,ok,True,True,16,193.0,ok,type=sweep; play=75.5; deps=665/0/0
387,1,47,selected,hard,section,160.3,direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_18_direct_polish_hard_pure_rect_stair_push_g9_v07.asset,direct_pure_topup_slice09_candidates,23,38,143,856,0.979,0.605,0.983,0.982,1,12.3,0.063,0.024,26,10.02,1,26,25,4,9,0.722,0.083,0.241,5.99,10,83,673,0,0,20,6,0,9,direct_polish:stair_push:g9,ok,True,True,26,194.5,ok,type=sweep; play=78.2; deps=673/0/0
388,1,48,selected,hard,lock,160.2,direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_13_direct_polish_hard_rect_core_burst_g5_v02.asset,direct_polish_hard_candidates,24,43,164,1010,0.979,0.558,0.977,0.984,1,12.4,0.063,0.026,24,9.84,1,24,33,4,10,0.683,0.024,0.333,6.16,10,79,804,0,0,20,9,0,8,direct_polish:core_burst:g5,ok,True,True,24,196.7,ok,type=sweep; play=77.2; deps=804/0/0
389,1,49,selected,hard,section,160.2,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04.asset,direct_pure_topup_slice08_candidates,21,41,136,842,0.978,0.512,0.983,0.987,1,15.0,0.078,0.028,18,11.64,1,19,29,5,9,0.618,0.176,0.357,6.19,10,78,593,0,0,21,9,1,10,direct_polish:dual_zone:g12,ok,True,True,18,193.6,ok,type=sweep; play=73.4; deps=593/0/0
390,1,50,selected,hard,section,160.1,direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_07_direct_polish_normal_rect_quasi_symmetry_g0_v01.asset,direct_polish_clean_candidates,22,36,126,780,0.985,0.611,0.973,0.981,1,9.6,0.063,0.011,23,11.70,1,23,24,4,5,0.750,0.125,0.346,6.19,10,70,519,0,0,16,5,1,10,direct_polish:quasi_symmetry:g0,ok,True,True,23,192.6,ok,type=sweep; play=78.5; deps=519/0/0
391,1,51,selected,hard,section,160.0,direct_normal_138_direct_normal_rect_stair_push_g1_v14,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_138_direct_normal_rect_stair_push_g1_v14.asset,direct_normal_candidates,23,40,122,906,0.985,0.575,0.984,0.987,1,10.2,0.047,0.020,25,9.33,1,25,24,3,7,0.839,0.097,0.240,7.43,13,74,598,0,0,15,6,1,11,direct_normal:stair_push:g1,ok,True,True,25,192.5,ok,type=sweep; play=81.2; deps=598/0/0
392,1,52,selected,hard,maze,160.0,direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02.asset,direct_polish_hard_candidates,24,42,160,982,0.974,0.571,0.977,0.976,1,15.1,0.078,0.021,18,11.21,1,18,30,4,9,0.825,0.325,0.406,6.14,10,77,725,0,0,16,13,0,9,direct_polish:maze_long_chain:g5,ok,True,True,18,195.8,ok,type=sweep; play=72.8; deps=725/0/0
393,1,53,selected,hard,lock,159.9,direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_10_direct_polish_hard_pure_rect_lock_buckle_g11_v09.asset,direct_pure_topup_slice10_candidates,23,43,154,960,0.971,0.535,0.969,0.976,1,18.7,0.094,0.034,17,11.38,1,19,34,4,10,0.615,0.128,0.484,6.23,10,86,559,0,0,21,11,0,8,direct_polish:lock_buckle:g11,ok,True,True,17,194.4,ok,type=sweep; play=71.4; deps=559/0/0
394,1,54,selected,hard,section,159.8,direct_pure_topup_10_23_direct_polish_hard_pure_rect_dual_zone_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_23_direct_polish_hard_pure_rect_dual_zone_g12_v10.asset,direct_pure_topup_slice10_candidates,23,38,141,855,0.978,0.605,1.000,0.987,0,18.8,0.109,0.031,19,8.01,1,19,34,4,9,0.611,0.306,0.310,6.06,10,64,647,0,0,21,13,0,9,direct_polish:dual_zone:g12,ok,True,True,19,195.0,ok,type=dense; play=73.9; deps=647/0/0
395,1,55,selected,hard,sweep,159.5,direct_pure_topup_09_12_direct_polish_hard_pure_rect_outer_shell_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_12_direct_polish_hard_pure_rect_outer_shell_g14_v06.asset,direct_pure_topup_slice09_candidates,25,43,169,1050,0.977,0.581,0.970,0.977,1,12.2,0.063,0.017,25,9.29,1,25,40,3,10,0.651,0.047,0.441,6.21,10,74,901,0,0,19,6,0,9,asset:direct_pure_topup_09_12_direct_p,ok,True,True,25,196.8,ok,type=sweep; play=76.4; deps=901/0/0
396,1,56,selected,hard,lock,159.2,direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_02_direct_polish_hard_rect_lock_buckle_g4_v01.asset,direct_polish_hard_candidates,24,43,163,1015,0.984,0.558,0.992,0.980,1,12.3,0.063,0.011,22,8.24,1,22,35,3,10,0.756,0.268,0.212,6.23,10,71,920,0,0,19,13,0,9,direct_polish:lock_buckle:g4,ok,True,True,22,197.7,ok,type=section; play=75.6; deps=920/0/0
397,1,57,selected,hard,maze,159.2,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,direct_pure_topup_slice07_candidates,24,40,158,942,0.981,0.600,1.000,0.975,0,13.1,0.063,0.022,24,13.70,1,26,36,5,10,0.700,0.075,0.281,5.96,10,77,730,0,0,18,7,1,10,direct_polish:maze_long_chain:g9,ok,True,True,24,197.3,ok,type=sweep; play=79.7; deps=730/0/0
398,1,58,selected,hard,lock,159.1,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset,direct_pure_topup_slice08_candidates,25,39,156,953,0.977,0.641,0.984,0.983,1,14.6,0.078,0.019,24,12.12,1,24,29,5,12,0.718,0.103,0.313,6.11,10,68,703,0,0,15,11,0,9,direct_polish:core_burst:g12,ok,True,True,24,196.0,ok,type=sweep; play=77.6; deps=703/0/0
399,1,59,selected,hard,section,159.0,direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_22_direct_polish_hard_pure_rect_stair_push_g13_v05.asset,direct_pure_topup_slice08_candidates,24,39,147,914,0.976,0.615,0.975,0.983,1,14.3,0.078,0.034,20,10.05,1,21,30,4,9,0.811,0.135,0.367,6.22,10,80,869,0,0,21,12,1,10,direct_polish:stair_push:g13,ok,True,True,20,194.4,ok,type=sweep; play=76.3; deps=869/0/0
400,1,60,selected,hard,sweep,158.9,direct_pure_topup_10_06_direct_polish_hard_pure_rect_sweep_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_06_direct_polish_hard_pure_rect_sweep_g10_v08.asset,direct_pure_topup_slice10_candidates,22,38,130,807,0.965,0.579,0.983,0.964,1,17.7,0.094,0.028,22,9.25,1,22,29,3,6,0.758,0.212,0.423,6.21,10,70,564,0,0,18,9,0,9,direct_polish:sweep:g10,ok,True,True,22,191.7,ok,type=section; play=75.3; deps=564/0/0
401,1,61,selected,hard,section,158.4,direct_polish_hard_23_direct_polish_hard_rect_dual_zone_g6_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_23_direct_polish_hard_rect_dual_zone_g6_v03.asset,direct_polish_hard_candidates,23,40,146,897,0.975,0.575,0.959,0.962,1,12.5,0.063,0.020,23,11.51,1,23,29,4,5,0.757,0.162,0.433,6.14,10,67,676,0,0,19,10,0,9,direct_polish:dual_zone:g6,ok,True,True,23,193.4,ok,type=sweep; play=75.8; deps=676/0/0
402,1,62,selected,hard,sweep,158.4,direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09.asset,direct_pure_topup_slice10_candidates,24,41,157,967,0.983,0.585,0.992,0.992,1,11.3,0.063,0.015,21,14.26,1,21,26,4,9,0.700,0.150,0.375,6.16,10,85,831,0,0,18,10,1,10,direct_polish:sweep:g11,ok,True,True,21,196.9,ok,type=sweep; play=74.4; deps=831/0/0
403,1,63,selected,hard,lock,158.2,direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_08_direct_polish_hard_pure_rect_lock_buckle_g12_v04.asset,direct_pure_topup_slice08_candidates,23,42,157,950,0.983,0.548,0.992,0.988,1,11.1,0.063,0.013,18,11.22,1,22,31,6,14,0.525,0.300,0.219,6.05,10,82,751,0,0,18,13,0,9,direct_polish:lock_buckle:g12,ok,True,True,18,197.0,ok,type=sweep; play=69.5; deps=751/0/0
404,1,64,selected,hard,sweep,157.9,direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02.asset,direct_polish_clean_candidates,21,40,139,828,0.986,0.525,0.983,0.982,1,9.9,0.063,0.018,18,9.12,1,23,26,4,10,0.743,0.429,0.214,5.96,10,75,786,0,0,19,16,0,9,direct_polish:sweep:g1,ok,True,True,18,194.6,ok,type=lock; play=71.1; deps=786/0/0
405,1,65,selected,hard,section,157.9,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,direct_pure_topup_slice07_candidates,24,43,162,1007,0.976,0.558,0.969,0.972,1,13.7,0.063,0.020,26,12.09,1,28,32,3,13,0.756,0.073,0.152,6.22,10,76,862,0,0,22,11,0,9,direct_polish:section_unlock:g10,ok,True,True,26,195.9,ok,type=sweep; play=79.1; deps=862/0/0
406,1,66,selected,hard,lock,157.7,direct_pure_topup_09_24_direct_polish_hard_pure_rect_lock_buckle_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_24_direct_polish_hard_pure_rect_lock_buckle_g10_v08.asset,direct_pure_topup_slice09_candidates,21,40,134,823,0.980,0.525,0.983,0.991,1,13.1,0.063,0.018,22,10.93,1,22,23,4,6,0.735,0.176,0.481,6.14,10,63,564,0,0,20,10,1,10,direct_polish:lock_buckle:g10,ok,True,True,22,193.5,ok,type=sweep; play=75.8; deps=564/0/0
407,1,67,selected,hard,section,157.4,direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_24_direct_polish_hard_pure_rect_stair_push_g12_v10.asset,direct_pure_topup_slice10_candidates,24,40,157,943,0.982,0.600,1.000,0.996,0,12.9,0.078,0.022,19,12.81,1,19,35,4,13,0.625,0.200,0.500,6.01,10,69,763,0,0,16,14,1,10,direct_polish:stair_push:g12,ok,True,True,19,197.2,ok,type=sweep; play=73.3; deps=763/0/0
408,1,68,selected,hard,sweep,157.3,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,direct_pure_topup_slice08_candidates,24,40,154,932,0.971,0.600,0.968,0.967,1,13.3,0.063,0.025,23,12.66,1,23,31,4,8,0.641,0.179,0.323,6.05,10,74,722,0,0,18,9,0,9,direct_polish:sweep:g12,ok,True,True,23,194.4,ok,type=sweep; play=74.1; deps=722/0/0
409,1,69,selected,hard,lock,157.2,direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_22_direct_polish_normal_rect_core_burst_g2_v03.asset,direct_polish_clean_candidates,23,41,150,925,0.981,0.561,0.992,0.992,1,14.7,0.078,0.029,19,10.51,1,19,35,4,9,0.737,0.211,0.300,6.17,10,78,685,0,0,22,12,1,10,direct_polish:core_burst:g2,ok,True,True,19,195.9,ok,type=sweep; play=74.9; deps=685/0/0
410,1,70,selected,hard,section,156.7,direct_pure_topup_10_15_direct_polish_hard_pure_rect_quasi_symmetry_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_15_direct_polish_hard_pure_rect_quasi_symmetry_g11_v09.asset,direct_pure_topup_slice10_candidates,23,39,146,881,0.982,0.590,0.992,0.983,1,11.7,0.063,0.020,25,9.10,1,25,26,4,9,0.865,0.297,0.200,6.03,10,61,824,0,0,20,15,0,9,direct_polish:quasi_symmetry:g11,ok,True,True,25,195.5,ok,type=sweep; play=77.9; deps=824/0/0
411,1,71,selected,hard,section,156.4,direct_pure_topup_08_17_direct_polish_hard_pure_rect_section_unlock_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_17_direct_polish_hard_pure_rect_section_unlock_g13_v05.asset,direct_pure_topup_slice08_candidates,24,43,166,1009,0.978,0.558,0.985,0.988,1,12.5,0.063,0.026,25,9.98,1,25,35,4,13,0.786,0.024,0.176,6.08,10,82,915,0,0,19,10,1,10,direct_polish:section_unlock:g13,ok,True,True,25,197.2,ok,type=sweep; play=80.0; deps=915/0/0
412,1,72,selected,hard,section,156.1,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,direct_pure_topup_slice09_candidates,25,38,149,920,0.968,0.658,0.984,0.979,1,22.2,0.109,0.049,21,13.08,1,21,32,4,10,0.579,0.158,0.300,6.17,10,73,650,0,0,16,12,0,9,direct_polish:section_unlock:g10,ok,True,True,21,194.3,ok,type=sweep; play=73.4; deps=650/0/0
413,1,73,selected,hard,dense,155.8,direct_pure_topup_08_09_direct_polish_hard_pure_rect_dense_weave_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_09_direct_polish_hard_pure_rect_dense_weave_g12_v04.asset,direct_pure_topup_slice08_candidates,24,44,163,1027,0.973,0.545,0.992,0.988,1,14.8,0.063,0.033,24,11.69,1,24,30,5,9,0.683,0.073,0.394,6.30,10,81,764,0,0,24,9,1,10,direct_polish:dense_weave:g12,ok,True,True,24,196.7,ok,type=sweep; play=75.8; deps=764/0/0
414,1,74,selected,hard,sweep,155.7,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01.asset,direct_pure_topup_slice07_candidates,25,42,166,1029,0.980,0.595,0.985,0.980,1,15.7,0.078,0.021,24,8.12,1,24,36,4,13,0.643,0.071,0.353,6.20,10,78,820,0,0,16,6,1,10,asset:direct_pure_topup_07_10_direct_p,ok,True,True,24,197.4,ok,type=sweep; play=76.5; deps=820/0/0
415,1,75,selected,hard,lock,155.6,direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_20_direct_polish_hard_pure_rect_lock_buckle_g12_v10.asset,direct_pure_topup_slice10_candidates,25,39,155,951,0.975,0.641,0.992,0.983,1,13.8,0.063,0.022,21,13.94,1,23,34,4,4,0.692,0.103,0.258,6.14,10,85,725,0,0,19,12,1,10,direct_polish:lock_buckle:g12,ok,True,True,21,196.0,ok,type=sweep; play=75.8; deps=725/0/0
416,1,76,selected,hard,sweep,154.3,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,direct_pure_topup_slice08_candidates,21,44,147,898,0.972,0.477,0.984,0.967,1,18.5,0.109,0.035,23,9.77,1,23,33,5,8,0.757,0.000,0.300,6.11,10,71,712,0,0,20,10,2,10,asset:direct_pure_topup_08_16_direct_p,ok,True,True,23,194.4,ok,type=sweep; play=79.9; deps=712/0/0
417,1,77,selected,hard,lock,154.3,direct_polish_clean_02_direct_polish_normal_rect_lock_buckle_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_02_direct_polish_normal_rect_lock_buckle_g0_v01.asset,direct_polish_clean_candidates,21,39,130,800,0.977,0.538,0.974,0.978,1,12.4,0.063,0.022,21,13.09,1,22,23,5,9,0.606,0.121,0.462,6.15,10,75,506,0,0,17,9,1,10,direct_polish:lock_buckle:g0,ok,True,True,21,192.3,ok,type=sweep; play=73.2; deps=506/0/0
