order,bucket,bucketRank,type,score,levelId,path,packs,width,height,chains,coverage,outer1,openers,avgChoices,unlockBursts,dependencyBlocks,families,qualityFlags,portableSolved,portableScore,portableQuality,order_i,chains_i,score_f,openers_i,avgChoices_f,dep_i,_style,_pressure,slotRole,relativeDifficulty,template,styleKey,pressureScore
305,normal,29,dense,180.5,direct_normal_14_direct_normal_rect_dense_weave_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_14_direct_normal_rect_dense_weave_g1_v02.asset,direct_normal_candidates,23,38,113,0.984,0.975,13,6.44,25,536,direct_normal:dense_weave:g1,ok;rel:Normal:Normal,True,191.0,ok,305,113,180.5,13,6.44,536,dense_weave,134.458,Normal,Normal,C_double_wave,dense_weave,134.5
306,hard,46,section,160.8,direct_pure_topup_08_03_direct_polish_hard_pure_rect_quasi_symmetry_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_03_direct_polish_hard_pure_rect_quasi_symmetry_g11_v03.asset,direct_pure_topup_slice08_candidates,21,42,138,0.973,0.975,16,11.05,21,665,direct_polish:quasi_symmetry:g11,ok;rel:Normal:Normal,True,193.0,ok,306,138,160.8,16,11.05,665,quasi_symmetry,147.92900000000003,Pressure,Hard,C_double_wave,quasi_symmetry,147.9
307,normal,30,sweep,180.4,direct_normal_145_direct_normal_rect_sweep_g2_v15,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_145_direct_normal_rect_sweep_g2_v15.asset,direct_normal_candidates,22,41,114,0.981,0.992,15,6.78,25,613,direct_normal:sweep:g2,ok;rel:Normal:Normal,True,191.6,ok,307,114,180.4,15,6.78,613,sweep,134.723,Normal,Normal,C_double_wave,sweep,134.7
308,shape,86,shape_magic,314,r2_outer_strong_005_r2_006_a401_procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_43_long_maskproceduralvertical_30x42-maintreasurechesttall_20260611_110904.asset,shape_final_with_supplement,30,42,122,0.772,,17,14.62,,0.194,shape:Magic:SpecialShape,NoRisk|yellow_replacement:BottleneckHeavy|GrindyLowClear,True,314,Normal,308,122,314.0,17,14.62,0,Magic,128.40399999999997,Shape,Novelty,C_double_wave,Magic,128.4
309,hard,35,lock,162.0,direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset,direct_pure_topup_slice10_candidates,25,40,157,0.978,0.984,15,10.23,38,893,direct_polish:core_burst:g11,ok;rel:Normal:Normal,True,196.1,ok,309,157,162.0,15,10.23,893,core_burst,178.00099999999998,Peak,VeryHard,C_double_wave,core_burst,178.0
310,hard,32,dense,162.8,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,direct_polish_clean_candidates,22,38,136,0.982,0.991,20,10.60,24,569,direct_polish:dense_weave:g2,ok;rel:Normal:Normal,True,194.3,ok,310,136,162.8,20,10.6,569,dense_weave,138.139,Recovery,Recovery,C_double_wave,dense_weave,138.1
311,hard,76,sweep,154.3,direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_16_direct_polish_hard_pure_rect_outer_shell_g12_v04.asset,direct_pure_topup_slice08_candidates,21,44,147,0.972,0.984,23,9.77,33,712,asset:direct_pure_topup_08_16_direct_p,ok;rel:Normal:Normal,True,194.4,ok,311,147,154.3,23,9.77,712,direct_pure_topup_08_16_direct_p,149.90800000000002,Recovery,Recovery,D_visual_middle,direct_pure_topup_08_16_direct_p,149.9
312,normal,161,section,154.2,direct_normal_77_direct_normal_rect_dual_zone_g1_v08,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_77_direct_normal_rect_dual_zone_g1_v08.asset,direct_normal_candidates,23,38,113,0.986,1.000,13,8.11,23,540,direct_normal:dual_zone:g1,ok;rel:Recovery:Recovery,True,192.3,ok,312,113,154.2,13,8.11,540,dual_zone,126.85800000000002,Normal,Normal,D_visual_middle,dual_zone,126.9
313,normal,71,shape_ocean,322,r2_outer_strong_005_r2_006_a401_procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302.asset,shape_final_with_supplement,36,48,122,0.976,,17,14.62,,13,shape:Ocean:sea-creature:creature:procmask_72_onion_maskproceduralvertical_36x48-transitionoceanseaturtletall_20260611_111302,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:transition,True,322,Normal,313,122,322.0,17,14.62,13,Ocean,130.299,Shape,Novelty,D_visual_middle,Ocean,130.3
314,normal,15,sweep,195.4,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02.asset,direct_normal_topup_candidates,22,38,106,0.986,1.000,11,5.29,25,497,direct_normal:sweep:g7,ok;rel:Normal:Normal,True,191.4,ok,314,106,195.4,11,5.29,497,sweep,133.645,Normal,Normal,D_visual_middle,sweep,133.6
315,hard,40,maze,161.5,direct_pure_topup_08_15_direct_polish_hard_pure_rect_maze_long_chain_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_15_direct_polish_hard_pure_rect_maze_long_chain_g12_v04.asset,direct_pure_topup_slice08_candidates,25,42,165,0.974,0.992,16,7.55,39,1188,direct_polish:maze_long_chain:g12,ok;rel:VeryHard:Peak,True,197.1,ok,315,165,161.5,16,7.55,1188,maze_long_chain,199.66,Pressure,Hard,D_visual_middle,maze_long_chain,199.7
316,hard,104,dense,147.1,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03.asset,direct_pure_topup_slice07_candidates,22,42,149,0.981,1.000,22,10.86,28,778,direct_polish:dense_weave:g11,ok;rel:Normal:Normal,True,196.1,ok,316,149,147.1,22,10.86,778,dense_weave,152.36,Recovery,Recovery,D_visual_middle,dense_weave,152.4
317,normal,48,hole_rescue,263,hole_proc_standard_24x28_mid_920941_24x28_c81,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_24x28_mid_920941_24x28_c81.asset,hole_procedural_candidates,24,28,81,0.893,,72,72,,39.8,hole_procedural:standard_24x28_mid,procedural_hole_standard,True,263,procedural_hole_standard,317,81,263.0,72,72.0,39,standard_24x28_mid,-100.69499999999998,HoleRescue,Mechanic,D_visual_middle,standard_24x28_mid,-100.7
318,normal,139,shape_music,330,r2_outer_strong_005_r2_006_a401_procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312.asset,shape_final_with_supplement,30,42,121,0.979,,17,14.62,,12.8,shape:Music:stage:object:procmask_supp_06_onion_maskfinalsupplement_30x42-mainmusicvinylrecordtall_20260611_124312,rel:Hard:ShapePressure:Shape:Music:stage:object:main,True,330,Normal,318,121,330.0,17,14.62,12,Music,130.70399999999998,Shape,Novelty,D_visual_middle,Music,130.7
319,very_hard,17,lock,138.9,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06.asset,direct_advanced_candidates,28,45,204,0.989,1.000,20,10.31,45,1291,direct_advanced:core_burst:g1,ok;rel:VeryHard:Peak,True,203.5,ok,319,204,138.9,20,10.31,1291,core_burst,227.62900000000002,Pressure,Hard,D_visual_middle,core_burst,227.6
320,normal,133,section,158.1,direct_normal_topup_21_direct_normal_topup_rect_dual_zone_g8_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_21_direct_normal_topup_rect_dual_zone_g8_v03.asset,direct_normal_topup_candidates,22,38,113,0.990,0.983,15,7.73,22,614,direct_normal:dual_zone:g8,ok;rel:Normal:Normal,True,191.9,ok,320,113,158.1,15,7.73,614,dual_zone,128.034,Normal,Normal,D_visual_middle,dual_zone,128.0
321,normal,113,sweep,160.8,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09.asset,direct_normal_topup_candidates,23,40,117,0.982,0.984,10,8.48,21,589,direct_normal:sweep:g8,ok;rel:Normal:Normal,True,191.6,ok,321,117,160.8,10,8.48,589,sweep,137.29500000000002,Normal,Normal,E_early_peak,sweep,137.3
322,hard,38,section,161.6,direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishHardCandidates/direct_polish_hard_07_direct_polish_hard_rect_quasi_symmetry_g4_v01.asset,direct_polish_hard_candidates,24,42,159,0.978,1.000,13,7.09,35,964,direct_polish:quasi_symmetry:g4,ok;rel:Normal:Normal,True,197.1,ok,322,159,161.6,13,7.09,964,quasi_symmetry,190.866,Pressure,Hard,E_early_peak,quasi_symmetry,190.9
323,normal,38,shape_character,333,r2_outer_strong_005_r2_006_a401_procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835.asset,shape_final_with_supplement,30,42,126,0.983,,18,15.48,,13,shape:Character:animals-mascots:character:procmask_38_onion_maskproceduralvertical_30x42-mainbunnytall_20260611_110835,rel:VeryHard:ShapePeak:Shape:Character:animals-mascots:character:main,True,333,Normal,323,126,333.0,18,15.48,13,Character,133.33100000000002,Shape,Novelty,E_early_peak,Character,133.3
324,hard,17,lock,165.4,direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_22_direct_polish_hard_pure_rect_outer_shell_g9_v07.asset,direct_pure_topup_slice09_candidates,22,39,134,0.976,0.983,20,9.34,26,678,asset:direct_pure_topup_09_22_direct_p,ok;rel:Hard:Pressure,True,193.1,ok,324,134,165.4,20,9.34,678,direct_pure_topup_09_22_direct_p,142.69,Normal,Normal,E_early_peak,direct_pure_topup_09_22_direct_p,142.7
325,hard,57,maze,159.2,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01.asset,direct_pure_topup_slice07_candidates,24,40,158,0.981,1.000,24,13.70,36,730,direct_polish:maze_long_chain:g9,ok;rel:Normal:Normal,True,197.3,ok,325,158,159.2,24,13.7,730,maze_long_chain,153.94600000000003,Recovery,Recovery,E_early_peak,maze_long_chain,153.9
326,extreme,7,lock,101.3,direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_49_direct_advanced_extreme_rect_lock_buckle_g4_v01.asset,direct_advanced_candidates,30,54,263,0.981,0.963,26,13.76,53,1923,direct_advanced:lock_buckle:g4,ok;rel:RelativeExtreme:Peak,True,208.2,ok,326,263,101.3,26,13.76,1923,lock_buckle,287.371,Peak,VeryHard,E_early_peak,lock_buckle,287.4
327,hard,31,sweep,162.8,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01.asset,direct_polish_clean_candidates,23,39,137,0.979,0.992,17,8.78,32,658,direct_polish:sweep:g0,ok;rel:Normal:Normal,True,194.2,ok,327,137,162.8,17,8.78,658,sweep,149.73,Normal,Normal,E_early_peak,sweep,149.7
328,normal,111,shape_ocean,333,r2_outer_strong_005_r2_006_a401_procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724.asset,shape_final_with_supplement,36,44,124,0.975,,17,14.62,,13.2,shape:Ocean:sea-creature:creature:procmask_113_onion_maskproceduralvertical_36x44-transitiondistinctcrabtall_20260611_111724,rel:Novelty:ShapeVisual:Shape:Ocean:sea-creature:creature:transition,True,333,Normal,328,124,333.0,17,14.62,13,Ocean,134.27900000000002,Shape,Novelty,E_early_peak,Ocean,134.3
329,hard,98,dense,148.2,direct_pure_topup_09_15_direct_polish_hard_pure_rect_dense_weave_g9_v07,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_15_direct_polish_hard_pure_rect_dense_weave_g9_v07.asset,direct_pure_topup_slice09_candidates,25,39,152,0.973,0.976,23,9.38,34,717,direct_polish:dense_weave:g9,ok;rel:VeryHard:Peak,True,194.8,ok,329,152,148.2,23,9.38,717,dense_weave,154.687,Recovery,Recovery,E_early_peak,dense_weave,154.7
330,normal,125,section,159.2,direct_normal_38_direct_normal_rect_stair_push_g3_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_38_direct_normal_rect_stair_push_g3_v04.asset,direct_normal_candidates,21,40,115,0.976,0.983,16,7.74,25,627,direct_normal:stair_push:g3,ok,True,190.9,ok,330,115,159.2,16,7.74,627,stair_push,129.269,Normal,Normal,E_early_peak,stair_push,129.3
331,hard,11,maze,168.9,direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_18_direct_polish_normal_rect_maze_long_chain_g1_v02.asset,direct_polish_clean_candidates,22,37,129,0.974,0.982,13,8.55,26,593,direct_polish:maze_long_chain:g1,ok;rel:Normal:Normal,True,192.4,ok,331,129,168.9,13,8.55,593,maze_long_chain,146.56699999999998,Recovery,Recovery,A_peak9,maze_long_chain,146.6
332,normal,150,section,156.1,direct_normal_159_direct_normal_rect_quasi_symmetry_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_159_direct_normal_rect_quasi_symmetry_g3_v16.asset,direct_normal_candidates,23,40,117,0.984,0.992,17,6.76,27,601,direct_normal:quasi_symmetry:g3,ok,True,192.2,ok,332,117,156.1,17,6.76,601,quasi_symmetry,130.16500000000002,Normal,Normal,A_peak9,quasi_symmetry,130.2
333,normal,69,shape_ocean,323,r2_outer_strong_005_r2_006_a401_procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257.asset,shape_final_with_supplement,34,50,131,0.98,,18,15.48,,13.6,shape:Ocean:diving-gear:equipment:procmask_70_long_maskproceduralvertical_34x50-transitionoceanoxygentanktall_20260611_111257,rel:Hard:ShapePressure:Shape:Ocean:diving-gear:equipment:transition,True,323,Normal,333,131,323.0,18,15.48,13,Ocean,136.531,Shape,Novelty,A_peak9,Ocean,136.5
334,hard,2,section,185.0,direct_normal_157_direct_normal_rect_dual_zone_g3_v16,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_157_direct_normal_rect_dual_zone_g3_v16.asset,direct_normal_candidates,23,41,120,0.980,1.000,15,6.15,27,631,direct_normal:dual_zone:g3,ok,True,192.6,ok,334,120,185.0,15,6.15,631,dual_zone,143.31500000000003,Pressure,Hard,A_peak9,dual_zone,143.3
335,hard,68,sweep,157.3,direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_14_direct_polish_hard_pure_rect_sweep_g12_v04.asset,direct_pure_topup_slice08_candidates,24,40,154,0.971,0.968,23,12.66,31,722,direct_polish:sweep:g12,ok,True,194.4,ok,335,154,157.3,23,12.66,722,sweep,152.596,Recovery,Recovery,A_peak9,sweep,152.6
336,hard,100,lock,147.9,direct_pure_topup_09_04_direct_polish_hard_pure_rect_lock_buckle_g14_v06,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_04_direct_polish_hard_pure_rect_lock_buckle_g14_v06.asset,direct_pure_topup_slice09_candidates,22,41,143,0.976,0.975,23,12.61,25,757,direct_polish:lock_buckle:g14,ok;rel:Normal:Normal,True,193.9,ok,336,143,147.9,23,12.61,757,lock_buckle,141.21900000000002,Normal,Normal,A_peak9,lock_buckle,141.2
337,normal,120,shape_landmark,327,r2_outer_strong_005_r2_006_a401_procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853.asset,shape_final_with_supplement,38,52,131,0.976,,18,15.48,,13.6,shape:Landmark:architecture:landmark:procmask_129_long_maskproceduralvertical_38x52-transitionwidelandmark06tall_20260611_111853,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,True,327,Normal,337,131,327.0,18,15.48,13,Landmark,137.25100000000003,Shape,Novelty,A_peak9,Landmark,137.3
338,hard,24,dense,163.5,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset,direct_pure_topup_slice08_candidates,21,40,135,0.986,0.983,16,7.65,31,755,direct_polish:dense_weave:g13,ok;rel:Normal:Normal,True,194.2,ok,338,135,163.5,16,7.65,755,dense_weave,154.685,Pressure,Hard,A_peak9,dense_weave,154.7
339,hard,37,lock,161.7,direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_24_direct_polish_hard_pure_rect_core_burst_g11_v03.asset,direct_pure_topup_slice07_candidates,23,44,167,0.987,0.992,20,9.71,36,878,direct_polish:core_burst:g11,ok;rel:Hard:Pressure,True,198.5,ok,339,167,161.7,20,9.71,878,core_burst,181.358,Peak,VeryHard,A_peak9,core_burst,181.4
340,hard,64,sweep,157.9,direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_17_direct_polish_normal_rect_sweep_g1_v02.asset,direct_polish_clean_candidates,21,40,139,0.986,0.983,18,9.12,26,786,direct_polish:sweep:g1,ok;rel:Normal:Normal,True,194.6,ok,340,139,157.9,18,9.12,786,sweep,153.316,Normal,Normal,A_peak9,sweep,153.3
341,hard,105,section,146.1,direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_13_direct_polish_hard_pure_rect_dual_zone_g11_v09.asset,direct_pure_topup_slice10_candidates,21,42,139,0.986,0.975,23,15.39,26,708,direct_polish:dual_zone:g11,ok,True,194.3,ok,341,139,146.1,23,15.39,708,dual_zone,130.17600000000002,Recovery,Recovery,F_chapter_breath,dual_zone,130.2
342,normal,58,hole_rescue,264,hole_proc_standard_22x26_mid_919367_22x26_c77,Assets/ArrowMagic/SOData/Levels/Production/HoleProcedural/Candidates/hole_proc_standard_22x26_mid_919367_22x26_c77.asset,hole_procedural_candidates,22,26,77,0.874,,68,68,,41,hole_procedural:standard_22x26_mid,procedural_hole_standard,True,264,procedural_hole_standard,342,77,264.0,68,68.0,41,standard_22x26_mid,-91.645,HoleRescue,Mechanic,F_chapter_breath,standard_22x26_mid,-91.6
343,normal,119,shape_landmark,332,r2_outer_strong_005_r2_006_a401_procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall,Assets/ArrowMagic/SOData/Levels/ShapeExperiment/Candidates/ProceduralMaskFill/procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840.asset,shape_final_with_supplement,36,50,134,0.98,,19,16.34,,13.5,shape:Landmark:architecture:landmark:procmask_128_long_maskproceduralvertical_36x50-transitionwidelandmark05tall_20260611_111840,rel:Novelty:ShapeVisual:Shape:Landmark:architecture:landmark:transition,True,332,Normal,343,134,332.0,19,16.34,13,Landmark,138.203,Shape,Novelty,F_chapter_breath,Landmark,138.2
344,hard,16,section,165.6,direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_13_direct_polish_hard_pure_rect_quasi_symmetry_g12_v04.asset,direct_pure_topup_slice08_candidates,23,38,141,0.977,0.992,18,9.43,28,683,direct_polish:quasi_symmetry:g12,ok,True,194.5,ok,344,141,165.6,18,9.43,683,quasi_symmetry,152.53900000000002,Pressure,Hard,F_chapter_breath,quasi_symmetry,152.5
