"order","section10","category","difficultyCode","difficultyLabel","replacementMark","changedFromOriginalTemplate","changedFromC5V4FSC","originalTemplateAssetPath","originalTemplateCopiedAssetPath","baseC5V4FSCAssetPath","finalAssetPath","finalGuid","projectionReason","linkedOrder","rhythmBucket","sourcePool","productionLane","chainLanguage","originalTargetChains","baseChain","finalChain","canvasAdjustedChain","chainDeltaVsBase","chainDeltaVsInitial","note"
"264","27","normal","3","????3","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_12_direct_polish_hard_pure_rect_core_burst_g11_v09.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L264_direct_pure_topup_10_12_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedweave_braid_carrier.asset","e796a0a42cf355447bb2b38784de0e19","keep_current","","Hard","SeedV5LongChain30Front300","slot_seedweave_braid_carrier","family_profile_chain","157","26","26","26","0","-131",""
"265","27","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_70_direct_normal_rect_maze_long_chain_g0_v07.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L265_direct_normal_70_direct_normal_rect_maze_long_chai.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h01r/c5hole_lowchoice_v1_h01r_37_nutation_strict_mixed_choiceclamp_v1_rect_s06_o056_v00_strictmixedchoiceclamp_choice_clamp_chain_hf1.asset","2a427baf5d0f77942a0e953ea5306484","keep_current","","Ordinary","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","choice_clamp_chain","104","64","64","64","0","-40",""
"266","27","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice04/direct_pure_topup_04_10_direct_normal_pure_rect_section_unlock_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L266_direct_pure_topup_04_10_direct_normal_pure_rect_se.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_04_nutation_longchain_spine_v1_rect_c80hf2_01_d1_lock_spine.asset","2efffda94bf00904ba88607d0b430e3d","keep_current","","Ordinary","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","97","47","47","50","0","-50",""
"267","27","hole","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L267_hole_highchain_extra_001_hc2_32x28_dual_b.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_001_hc2_32x28_dual_b.asset","393a2e0c92c98ca40bfb2928201fdaa9","keep_current","","HoleRescue","","","","82","82","82","82","0","0",""
"268","27","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L268_boot_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L268_r2_outer_strong_005_r2_006_a401_maskonlyb05_02_mai.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_77_L268_boot_sweep.asset","8aa78f4d0c39b3c49bdb06792013a051","keep_current","","Shape","ShapeMaskInventory","","","118","95","95","95","0","-23",""
"269","27","normal","4","??4","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_136_direct_diff_veryhard_dag_unlock_center_cross_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L269_direct_diff120_136_direct_diff_veryhard_dag_unlock.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_25_l031_long_normal_a_sweep_s04_slot_seedmaze_chamber_corridor.asset","d95e96cef45e224419a0f0f6273aef52","keep_current","","Peak","SeedV5LongChain30Front300","slot_seedmaze_chamber_corridor","family_profile_chain","184","22","22","22","0","-162",""
"270","27","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_147_direct_normal_rect_dual_zone_g2_v15.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L270_direct_normal_147_direct_normal_rect_dual_zone_g2_.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_04_nutation_peel_rect_s01_o008_v03_peellight_curve_chain.asset","2206815ea17b4d645a33ba7d3735793d","keep_current","","Ordinary","Campaign500_HardGateUntil0910","PeelMid","curve_chain","114","64","64","64","0","-50",""
"271","28","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice05/direct_pure_topup_05_16_direct_normal_pure_rect_maze_long_chain_g10_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L271_direct_pure_topup_05_16_direct_normal_pure_rect_ma.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/h03r/c5hole_lowchoice_v1_h03r_11_nutation_strict_mixed_peak_v1_rect_s12_o112_v04_strictmixedpeak_strict_peak_chain_hf1.asset","c54f4ff1485e6454ba87d5239d2d3aa3","keep_current","","Ordinary","Campaign500_HardGateUntil0910","Campaign500_HardGateUntil0910","strict_peak_chain","114","66","66","66","0","-48",""
"272","28","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_33_direct_normal_rect_lock_buckle_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L272_direct_normal_33_direct_normal_rect_lock_buckle_g3.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_17_l022_long_normal_b_section_s03_slot_seedweave_braid_carrier.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_33_direct_normal_rect_lock_buckle_g3_v04.asset","98d368a4400e0334f9667013baf0ee73","v11_review_donor_revert","5","Ordinary","InitialTemplateDonorRevertReviewOnly","","","115","21","115","115","94","0","projected donor revert if target move is accepted"
"273","28","shape","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L273_gameportal_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L273_r2_outer_strong_005_r2_006_a401_maskonlyb07_10_mai.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingDropTop3/campaign500_shape_psg_remaining_drop_top3_23_L273_gameportal_r2section.asset","0fbb35f2e2dc0e64fa9534ad41f76e65","keep_current","","Shape","ShapeMaskInventory","","","113","111","111","111","0","-2",""
"274","28","normal","3","????3","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/Differentiation120Candidates/direct_diff120_95_direct_diff_hard_near_square_stair_ladder_g3_v04.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L274_direct_diff120_95_direct_diff_hard_near_square_sta.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w4pl/c5nep_w4pl_06_nutation_peel_rect_s02_o016_v01_peellight_curve_chain.asset","6ba3a04bbdb421a4f9d0683efb1dd04d","keep_current","","Hard","Campaign500_HardGateUntil0910","PeelMid","rail_chain","131","63","63","63","0","-68",""
"275","28","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_04_direct_normal_rect_dense_weave_g0_v01.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L275_direct_normal_04_direct_normal_rect_dense_weave_g0.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_04_nutation_longchain_spine_v1_rect_c80hf3_01_d1_lock_spine.asset","6470d5c74aff5c2449fcb3f18a76d9d2","keep_current","","Ordinary","NutationLongChainStrict60Front300","maze_long_chain","spine_chain","106","48","48","51","0","-58",""
"276","28","normal","4","??4","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_20_direct_advanced_veryhard_rect_dual_zone_g2_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L276_direct_advanced_20_direct_advanced_veryhard_rect_d.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_33_l041_long_normal_a_dense_s05_slot_seedmaze_section_weave.asset","98b7a49bc2a7c184e8490c6a9932cdc7","keep_current","","Peak","SeedV5LongChain30Front300","slot_seedmaze_section_weave","family_profile_chain","201","23","23","23","0","-178",""
"277","28","hole","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L277_hole_topup_030_topup_std_26x26_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_030_topup_std_26x26_dual.asset","9e73faad266f64a4987c09abb4c526bb","keep_current","","HoleRescue","","","","61","61","61","61","0","0",""
"278","28","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L278_tree_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L278_r2_outer_strong_005_r2_006_a401_maskonlyb04_02_mai.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_02_L278_tree.asset","e8478b5a12fab2b46a78542f60a0cc6b","keep_current","","Shape","ShapeMaskInventory","","","119","116","116","116","0","-3",""
"279","28","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L279_direct_normal_topup_14_direct_normal_topup_rect_st.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_90_nutation_mixed_neutral_v1_rect_s08_o079_v02_neutralmixed_mixed_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_14_direct_normal_topup_rect_stair_push_g7_v02.asset","6d6e2d086ef035f42b1efd0e34d721b9","v11_review_donor_revert","34","Ordinary","InitialTemplateDonorRevertReviewOnly","","","107","54","107","107","53","0","projected donor revert if target move is accepted"
"280","28","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L280_direct_normal_113_direct_normal_rect_lock_buckle_g.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_25_nutation_flow_rail_v1_rect_s21_o202_v00_flowrail_patch_chain.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_113_direct_normal_rect_lock_buckle_g5_v12.asset","c7e6cf13c01a65147b0770968214114c","v11_review_donor_revert","35","Ordinary","InitialTemplateDonorRevertReviewOnly","","","107","54","107","107","53","0","projected donor revert if target move is accepted"
"281","29","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L281_direct_normal_95_direct_normal_rect_sweep_g3_v10.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_08_nutation_longchain_spine_v1_rect_c80_02_d1_maze_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_95_direct_normal_rect_sweep_g3_v10.asset","4cfc9e40a2e8a9e459d23dd6177f3e16","v11_review_donor_revert","22","Ordinary","InitialTemplateDonorRevertReviewOnly","","","107","43","107","107","64","0","projected donor revert if target move is accepted"
"282","29","normal","1","??1","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalCandidates/direct_normal_114_direct_normal_rect_dense_weave_g5_v12.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L282_direct_normal_114_direct_normal_rect_dense_weave_g.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s01_s13/campaign500_normal_full_v1_s01_s13_67_nutation_peel_rail_v1_rect_s06_o052_v00_peelmid_rail_chain.asset","aaef10a8b3d55d847b743024283c818b","keep_current","","Ordinary","Campaign500_HardGateUntil0910","PeelMid","rail_chain","107","54","54","54","0","-53",""
"283","29","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L283_volcano_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L283_r2_outer_strong_005_r2_006_a401_maskonlyb08_02_mai.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_86_L283_volcano_sweep.asset","a55cb1b3da4c76845ba4540b4f8d5d5f","keep_current","","Shape","ShapeMaskInventory","","","119","114","114","114","0","-5",""
"284","29","normal","3","????3","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L284_direct_pure_topup_07_22_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_72_l092_long_normal_a_lock_s10_slot_headmix_outerclean.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_22_direct_polish_hard_pure_rect_lock_buckle_g11_v03.asset","9fec62e8508f61346adb3ee6ba9efd21","v11_review_donor_revert","11","Hard","InitialTemplateDonorRevertReviewOnly","","","172","29","172","172","143","0","projected donor revert if target move is accepted"
"285","29","hole","1","??1","KEPT_ORIGINAL_TEMPLATE","False","False","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L285_hole_topup_025_topup_std_24x28_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_025_topup_std_24x28_maze.asset","23eed199cbf0b6b46872faed2b7da3bb","keep_current","","HoleRescue","","","","62","62","62","62","0","0",""
"286","29","normal","1","??1","V5_DONOR_REVERT_FOR_UNIQUENESS","False","True","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L286_direct_normal_topup_39_direct_normal_topup_rect_qu.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_05_l005_long_normal_b_normal_s01_slot_seedmaze_chamber_corridor.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_39_direct_normal_topup_rect_quasi_symmetry_g10_v05.asset","ce800802839c5fd42988d3c7b7fb343f","v11_review_donor_revert","7","Ordinary","InitialTemplateDonorRevertReviewOnly","","","107","24","107","107","83","0","projected donor revert if target move is accepted"
"287","29","normal","4","??4","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_35_direct_advanced_veryhard_rect_core_burst_g0_v05.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L287_direct_advanced_35_direct_advanced_veryhard_rect_c.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","Assets/ArrowMagic/SOData/Levels/Campaign500LongChainProd200PoolV1/campaign500_longchain_prod200_pool_v1_18_l022_long_normal_b_section_s03_slot_seedweave_dense_support.asset","075836b3f3b34f3438f59fbc7b909f46","keep_current","","Peak","SeedV5LongChain30Front300","slot_seedweave_dense_support","family_profile_chain","214","29","29","29","0","-185",""
"288","29","shape","2","??2","KEPT_C5V4FSC_REPLACEMENT","True","False","Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV1/shape_refresh_v1_L288_knighthelmet_main.asset","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L288_r2_outer_strong_005_r2_006_a401_maskonlyb07_02_mai.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10E/campaign500_shape_psg_next10e_04_L288_knighthelmet.asset","d92013e750c84bd40986687b3ced0640","keep_current","","Shape","ShapeMaskInventory","","","120","101","101","101","0","-19",""
